intellectual_value,classification_key,year,city,language,primary_classes,evidence
visual_materiality_diagrams,bib-150,1598,London,ENGLISH,Military Engineering,content_description: VVHEREIN IS DECLARED THE NEGLECT OF Martiall discipline: the inconuenience thereof: the imperfections of manie training Captaines: a redresse by due regard had: the fittest weapons for our Moderne VVarre: the vse of the  ; action_verbs: Discoursed | VVritten | Comprehended ; enriched_with: with figures and Tables to the same | with sundrie other martiall points
visual_materiality_diagrams,Amsterdam_1700b,1700,Amsterdam,DUTCH,Theoretical Mathematics,"content_description: Van de beginselen ende fon-damenten der Geometrie ; edition_details: Desen laetsten Druk, van nieuws oversien en verbetert ; action_verbs: by-gevoeght | Over-geset | verklaert | uyt-geleyt | oversien | verbetert | vermeerdert | by-gevoegde ; enriched_with: by-gevoeght zijn eenige nuttigheden, uyt deselve Boecken getroken | Mitsgaders de Specien in Geometrische figuren, als ’t maken, veranderen, t’samen voegen, aftrecken, ver-meenighvuldigen, ende deelen | Mitsgaders de by- ; elements_designation: De zes eerste Boecken EUCLIDIS ; references_to_euclid: EUCLIDIS"
visual_materiality_diagrams,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,"content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Reduction, and the Rule of Proportion in FIGURES.  The Second, "
visual_materiality_diagrams,bib-99,1697,Nuremberg,GERMAN,Architecture | Construction | Military Engineering | Practical Geometry | Surveying | Theoretical Mathematics,action_verbs: aufgesetzt | zusammen getragen ; enriched_with: mit gehörigen Figuren ; bound_with_minimal: GEOMETRIÆ THEORETICÆ | ARCHITECTURÆ CIVILIS | ARCHITECTURÆ MILITARIS | ARTIS TORMENTARIÆ | PYROTECHNIÆ DAMNOSÆ | PYROTECHNIÆ JUCUNDÆ
visual_materiality_diagrams,MYFHIS,1584,Venice,ITALIAN,Architecture | Construction,"content_description: Doue si mettono in disegno tutte le maniere di edificij, e si trattano di quelle cose, che sono più necessarie a sapere gli Architetti ; edition_details: Di nuouo ristampate, e corrette ; action_verbs: la aggiunta | ristampate | corrette ; enriched_with: Con la aggiunta delle inuentioni di cinquanta Porte, e gran numero di palazzi publici, e pri- uati nella Città, & in Villa, e varij accidenti, che possono occorrere nel fabricare | Con vn' Indice copiosissimo con molte C"
abridgment_contraction_selection,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,"content_description: WHEREIN THE  Whole Nature of NUMBERS, with their Simple and Comparative  Elements in all the Parts of ARITHMETICK, are plainly Declared,  and fully Handled ; action_verbs: added | Explain’d | Declared | Handled | Illustrated | digested | delivered ; enriched_with: Excellent RULES of PRACTICE | Many Large and Exact TABLES of all Sorts of Coins, Weights,  Measures, &c. Ancient and Modern, in most Countries, reduced to our own | divers Etymologies, Symbols, Characters,  and Abbreviat"
abridgment_contraction_selection,Lisbon_1735,1735,Lisbon,PORTUGUESE,Theoretical Mathematics,"edition_details: ACRESCENTADOS COM TRÊS UTEIS ; action_verbs: ACRESCENTADOS COM TRÊS UTEIS ; enriched_with: o primeiro da Logística das Proporções | o segundo dos Theoremas selectos de Archimedes | o terceiro da Quadratriz de Dinostrato ; bound_with_minimal: Logística das Proporções | Theoremas selectos de Archimedes | Quadratriz de Dinostrato ; educational_authorities_references: Archimedes | Dinostrato ; elements_designation: ELEMENTOS DE GEOMETRIA PLANA, E SOLIDA, SEGUNDO A ORDEM DE EUCLIDES ; references_to_euclid: EUCLIDES"
abridgment_contraction_selection,bib-191,1649,London,ENGLISH,Arithmetic | Commercial Mathematics,"content_description: The first of Vulgar Arithmetick with easie Rules to worke all the first four parts of Arithmetick, in whole Numbers and Fractions | The second of Decimall Arithmetick, whereby all Fractionall Operations are wrought in wh ; edition_details: The First Edition ; action_verbs: added ; enriched_with: Tables of Interest exactly calculated at 10, 8, 7, and 6 per cent | The Reduction of Weights, Value of Leases and Annuities | The weight and value of English Gold | Rebate at 8 per cent"
abridgment_contraction_selection,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,"content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Reduction, and the Rule of Proportion in FIGURES.  The Second, "
abridgment_contraction_selection,bib-119,1646,Amsterdam,LATIN,Arithmetic | Military Engineering | Practical Geometry | Surveying,"content_description: Beneffens de Stock-rekenninghe ofte Rabdologia J. Nepperi, cortelick en duydelick | In het welcke Beneffens de Stockrekeninge ofte Rhabdologia I. Neperi, kortelijck ende duydelijck ’t gene den Land-meters ende Ingenieurs ; edition_details: nieu verrijckt met een nieuwe inventie | De tweede Editie ; action_verbs: verrijckt | gecorrigeert ; enriched_with: nieu verrijckt met een nieuwe inventie om alle ronde vatten hare wanhgheden af te pegelen ; educational_authorities_references: J. Nepperi | I. Neperi"
abridgment_contraction_selection,Paris_1624,1624,Paris,FRENCH,,"enriched_with: Ensemble les Definitions Theoremes & Maximes, d’Euclides, d’Archime- des, de Proclus, de Sacrobosco, & d’Aristote | Auec un abregé des reigles de la Geometrie, & des principales Ma- ximes & regles des Arts, de for- tifie ; bound_with_minimal: d’Euclides | d’Archimedes | de Proclus | de Sacrobosco | d’Aristote ; educational_authorities_references: d’Euclides | d’Archimedes | de Proclus | de Sacrobosco | d’Aristote ; references_to_euclid: d’Euclides"
abridgment_contraction_selection,bib-279,1696,London,ENGLISH,Arithmetic,"content_description: Wherein the Nature of Numbers absolutely abstract, generally and specially contract, with their Simple and Comparative Elements, are plainly declared, and fully handled ; edition_details: Surveighed and Reviewed ; action_verbs: Surveighed and Reviewed ; enriched_with: together with divers Etymologies, Symboles, Characters, and Abbreviations for Artificial Termes, Words, Names, and Denominations | Illustrated by sundry Tables, Diagrams, and very many Examples"
abridgment_contraction_selection,London_1747,1747,London,ENGLISH,Practical Geometry | Theoretical Mathematics,action_verbs: are added ; bound_with_minimal: ESSAY on the MAXIMA and MINIMA of Geometrical Quantities | Treatise of regular SOLIDS | MENSURATION of both SUPERFICIES and SOLIDS ; elements_designation: ELEMENTS OF Plane Geometry
abridgment_contraction_selection,Paris_1626,1626,Paris,FRENCH,Military Engineering | Theoretical Mathematics,"content_description: d’Euclides, d’Archimedes, de Proclus, de Sacrobosco, & d’Aristote ; bound_with_minimal: PARADOXES DE MEYNIER, CONTRE LES MATHEMATICIENS | ABREGE' DES Reigles de la Geometrie ; elements_designation: d’Euclides ; references_to_euclid: d’Euclides"
abridgment_contraction_selection,ustc-53,1646,Paris,FRENCH,Arithmetic | Commercial Mathematics | Surveying,"content_description: les Regles necessaires tant pour les Finances, que pour la Marchandife, auec vne Methode facile & familiere | Dans lequel les Tables necessaires pour cette faci- lité auec leur vfage, font comprises | Ensemble un Abrege  ; edition_details: Nouuellement augmenté d'vn traicté d'Arpentage ; action_verbs: CONTENANT | augmenté ; enriched_with: d'vn traicté d'Arpentage"
