classification_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
Rouen_1676,,1676,Rouen,FRENCH,Denis Henrion,Jean Lucas,8,2,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rouen_and_Paris_1677,,1677,"Rouen, Paris",FRENCH,Denis Henrion,Jean d’Houry,8,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rouen_and_Paris_1683,,1683,"Rouen, Paris",FRENCH,Denis Henrion,Laurent d’Houry,8,2,,,,,,Theoretical Mathematics,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
Rouen_and_Paris_1685,"Les quinze livres des Elemens geometriques d'Euclide; et son Livre des donnez avec des commentaires beaucoup plus amples & beaucoup plus faciles que dans les editions precedentes, et un Traité sommaire de l'algebre par le Sieur Henrion.",1685,"Rouen, Paris",FRENCH,Denis Henrion,J. JOMBERT,8,2,3142241,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
S105XB,Des circkels unnd richtscheyts auch der perspectiua und proportion der menschen und rosse kurtze doch gruendtliche underweisung deß rechten gebrauchs,1564,Frankfurt,GERMAN,Heinrich Lautensack,"Sigmund Feyerabend, Georg Rab, Heinrich Lautensack",2,1,634990,,True,Instrument Use | Perspective | Practical Geometry,,,3,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated
Seville_1576,Los seis libros primeros de la geometría de Euclides,1576,Seville,SPANISH,Rodorigo de Zamorano,Alonso de la Barrera,4,1,336161,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Siena_1691,,1691,Siena,LATIN,Elias Astorinus,Bonettos,12,1,-,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Strasbourg_1529,"Elementale geometricum, ex Euclidis geometria",1529,Strasbourg,LATIN,Johann Vögelin,,,1,710249,,True,,,Practical Geometry,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
Strasbourg_1538,ΕΥΚΛΕΙΔΟΥ ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙΧΕΙΩΝ ἐκ τῶν τοῦ ΘΕΩΝΟΣ συνουσιῶν τὸ πρῶτον,1538,Strasbourg,"GREEK, LATIN",Josias Rihel (?),Josias Rihel (?),4,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Strasbourg_1557,,1557,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Conradum Dasypodium,4,,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1559,ΕΥΚΛΕΙΔΟΥ ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙΧΕΙΩΝ ἐκ τῶν τοῦ Θέωνος συνουσιῶν τὸ πρῶτον,1559,Strasbourg,"GREEK, LATIN",,Josias Rihel,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Strasbourg_1564,Euclidis quindecim Elementorum Geometriae primum,1564,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Christian Mehl,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1564a,Euclides: Eukleidu Tōn Pente Kai Deka Stoicheiōn Ek Tōn Tu Theōnos synusiōn to deuteron,1564,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Konrad Dasypodius,8,1,,,,Theoretical Mathematics,Arithmetic,,1,1,0,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1564b,PROPOSITIOnes reliquorum Librorum Geometriæ Euclidis,1564,Strasbourg,LATIN,Conrad Dasypodius,Christian Mehl,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Strasbourg_1566,Analyseis geometricae sex librorum Euclidis,1566,Strasbourg,"GREEK, LATIN","Conrad Dasypodius, Christian Herlin",Josias Rihel,4,1,,The source of our facsi pdf is unknown (From De Risi drive),,,Theoretical Mathematics,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
Strasbourg_1570,EVCLIDIS ELEMENTorum Liber primus,1570,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Konrad Dasypodius,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1570a,,1570,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Christian Mehl,8,1,,,,Astronomy | Music Theory | Perspective,,,3,0,0,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated,unrelated,unrelated,unrelated
Strasbourg_1571,,1571,Strasbourg,LATIN,Conrad Dasypodius,,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1571a,,1571,Strasbourg,LATIN,Conrad Dasypodius,,8,1,,,,Theoretical Mathematics,Astronomy | Music Theory,,1,2,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1572,,1572,Strasbourg,LATIN,Conrad Dasypodius,Christian Mehl,8,,,,,Astronomy | Theoretical Mathematics,,,2,0,0,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1599,,1599,Strasbourg,LATIN,Conrad Dasypodius (?),Rihelij,8,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1625,,1625,Strasbourg,LATIN,Joseph Langi,,,,,,True,Arithmetic | Astronomy | Geography,,,3,0,0,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
T4DFPF,Euclidis megarensis mathematici clarissimi Elementorum geometricorum libri XV ,1558,Basel,LATIN,Marinus Neapolitanus,"Johannes Herwagen, Bernhard Brand",2,1,,,True,Theoretical Mathematics,Astronomy,,1,1,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
TDJC06,Opera Mathematica: V. Tomis distributa,1612,Mainz,LATIN,Christopher Clavius,"Johann Volmar, Johann Albin",,1,2536684,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
TJONV6,L'arithmetique ,1585,Paris,FRENCH,"Gemma Frisius, Lucas Tremblay, Pierre Forcadel","Guillaume Cavellat, Charles Roger, Jérôme de Marnef",8,1,23263,,True,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
TMVVZN,"Trattato dell'arte de la pittura, di Giovanni Paolo Lomazzo milanese pittore. Diviso in sette libri. Ne' quali si contiene tutta la theorica, & la prattica d'essa pittura",1584,Milan,ITALIAN,Giovanni Paolo Lomazzo,Paolo Gottardo Da Ponte,4,1,838474,,False,,,Practical Geometry,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
TTORPR,Elementale geometricum ex Euclidis geometria,1528,Vienna,LATIN,"Johannes Vögelin, Johann Alexander Brassicanus",Johann Singriener,4,1,649740,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
The_Hague_1690,,1690,The Hague,FRENCH,Jacques Rohault,Henry van Bulderen,12,3,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
The_Hague_1758,Elemens de geometrie contenant les six premiers livres d’Euclide,1758,The Hague,FRENCH,"A. Kuypers, Johann Samuel König",Henri Scheurleer,4,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Tours_1593,,1593,Tours,LATIN,François Viète,Jamet Mettayer,,,,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Turin_1671,,1671,Turin,LATIN,Guarino Guarini,,,,,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
UEIZFO,Arithmetique entiere et abregee ,1565,Paris,FRENCH,Pierre Forcadel,Charles Périer,4,1,19644,,True,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
UOH868,Perspectiva literaria. Das ist ein clerliche fuerreyssung wie man alle buchstaben des gantzen alphabets antiquitetischer oder roemischer schrifften auff mancherley art und stellung durch sondere kunstliche behende weys und weg so bißhero nit ans liecht kommen in die perspectif einer flachen ebnen bringen mag,1567,Nuremberg,GERMAN,Hans Lencker,Ulrich Neuber,2,1,683517,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
UQI2BV,"Elementa Geometrica : In Usum Geometriae Studiosorum ex variis Authoribus collecta , Per M. Eberhardum Welperum, Philo-Geometram : Cum Figuris [et] Schematismis, in 32. tabulis aeneis diligenter elaboratis, ob oculos positis",1620,Strasbourg,LATIN,Eberhard Welper,"Eberhard Welper, Jakob von der Heyden, Hollandus Findler, Johann Repp",4,1,2031601,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
UX662Y,"Optica, das ist Gründtliche doch Kurtze Anzeigung Wie nothwendig die Löbliche Kunst der Geometriae seye inn der Perspectiv : Sambt einem Nutzlichen Extract dreyerley Sorten und Wege darauff die Perspectiva zuverstehen und zugebrauchen ; Neben rühmlicher e",1616,Augsburg,GERMAN,Paul Pfinzing,"Stephan Michelspacher, David Franck",2,1,2004215,,,Perspective,Practical Geometry,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated,unrelated
Uppsala_1642,In geometriam Euclidis demonstrationum libri sex,1642,Uppsala,LATIN,Martinus Erici Gestrinius,Eschillus Matthiae,,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Uppsala_1741,Euclidis elementorum libri sex priores una cum undecimo et duodecimo,1741,Uppsala,LATIN,Samuel Klingenstierna,Höjer,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Uppsala_1744,"Euclidis Elementa eller Grundeliga inledning til geometrien, til riksens ungdoms tienst på swenska språket utgifwen",1744,Uppsala,SWEDISH,Mårten Strömer,Gottfried Kiesewetter,,1,-,snippets found at https://auctionet.com/sv/814060-euclidis-elementa-eller-grundeliga-inledning-til-geometrien/images,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Urbino_1575,De gli elementi d’Euclide libri quindici con gli scolii antichi,1575,Urbino,ITALIAN,"Federico Commandino, Valerio Spacciuoli",Domenico Frisolino,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Utrecht_n.d,De vijfthien boecken Euclides,,Utrecht,DUTCH,Nienrode,,8,,1012100,"The book gives no direct indication of its date of printing; it is sometimes catalogued c. 1615, sometimes c. 1630, but the evidence on which these conjectures are based is not clear. The introduction mentions the six-book version of Dou (1606) and the fteen-book version of van Schooten (1617) as well as the earlier Latin versions of Ramus, Proclus, Commandino, Peletarius and Clavius: thus it can be placed no earlier than 1617. It is perhaps unlikely to have been printed after the 1662 reimpression of the van Schooten edition. The only other published work of (this) Cornelis van Nienrode appears to be a work on the circle, Volkomen proportie des circkels diameter teghen synen ronden om-loop printed at Utrecht in 1628.",,Arithmetic | Theoretical Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
V3JZK3,"Unnderweissung der proportzion unnd stellung der possen, liegent unnd stehend ab gestolen wie man das vor augen sicht in dem puchlein fur die jungenu geselenn unnd jungen zu unntherrichtung die zu der kunst lieb thragenn und in denn truck gepracht.1538.",1538,Nuremberg,GERMAN,Erhard Schön,Christoph Zell,4,1,701822,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
VQDBOK,"Examen du livre des Recreations mathematiques [with the text] et de ses problémes en geometric, mechanique, optique, & catoptrique Par C. Mydorge. (La Seconde (-Troisiesme) partie des Recreations mathematiques, etc.-Nottes sur les Recreations mathema",1638,Paris,FRENCH,Claude Mydorge,Rolet Boutonné,8,1,6004199,,,Mechanics | Theoretical Mathematics,,Practical Geometry,2,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,primary,unrelated
VRHOHN,Œuvres de Philibert de l’Orme,1626,Paris,FRENCH,Philibert de l'Orme,Regnauld Chaudiere,,1,,,,Architecture,Construction | Instrument Use | Practical Geometry,,1,3,0,primary,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
VT5JVX,La prospettiva pratica,1645,Venice,ITALIAN,Bernardino Contino,,,1,4018235,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
VWMZ7L,"De arithmetica, musica, geometria et Proclus de sphaera",1557,Paris,LATIN,Elie Vinet,Guillaume Cavellat,8,1,152233,,True,Arithmetic | Astronomy | Music Theory | Theoretical Mathematics,,Practical Geometry,4,0,1,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unknown,unrelated,primary,unrelated
Valencia_1569,Elementa Arithmeticae ac Geometriae,1569,Valencia,LATIN,Pedro Monçón,,,1,,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Valencia_1673,,1673,Valencia,LATIN,José Zaragoza,,,,,,False,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1482,"Preclarissimus liber elementorum Euclidis perspicacissimi, in artem geometrie incipit quam foelicissime",1482,Venice,LATIN,Erhard Ratdolt,Erhard Ratdolt,2,1,,Erhard Rathold edited the Campano da Novara edition and published it.,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1491,Opera,1491,Venice,LATIN,,Giovanni and Gregorio De Gregori,2,2,996750,"We don't have the title page, and from the wording of the title we do have, I suspect there is no title page
The EiP title is: ""
[Part 1]: Haec sunt opera Boetii: quae in hoc volumine continentur.
[Part 2]: Incipit tabula super libris Boetij de consolatione philo-sophiae secundum ordinem alphabeti.
""",True,,,Practical Geometry,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
Venice_1498,,1498,Venice,LATIN,Giorgio Valla,,2,3,,rendering doesn't work LIRI,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1498a,,1498,Venice,LATIN,Giorgio Valla,Simon Papiensem,2,3,,,True,Theoretical Mathematics,Astronomy | Instrument Use | Music Theory,,1,3,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1505,Euclidis megarensis philosophi platonici mathematicarum disciplinarum Ianitoris,1505,Venice,LATIN,Bartolomeo Zamberti,Giovanni Tacuino,2,1,,,,Theoretical Mathematics,Astronomy,,1,1,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1509,Euclidis megarensis philosophi acutissimi mathematicorumque omnium sine controversia principis opera,1509,Venice,LATIN,Luca Pacioli,Paganino,2,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Venice_1565,"Euclide Megarense philosopho, solo introduttore delle scientie mathematice",1565,Venice,LATIN,Niccolò Tartaglia,Curtio Troiano,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1569,"Euclide megarense acutissimo philosopho, solo introduttore delle scientie mathematice",1569,Venice,LATIN,Niccolò Tartaglia,Giovanni Bariletto,8,1,,,,,Mechanics,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Venice_1575,Opuscula mathematica,1575,Venice,LATIN,Francesco Maurolico,Francesco de Franceschi,4,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1603,,1603,Venice,LATIN,Antonio Possevino,Altobello Salicato,2,,,,,Theoretical Mathematics,,Music Theory,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1641,,1641,Venice,LATIN,Caterino Doino,,12,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1647,,1647,Venice,LATIN,Caterino Doino,,8,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Vicenza_1491,,1491,Vicenza,LATIN,Leonardo Achati,,2,1,-,"We don't have the title page, and from the wording of the title we do have, I suspect there is no title page� The EiP title is: Preclarissimus liber elementorum Euclidis perspicacissimi: in artem Geometrie incipit quamfœlicissime:",,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Vienna_1694,Teutsch-Redender Euclides,1694,Vienna,GERMAN,Anton Ernst Burckhard von Pirckenstein,Philipp Fievets,4,1,-,Author's name: PIRCKENSTEIN (or BIRCKENSTEIN).,,Practical Geometry | Theoretical Mathematics,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated
WHEESV,Perspectiuae libri sex,1600,Pesaro,LATIN,Guidobaldo Del Monte,Girolamo Concordia,2,1,826168,,True,Perspective,,Architecture | Instrument Use | Practical Geometry,1,0,3,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated,unrelated
WNYVAP,"Tables des sinus, tangentes, & secantes",1629,The Hague,FRENCH,Albert Girard,Jacob Elzevier,12,1,1030928,,,Trigonometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary
WOQG2Q,Fortification ou architecture militaire,1627,Amsterdam,FRENCH,"Samuel Marolois, Albert Girard",Johannes Janssonius,,1,1549284,,,Architecture | Military Engineering,,,2,0,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
WWE4ON,Arithmeticae theoria et praxis,1656,Leuven,LATIN,André Tacquet,Cyprian Conesteyn,8,1,1550212,,,Arithmetic | Theoretical Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Wittenberg_1564,Arithmetices Euclideae,1564,Wittenberg,"GREEK, LATIN",Joannes Sthen,,8,1,,,,Arithmetic,Theoretical Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
Wittenberg_1609,Euclidis elementorum libri XIII,1609,Wittenberg,LATIN,Ambrosius Rhode,Paul Helwig,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
