portfolio_category,portfolio_kind,name,total_representative_cases,metadata_elements_cases,non_elements_cases,elements_share_pct,cities,languages_first,formats,periods,elements_bookgroups,primary_subject_families,elements_keys,non_elements_keys,elements_only_claims,non_elements_only_claims,shared_claims,elements_only_social,non_elements_only_social,shared_social,claim_method_demonstration_order_elements_pct,claim_method_demonstration_order_non_elements_pct,claim_accessibility_clarity_pedagogy_elements_pct,claim_accessibility_clarity_pedagogy_non_elements_pct,claim_utility_practice_application_elements_pct,claim_utility_practice_application_non_elements_pct,claim_correction_revision_accuracy_elements_pct,claim_correction_revision_accuracy_non_elements_pct,claim_augmentation_enrichment_composition_elements_pct,claim_augmentation_enrichment_composition_non_elements_pct,claim_translation_vernacularization_transfer_elements_pct,claim_translation_vernacularization_transfer_non_elements_pct,claim_ancient_authority_restoration_elements_pct,claim_ancient_authority_restoration_non_elements_pct,claim_visual_material_aids_elements_pct,claim_visual_material_aids_non_elements_pct,claim_selection_extraction_abridgment_elements_pct,claim_selection_extraction_abridgment_non_elements_pct,pedagogical_school_arena_elements_pct,pedagogical_school_arena_non_elements_pct,court_state_service_arena_elements_pct,court_state_service_arena_non_elements_pct,military_fortification_arena_elements_pct,military_fortification_arena_non_elements_pct,professional_practical_arena_elements_pct,professional_practical_arena_non_elements_pct,religious_institutional_arena_elements_pct,religious_institutional_arena_non_elements_pct,learned_scholarly_arena_elements_pct,learned_scholarly_arena_non_elements_pct,general_public_lovers_arena_elements_pct,general_public_lovers_arena_non_elements_pct,patronage_prestige_arena_elements_pct,patronage_prestige_arena_non_elements_pct,no_visible_social_arena_elements_pct,no_visible_social_arena_non_elements_pct,sparse_canonical_identity_elements_pct,sparse_canonical_identity_non_elements_pct,procedural_pedagogical_identity_elements_pct,procedural_pedagogical_identity_non_elements_pct,composite_workshop_book_elements_pct,composite_workshop_book_non_elements_pct,utility_public_book_elements_pct,utility_public_book_non_elements_pct,humanist_transfer_book_elements_pct,humanist_transfer_book_non_elements_pct,method_access_book_elements_pct,method_access_book_non_elements_pct
small_crossover,split_person,Luca Pacioli,2,1,1,50.0,Venice,LATIN,2,pre-1550,1-15,Geometry/Theory | Arithmetic/Commerce | No primary family,Venice_1509,bib-14,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_visual_material_aids,,,religious_institutional_arena,no_visible_social_arena,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small_crossover,split_person,Lucas Brunn,2,1,1,50.0,"Nuremberg | Nuremberg, Leipzig",GERMAN,2 | 4,1600-1649,1-15,Geometry/Theory | Visual/Spatial Arts,Nuremberg_1625,Z26G13,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_utility_practice_application,,,learned_scholarly_arena,no_visible_social_arena,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
elements_only_low_count,split_person,Matteo Ricci,2,2,0,100.0,Beijing,CHINESE,,1600-1649,1–6,Geometry/Theory | No primary family,Beijing_1607 | Beijing_1629,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
small_crossover,split_person,Pedro Ciruelo,2,1,1,50.0,Alcala | Paris,LATIN,2 | 4,pre-1550,,Arithmetic/Commerce | Cosmos/Earth | Music | No primary family,70Q8M8,N000JX,,,,no_visible_social_arena,learned_scholarly_arena; religious_institutional_arena,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small_crossover,split_person,Philipp Melanchthon,2,1,1,50.0,Basel | Leipzig,LATIN,8,1550-1599 | pre-1550,,Geometry/Theory | No primary family,4ZSED7,Basel_1546b,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,,,,no_visible_social_arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
elements_only_low_count,split_person,Pierre de Montdoré,2,2,0,100.0,Paris,LATIN,4,1550-1599,10,Geometry/Theory,Paris_1551a | Paris_1552,,claim_ancient_authority_restoration,,,patronage_prestige_arena; religious_institutional_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
small_crossover,split_person,Pietro Antonio Cataldi,2,1,1,50.0,Bologna,ITALIAN,,1600-1649,1-6,Geometry/Theory,8DP4C1,Bologna_1620,,,claim_ancient_authority_restoration,,,no_visible_social_arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elements_only_low_count,split_person,Pietro Paolo Caravaggi,2,2,0,100.0,Milan,ITALIAN,12 | 6,1650-1699 | 1700+,1–6,Geometry/Theory | No primary family,Milan_1671 | Milan_1702,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Reeve Williams,2,2,0,100.0,London,ENGLISH,12,1650-1699 | 1700+,"1–6, 11–12",No primary family,London_1685a | London_1703,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_correction_revision_accuracy; claim_method_demonstration_order; claim_visual_material_aids,,,religious_institutional_arena,,,100.0,,100.0,,0.0,,100.0,,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,100.0,
small_crossover,split_person,Robert Recorde,2,1,1,50.0,London,ENGLISH,4,1550-1599,,Geometry/Theory | Instruments/Measurement | Geometry/Theory | Instruments/Measurement | Cosmos/Earth,FA6MQ0,bib-131,,,,,,no_visible_social_arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elements_only_low_count,split_person,Robert Simson,2,2,0,100.0,Glasgow,ENGLISH | LATIN,4,1700+,"1-6 | 1-6, 11-12",Geometry/Theory | No primary family,Glasgow_1756 | QX7XH4,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_correction_revision_accuracy; claim_method_demonstration_order; claim_selection_extraction_abridgment; claim_translation_vernacularization_transfer,,,learned_scholarly_arena; pedagogical_school_arena,,,50.0,,0.0,,0.0,,50.0,,50.0,,50.0,,100.0,,0.0,,50.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,50.0,,0.0,,50.0,,0.0,
elements_only_low_count,split_person,Samuel Reyher,2,2,0,100.0,"Hamburg, Leipzig | Kiel, Leipzig",GERMAN,4,1650-1699,1–6,Geometry/Theory | No primary family,Kiel_Hamburg_and_Leipzig_1697 | Kiel_and_Leipzig_1699,,claim_ancient_authority_restoration,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Sebastian Curtius,2,2,0,100.0,Amsterdam,GERMAN,4 | 8,1600-1649,1-6 | 1–6,Geometry/Theory | No primary family,Amsterdam_1618 | Amsterdam_1634,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_visual_material_aids,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,50.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,50.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Sebastián Fernández de Medrano,2,2,0,100.0,Brussels,SPANISH,8,1650-1699 | 1700+,"1–6, 11–12",Geometry/Theory,Brussels_1688 | Brussels_1701,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_utility_practice_application,,,learned_scholarly_arena; military_fortification_arena; patronage_prestige_arena; pedagogical_school_arena,,,50.0,,50.0,,50.0,,0.0,,50.0,,0.0,,100.0,,0.0,,0.0,,50.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,50.0,,0.0,,0.0,,100.0,,50.0,,50.0,,0.0,,0.0,
small_crossover,split_person,Thomas Rudd,2,1,1,50.0,London,ENGLISH,4,1650-1699,1–6,Geometry/Theory | Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,London_1651,bib-133,claim_ancient_authority_restoration,claim_utility_practice_application; claim_visual_material_aids,claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_selection_extraction_abridgment,military_fortification_arena,learned_scholarly_arena; pedagogical_school_arena,court_state_service_arena; professional_practical_arena,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
elements_only_low_count,split_person,Thomas Simpson,2,2,0,100.0,London,ENGLISH,8,1700+,1-6,Geometry/Theory,6XTAVU | London_1747,,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_selection_extraction_abridgment,,,court_state_service_arena; learned_scholarly_arena; pedagogical_school_arena,,,0.0,,50.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,50.0,,100.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,50.0,,50.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Valerio Spacciuoli,2,2,0,100.0,Pesaro | Urbino,ITALIAN | LATIN,2,1550-1599 | 1600-1649,1-15 | 1–15,Geometry/Theory,Pesaro_1619 | Urbino_1575,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_translation_vernacularization_transfer; claim_visual_material_aids,,,no_visible_social_arena; patronage_prestige_arena,,,50.0,,0.0,,0.0,,0.0,,100.0,,100.0,,100.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,50.0,,50.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,
small_crossover,split_person,Wilhelm Xylander,2,1,1,50.0,Basel | Heidelberg,GERMAN | LATIN,2 | 8,1550-1599,1-6,Geometry/Theory | Geometry/Theory | Arithmetic/Commerce | Music,Basel_1562,YUHFFF,claim_ancient_authority_restoration; claim_visual_material_aids,,,,,no_visible_social_arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elements_only_low_count,split_person,Xu Guangqi,2,2,0,100.0,Beijing,CHINESE,,1600-1649,1–6,Geometry/Theory | No primary family,Beijing_1607 | Beijing_1629,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,A. Kuypers,1,1,0,100.0,The Hague,FRENCH,4,1700+,"1-6, 11-12",Geometry/Theory,The_Hague_1758,,claim_ancient_authority_restoration; claim_method_demonstration_order; claim_selection_extraction_abridgment,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Abbé Deidier,1,1,0,100.0,Paris,FRENCH,2,1700+,,Geometry/Theory,Paris_1739,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_utility_practice_application,,,no_visible_social_arena,,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Abraham Gotthelf Kästner,1,1,0,100.0,Göttingen,GERMAN,,1700+,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts,BQ96WF,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Abraham Rundbäck,1,1,0,100.0,Lund,SWEDISH,,1700+,7-10,Geometry/Theory,Lund_1855,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Adrien-Marie Legendre,1,1,0,100.0,Paris,FRENCH,,1700+,1-8,Geometry/Theory,KVSFF1,,claim_augmentation_enrichment_composition; claim_correction_revision_accuracy,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Amatus Varcin,1,1,0,100.0,Lyon,LATIN,4,1650-1699,1–14,Geometry/Theory | Arithmetic/Commerce,Lyon_1690,,claim_ancient_authority_restoration,,,learned_scholarly_arena; religious_institutional_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Ambrosius Lacher,1,1,0,100.0,Frankfurt,LATIN,4,pre-1550,1–4,No primary family,Frankfurt_1506,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Angelo Marchetti,1,1,0,100.0,Livorno,LATIN,4,1700+,1-6,Geometry/Theory,Livorno_1709,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,learned_scholarly_arena; pedagogical_school_arena; professional_practical_arena,,,100.0,,100.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,
elements_only_low_count,split_person,Antoine Arnauld,1,1,0,100.0,Paris,FRENCH,4,1650-1699,1-15,Geometry/Theory,Paris_1667,,claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Antonio de Nájera,1,1,0,100.0,Madrid,SPANISH,2,1650-1699,"5, 7",Geometry/Theory | Visual/Spatial Arts,Madrid_1665,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer; claim_utility_practice_application,,,patronage_prestige_arena; professional_practical_arena,,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,
elements_only_low_count,split_person,Christian Melder,1,1,0,100.0,"Leiden, Amsterdam",LATIN,6,1650-1699,1–6,Geometry/Theory,Leiden_and_Amsterdam_1673,,claim_ancient_authority_restoration; claim_correction_revision_accuracy,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Christoph Meurer,1,1,0,100.0,Leipzig,LATIN,8,1600-1649,,Geometry/Theory,Leipzig_1607,,claim_ancient_authority_restoration,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Claas Janszen Vooght,1,1,0,100.0,Amsterdam,DUTCH,4,1650-1699,1–16,Geometry/Theory,Amsterdam_1695,,claim_ancient_authority_restoration; claim_method_demonstration_order,,,learned_scholarly_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Claude Clerselier,1,1,0,100.0,Paris,FRENCH,4,1650-1699,1-6,No primary family,Paris_1682a,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Claude Richard,1,1,0,100.0,Antwerp,LATIN,2,1600-1649,1-16,Geometry/Theory,Antwerp_1645,,claim_ancient_authority_restoration; claim_method_demonstration_order; claim_visual_material_aids,,,learned_scholarly_arena; pedagogical_school_arena; religious_institutional_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Conrad Dasypodius (?),1,1,0,100.0,Strasbourg,LATIN,8,1550-1599,1 (enunciations),Geometry/Theory,Strasbourg_1599,,claim_ancient_authority_restoration,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,D. Joanni Franciso Polo,1,1,0,100.0,Bologna,LATIN,8,1650-1699,1–6,Geometry/Theory,Bologna_1684,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_selection_extraction_abridgment,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,David Gregory,1,1,0,100.0,Oxford,LATIN,2,1700+,1-15,Geometry/Theory,Oxford_1703,,claim_ancient_authority_restoration,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Edmund Scarburgh,1,1,0,100.0,Oxford,ENGLISH,2,1700+,1-6,Geometry/Theory,Oxford_1705,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_selection_extraction_abridgment; claim_translation_vernacularization_transfer; claim_utility_practice_application,,,court_state_service_arena; patronage_prestige_arena,,,0.0,,100.0,,100.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Florimond du Puy,1,1,0,100.0,Paris,LATIN,2,1600-1649,10,Geometry/Theory,Paris_1612,,claim_ancient_authority_restoration; claim_correction_revision_accuracy; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,François Peyrard,1,1,0,100.0,Paris,LATIN,4,1700+,1-7,Geometry/Theory,Paris_1814,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,court_state_service_arena; patronage_prestige_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Georg Joachim Rhäticus,1,1,0,100.0,Leipzig,LATIN,8,pre-1550,1-6,No primary family,Leipzig_1549,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,George Serle,1,1,0,100.0,London,ENGLISH,2,1650-1699,1–16,Geometry/Theory,London_1661,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Gilles François Gottignies,1,1,0,100.0,Rome,LATIN,12,1650-1699,,No primary family,ZQA6JR,,,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Guido Grandi,1,1,0,100.0,Florence,ITALIAN,,1700+,"1-6, 11-13",Geometry/Theory,RSEIPO,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_selection_extraction_abridgment; claim_visual_material_aids,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Heinrich Menge,1,1,0,100.0,Leipzig,GREEK,,1700+,1-13,Geometry/Theory,Leipzig_1883,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Henry Billingsley,1,1,0,100.0,London,ENGLISH,2,1550-1599,1-16,No primary family,London_1570,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Henry Briggs,1,1,0,100.0,London,GREEK,2,1600-1649,1-6,No primary family,London_1620,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Henry Hill,1,1,0,100.0,London,ENGLISH,,1700+,"1-6, 11-12",No primary family,473J72,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_method_demonstration_order; claim_selection_extraction_abridgment,,,no_visible_social_arena,,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,
