subject_family,value,classification_key,year,city,language,primary_classes,evidence
Visual/Spatial Arts,restoration_ancient_authority,London_1700,1700,London,ENGLISH,Construction | Practical Geometry | Surveying,content_description: with their Application to several of the most useful parts of the Mathematicks ; action_verbs: Subjoin’d
Visual/Spatial Arts,community_professional,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Visual/Spatial Arts,community_professional,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Visual/Spatial Arts,community_professional,ustc-18,1613,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE ; content_description: Auquel eft traité De l'Arithmetique militaire; con£lru£Hon des tables des Sinus, Tou- chantes & Coupantes; Doctrine des Triangles Rectilignes ; prati- que de diuers Problermes Geom ; edition_details: PREMIER VOLVME ; action_verbs: RECVEILLIS | DRESSEZ ; enriched_with: feruans d'explication & augmentation ; educational_authorities_references: Mon- fieur Errard"
Visual/Spatial Arts,community_professional,bib-99,1697,Nuremberg,GERMAN,Architecture | Construction | Military Engineering | Practical Geometry | Surveying | Theoretical Mathematics,audience: jedermanns ; action_verbs: aufgesetzt | zusammen getragen ; enriched_with: mit gehörigen Figuren
Visual/Spatial Arts,community_professional,bib-273,1685,Amsterdam,FRENCH,Construction | Military Engineering,edition_details: Dernière Edition ; action_verbs: enrichi de plus de quatre cens Planches gravées en Taille-douce ; enriched_with: plus de quatre cens Planches gravées en Taille-douce ; institutions: la petite Ecurie de Sa Majesté
Instruments/Measurement,clarity_ease,bib-119,1646,Amsterdam,LATIN,Arithmetic | Military Engineering | Practical Geometry | Surveying,"audience: den Landmeters en Ingenieurs | den Land-meters ende Ingenieurs | den Leser ; content_description: Beneffens de Stock-rekenninghe ofte Rabdologia J. Nepperi, cortelick en duydelick | In het welcke Beneffens de Stockrekeninge ofte Rhabdologia I. Neperi, kortelijck ende duydelijck ; edition_details: nieu verrijckt met een nieuwe inventie | De tweede Editie ; action_verbs: verrijckt | gecorrigeert ; enriched_with: nieu verrijckt met een nieuwe inventie om alle ronde vatten hare wanhgheden af te pegelen ; educational_authorities_references: J. Nepperi | I. Neperi"
Instruments/Measurement,clarity_ease,ustc-10,1626,Paris,FRENCH,Instrument Use | Practical Geometry,audience: pour tous curieux des Mathematiques ; content_description: REDVITE EN VNE FACILE ET BRIEFVE pratique ; edition_details: enrichy de huict diuisions par dessus le com- mun & ordinaire | composé en Italien par Michel Connette | Traduit en François ; action_verbs: enrichy | composé | Traduit ; enriched_with: enrichy de huict diuisions ; educational_authorities_references: Fabrice Mordente | Alexandre Farnese ; origin_language: en Italien ; destination_language: en François
Instruments/Measurement,clarity_ease,bib-192,1722,London,ENGLISH,Surveying,"content_description: Or, the WHOLE ART of SURVEYING OF LAND, BY A New INSTRUMENT lately invented; As also by the Plain Table, Circumferentor, the Theodolite as now improv’d, or by the Chain only ; edition_details: The Whole Altered and Amended, and Two entire Books added by the AUTHOR long before his Death | THE FIFTH EDITION, in IX BOOKS ; action_verbs: Altered | Amended | added | examin’d | Added ; enriched_with: Two entire Books added | APPENDIX Added to the Whole, Consisting of Practical Observations in Land Surveying"
Instruments/Measurement,clarity_ease,bib-235,1702,London,ENGLISH,Astronomy | Instrument Use | Navigation | Theoretical Mathematics | Trigonometry,"content_description: and it’s Application to Plain, Mercator’s and Middle-Latitude Sailing ; enriched_with: New Tables of the Sun’s Declination"
Instruments/Measurement,clarity_ease,MorisS-28-1,1631,Brussels,FRENCH,Instrument Construction | Instrument Use | Practical Geometry | Trigonometry,"action_verbs: LA CONSTRVCTION | L’VSAGE | Composé ; enriched_with: Construction de la Table des sinus, de minute en minutes successiue- ment par vn seul maxime | Abregé desdictes tables en vne petite demye page auec son vsage | methode de trouuer "
Instruments/Measurement,utility_use,bib-187,1615,Leiden,DUTCH,Commercial Mathematics | Practical Geometry | Surveying | Trigonometry,"audience: voor de Land-meters ; content_description: Daer in gheleert werdt te vinden  den naesten proportie des Circkels-Diameters teghen sijn om-  loop / daer door alle Circkels (met alle Figuren / ofte Lijnen met com-  munen hoeke ; edition_details: Twee­de Editie | Van nieuws oversien / ende van alle de voor-gaende fauten verbeteret / ende aen-ghevuld vermeerdert met by-voeghselen ; action_verbs: gecor- rigieerde | oversien | verbeteret | verbetert | vermeerdert | by-voeghselen | ghehouden | uyt-ghegeven | beschreven | ghebracht | gheproeft ; enriched_with: met het ghebruyck van dien, hoogh-noodigh voor de Land-meters | Met veel andere konstighe stucken, dierghelijcke noyt in druck uyt-ghegeven | Met noch seer hantvvoedige dingen | No"
Instruments/Measurement,utility_use,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,"content_description: A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astron ; edition_details: Written first in Greeke and Latin, lately compil’d in French, by Henry Van Etten, and now in English, with the Examinations and Augmentations of divers Modern Mathematicians ; action_verbs: extracted | compil’d | added | Invented | written ; enriched_with: the Examinations and Augmentations of divers Modern Mathematicians | the Description and Use of the Generall Horologicall Ring | The Double Horizontall Diall ; origin_language: Greeke | Latin | French ; destination_language: now in English"
Instruments/Measurement,utility_use,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Reduction, and the Rule"
Instruments/Measurement,utility_use,bib-135,1667,Nuremberg,GERMAN,Practical Geometry | Surveying,"audience: Allen Professionen, und insonderheit der Geometriæ Liebhabern ; content_description: Im I. Aus rechtem Fundament gewiesen wird; wie man in der Geometria, auf dem Papyr und Lande, mit denen dazu gehörigen Instrumenten, ja zur Noth ohne die- selben, verfahren und pra ; action_verbs: gegeben | vermehrt ; enriched_with: mit vielen nütz- lichen Additionen und neuen Figuren ; educational_authorities_references: M. Johannis Pratorii | Camillæ Ravertræ"
Instruments/Measurement,utility_use,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Instruments/Measurement,correction_revision,bib-187,1615,Leiden,DUTCH,Commercial Mathematics | Practical Geometry | Surveying | Trigonometry,"audience: voor de Land-meters ; content_description: Daer in gheleert werdt te vinden  den naesten proportie des Circkels-Diameters teghen sijn om-  loop / daer door alle Circkels (met alle Figuren / ofte Lijnen met com-  munen hoeke ; edition_details: Twee­de Editie | Van nieuws oversien / ende van alle de voor-gaende fauten verbeteret / ende aen-ghevuld vermeerdert met by-voeghselen ; action_verbs: gecor- rigieerde | oversien | verbeteret | verbetert | vermeerdert | by-voeghselen | ghehouden | uyt-ghegeven | beschreven | ghebracht | gheproeft ; enriched_with: met het ghebruyck van dien, hoogh-noodigh voor de Land-meters | Met veel andere konstighe stucken, dierghelijcke noyt in druck uyt-ghegeven | Met noch seer hantvvoedige dingen | No"
Instruments/Measurement,correction_revision,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Instruments/Measurement,correction_revision,bib-237,1673,London,ENGLISH,Instrument Use | Trigonometry,"content_description: the Description and Use of the Sector, Cross-staff, Bow, Quadrant, And other Instruments ; edition_details: The Fifth Edition, Diligently Corrected, and divers necessary Things and Matters (pertinent thereunto) added ; action_verbs: Containing | added by | added | Diligently Corrected | furnished ; enriched_with: some Questions in Navigation added | The Description and Use of another Sector and Quadrant | divers necessary Things and Matters (pertinent thereunto) added ; educational_authorities_references: Mr. Henry Bond | Mr. Sam. Foster | Mr. Gunter ; institutions: Gresham Colledge"
Instruments/Measurement,correction_revision,bib-192,1722,London,ENGLISH,Surveying,"content_description: Or, the WHOLE ART of SURVEYING OF LAND, BY A New INSTRUMENT lately invented; As also by the Plain Table, Circumferentor, the Theodolite as now improv’d, or by the Chain only ; edition_details: The Whole Altered and Amended, and Two entire Books added by the AUTHOR long before his Death | THE FIFTH EDITION, in IX BOOKS ; action_verbs: Altered | Amended | added | examin’d | Added ; enriched_with: Two entire Books added | APPENDIX Added to the Whole, Consisting of Practical Observations in Land Surveying"
Instruments/Measurement,correction_revision,bib-10,1570,Paris,FRENCH,Instrument Use | Practical Geometry,"content_description: en laquelle est comprins l’vſage du Quarré Geometrique, & de pluſieurs autres inſtrumens ſeruans à meſ me effect: Enſemble la maniere de bien meſu rer toutes ſortes de plans & quan ; edition_details: Reueuë & traduicte par Pierre Forcadel, le cteur du Roy és Mathematiques ; action_verbs: Reueuë | traduicte ; enriched_with: Auec les figures & demonſtrations"
Instruments/Measurement,novelty_invention,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,"content_description: A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astron ; edition_details: Written first in Greeke and Latin, lately compil’d in French, by Henry Van Etten, and now in English, with the Examinations and Augmentations of divers Modern Mathematicians ; action_verbs: extracted | compil’d | added | Invented | written ; enriched_with: the Examinations and Augmentations of divers Modern Mathematicians | the Description and Use of the Generall Horologicall Ring | The Double Horizontall Diall ; origin_language: Greeke | Latin | French ; destination_language: now in English"
Instruments/Measurement,novelty_invention,bib-192,1722,London,ENGLISH,Surveying,"content_description: Or, the WHOLE ART of SURVEYING OF LAND, BY A New INSTRUMENT lately invented; As also by the Plain Table, Circumferentor, the Theodolite as now improv’d, or by the Chain only ; edition_details: The Whole Altered and Amended, and Two entire Books added by the AUTHOR long before his Death | THE FIFTH EDITION, in IX BOOKS ; action_verbs: Altered | Amended | added | examin’d | Added ; enriched_with: Two entire Books added | APPENDIX Added to the Whole, Consisting of Practical Observations in Land Surveying"
Instruments/Measurement,novelty_invention,bib-235,1702,London,ENGLISH,Astronomy | Instrument Use | Navigation | Theoretical Mathematics | Trigonometry,"content_description: and it’s Application to Plain, Mercator’s and Middle-Latitude Sailing ; enriched_with: New Tables of the Sun’s Declination"
Instruments/Measurement,novelty_invention,bib-257,1694,London,ENGLISH,Arithmetic | Astronomy | Gnomonics & Horology | Mechanics,"audience: Youth (in this Age ; action_verbs: Published | Annex ; enriched_with: a New Series for the speedy Extraction of Roots, and a Converging Series for all manner of affected Equations ; institutions: Mathematick School in Adam’s Court"
Instruments/Measurement,novelty_invention,bib-80,1691,Paris,FRENCH,Practical Geometry | Surveying,"audience: à tous Architectes, Ingenieurs, Maçons, Arpenteurs, Taugeurs, & autres Geometres ; edition_details: NOUVELLE EDITION, Augmentée de plusieurs Notes, & d’un Traité de l’Arithmetique par Geometrie ; action_verbs: Augmentée ; enriched_with: plusieurs Notes | un Traité de l’Arithmetique"
Instruments/Measurement,translation_language,ustc-10,1626,Paris,FRENCH,Instrument Use | Practical Geometry,audience: pour tous curieux des Mathematiques ; content_description: REDVITE EN VNE FACILE ET BRIEFVE pratique ; edition_details: enrichy de huict diuisions par dessus le com- mun & ordinaire | composé en Italien par Michel Connette | Traduit en François ; action_verbs: enrichy | composé | Traduit ; enriched_with: enrichy de huict diuisions ; educational_authorities_references: Fabrice Mordente | Alexandre Farnese ; origin_language: en Italien ; destination_language: en François
Instruments/Measurement,demonstration_method,bib-187,1615,Leiden,DUTCH,Commercial Mathematics | Practical Geometry | Surveying | Trigonometry,"audience: voor de Land-meters ; content_description: Daer in gheleert werdt te vinden  den naesten proportie des Circkels-Diameters teghen sijn om-  loop / daer door alle Circkels (met alle Figuren / ofte Lijnen met com-  munen hoeke ; edition_details: Twee­de Editie | Van nieuws oversien / ende van alle de voor-gaende fauten verbeteret / ende aen-ghevuld vermeerdert met by-voeghselen ; action_verbs: gecor- rigieerde | oversien | verbeteret | verbetert | vermeerdert | by-voeghselen | ghehouden | uyt-ghegeven | beschreven | ghebracht | gheproeft ; enriched_with: met het ghebruyck van dien, hoogh-noodigh voor de Land-meters | Met veel andere konstighe stucken, dierghelijcke noyt in druck uyt-ghegeven | Met noch seer hantvvoedige dingen | No"
Instruments/Measurement,demonstration_method,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Reduction, and the Rule"
Instruments/Measurement,demonstration_method,bib-135,1667,Nuremberg,GERMAN,Practical Geometry | Surveying,"audience: Allen Professionen, und insonderheit der Geometriæ Liebhabern ; content_description: Im I. Aus rechtem Fundament gewiesen wird; wie man in der Geometria, auf dem Papyr und Lande, mit denen dazu gehörigen Instrumenten, ja zur Noth ohne die- selben, verfahren und pra ; action_verbs: gegeben | vermehrt ; enriched_with: mit vielen nütz- lichen Additionen und neuen Figuren ; educational_authorities_references: M. Johannis Pratorii | Camillæ Ravertræ"
Instruments/Measurement,demonstration_method,5YK5ZF,1648,Rome,LATIN,Gnomonics & Horology | Perspective | Practical Geometry,"content_description: In quibus Gnomonices antiqui fines latiùs protenduntur: traditurque ratio, & delineatio Geometrica expeditissima non solùm communium, quae radio directo vel vmbra pariter directa;  ; action_verbs: traditurque ; institutions: Ordinis Minimorum | Regio nationis Gallicanae Romano SS. Trinitatis montis Pincij Coenobio Sacrae Theologiae"
Instruments/Measurement,demonstration_method,bib-99,1697,Nuremberg,GERMAN,Architecture | Construction | Military Engineering | Practical Geometry | Surveying | Theoretical Mathematics,audience: jedermanns ; action_verbs: aufgesetzt | zusammen getragen ; enriched_with: mit gehörigen Figuren
Instruments/Measurement,enrichment_addition,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,"content_description: A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astron ; edition_details: Written first in Greeke and Latin, lately compil’d in French, by Henry Van Etten, and now in English, with the Examinations and Augmentations of divers Modern Mathematicians ; action_verbs: extracted | compil’d | added | Invented | written ; enriched_with: the Examinations and Augmentations of divers Modern Mathematicians | the Description and Use of the Generall Horologicall Ring | The Double Horizontall Diall ; origin_language: Greeke | Latin | French ; destination_language: now in English"
Instruments/Measurement,enrichment_addition,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Reduction, and the Rule"
Instruments/Measurement,enrichment_addition,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Instruments/Measurement,enrichment_addition,London_1700,1700,London,ENGLISH,Construction | Practical Geometry | Surveying,content_description: with their Application to several of the most useful parts of the Mathematicks ; action_verbs: Subjoin’d
Instruments/Measurement,enrichment_addition,bib-50,1570,Basel,LATIN,Instrument Construction | Instrument Use | Practical Geometry,"content_description: vt ad omnis generis dimensiones inue stigandas, & regiones describendas utilissi mum simul & facillimum esse queat ; edition_details: Olim ab Abele Fullonio apud Henricum I I. Galliæ regem inuento | nunc verò Io. Nicol. Stupani Philosophi & Medici opera, sermone la tino ita explicato ; action_verbs: explicato | Accessit ; enriched_with: sermone latino ita explicato ; educational_authorities_references: Abele Fullonio | Federici Delphini ; origin_language: latino ; institutions: Patavinos Mathematici"
Instruments/Measurement,restoration_ancient_authority,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,"content_description: A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astron ; edition_details: Written first in Greeke and Latin, lately compil’d in French, by Henry Van Etten, and now in English, with the Examinations and Augmentations of divers Modern Mathematicians ; action_verbs: extracted | compil’d | added | Invented | written ; enriched_with: the Examinations and Augmentations of divers Modern Mathematicians | the Description and Use of the Generall Horologicall Ring | The Double Horizontall Diall ; origin_language: Greeke | Latin | French ; destination_language: now in English"
Instruments/Measurement,restoration_ancient_authority,London_1700,1700,London,ENGLISH,Construction | Practical Geometry | Surveying,content_description: with their Application to several of the most useful parts of the Mathematicks ; action_verbs: Subjoin’d
Instruments/Measurement,community_professional,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Reduction, and the Rule"
Instruments/Measurement,community_professional,bib-135,1667,Nuremberg,GERMAN,Practical Geometry | Surveying,"audience: Allen Professionen, und insonderheit der Geometriæ Liebhabern ; content_description: Im I. Aus rechtem Fundament gewiesen wird; wie man in der Geometria, auf dem Papyr und Lande, mit denen dazu gehörigen Instrumenten, ja zur Noth ohne die- selben, verfahren und pra ; action_verbs: gegeben | vermehrt ; enriched_with: mit vielen nütz- lichen Additionen und neuen Figuren ; educational_authorities_references: M. Johannis Pratorii | Camillæ Ravertræ"
Instruments/Measurement,community_professional,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Instruments/Measurement,community_professional,bib-85,1685,Bologna,ITALIAN,Arithmetic | Instrument Construction | Instrument Use,"audience: Geometri | Agrimensori | Architetti ciuili | militari | Pittori | Scultori | tutti quelli, che vsano del Disegno | Bombardieri | Sergenti di Battaglia | Mercanti | altri ; content_description: Dove insegna à gli ARTEFICI il modo di fare in esso le necessarie diuisioni,  E con varij Problemi vsuali mostra l’vtilità di questo Stromento ; edition_details: Accresciuta notabilmente in questa Seconda Editione dal medesimo Autore ; action_verbs: Accresciuta | Dando | apportando ; enriched_with: Dando le ragioni, & apportando le dimostrazioni di tutte le operationi nella Fabrica, e nell’Vso | Accresciuta notabilmente ; institutions: DELLA COMPAGNIA DI GIESU"
Instruments/Measurement,community_professional,bib-99,1697,Nuremberg,GERMAN,Architecture | Construction | Military Engineering | Practical Geometry | Surveying | Theoretical Mathematics,audience: jedermanns ; action_verbs: aufgesetzt | zusammen getragen ; enriched_with: mit gehörigen Figuren
Cosmos/Earth,clarity_ease,bib-235,1702,London,ENGLISH,Astronomy | Instrument Use | Navigation | Theoretical Mathematics | Trigonometry,"content_description: and it’s Application to Plain, Mercator’s and Middle-Latitude Sailing ; enriched_with: New Tables of the Sun’s Declination"
Cosmos/Earth,clarity_ease,bib-234,1660,London,ENGLISH,Astronomy | Cartography | Geography | Practical Geometry,"content_description: In III Parts | The first, being a Discourse of PRACTICAL GEOMETRY, The three Parts of continued Quantity, LINES, PLANES, and SOLIDS | The second, A Description and Use of the Coele"
Cosmos/Earth,clarity_ease,MorisS-3-6,1661,Dijon,LATIN,Astronomy,"content_description: Siderum omnium hypotheses, eorum motus tum medij, tum veri, Tabularum condendarum ratio, eclipsium putandarum methodus, ob- servationum praxes, caeterorumque omnium quae ab astrono ; institutions: Societatis IESV"
Cosmos/Earth,clarity_ease,bib-197,1702,London,ENGLISH,Astronomy | Cartography | Cosmography | Geography | Gnomonics & Horology | Navigation,action_verbs: Made easie ; enriched_with: the Description and Uses of the Coelestial and Terrestrial GLOBES
Cosmos/Earth,utility_use,bib-235,1702,London,ENGLISH,Astronomy | Instrument Use | Navigation | Theoretical Mathematics | Trigonometry,"content_description: and it’s Application to Plain, Mercator’s and Middle-Latitude Sailing ; enriched_with: New Tables of the Sun’s Declination"
Cosmos/Earth,utility_use,bib-234,1660,London,ENGLISH,Astronomy | Cartography | Geography | Practical Geometry,"content_description: In III Parts | The first, being a Discourse of PRACTICAL GEOMETRY, The three Parts of continued Quantity, LINES, PLANES, and SOLIDS | The second, A Description and Use of the Coele"
Cosmos/Earth,utility_use,MorisS-22-5,1647,Paris,FRENCH,Astronomy | Navigation,"audience: des Pilotes & Capitaines de Mer ; action_verbs: REDVITE ; enriched_with: AVEC LA CENSVRE DE LA NOVVELLE Theorie & Pratique du secret des Longitudes ; educational_authorities_references: Pere Leonard Dvilris, Recollet ; institutions: Recollet"
Cosmos/Earth,utility_use,bib-79,1665,Padua,ITALIAN,Arithmetic | Geography | Military Engineering | Trigonometry,"content_description: ARITMETICA, GEOMETRIA, TRIGONOMETRIA pratiche, FORTIFICAZIONE, SFERA, e GEOGRAFIA ; action_verbs: si ristringono ; institutions: Accademia DELLA di Padoua"
Cosmos/Earth,utility_use,bib-158,1649,London,ENGLISH,Astronomy | Geography | Trigonometry,"audience: for the benefit of Sea-men ; action_verbs: added | Calculated | compared | made ; enriched_with: diverse Rules and Tables, of extraordinary use in NAVIGATION ; destination_language: in the English Tongue"
Cosmos/Earth,correction_revision,ustc-42,1660,Paris,FRENCH,Arithmetic | Cosmography | Mechanics,edition_details: Cinquiéme & derniere Edition ; action_verbs: recueu | corrigé | augmenté ; enriched_with: corrigé & augmenté
Cosmos/Earth,novelty_invention,bib-235,1702,London,ENGLISH,Astronomy | Instrument Use | Navigation | Theoretical Mathematics | Trigonometry,"content_description: and it’s Application to Plain, Mercator’s and Middle-Latitude Sailing ; enriched_with: New Tables of the Sun’s Declination"
Cosmos/Earth,novelty_invention,bib-257,1694,London,ENGLISH,Arithmetic | Astronomy | Gnomonics & Horology | Mechanics,"audience: Youth (in this Age ; action_verbs: Published | Annex ; enriched_with: a New Series for the speedy Extraction of Roots, and a Converging Series for all manner of affected Equations ; institutions: Mathematick School in Adam’s Court"
Cosmos/Earth,novelty_invention,Z0K13S,1543,Nuremberg,LATIN,Astronomy,"audience: studiose lector | ἀμαθὴς μή τις εἴσιτο ; content_description: Motus stellarum, tam fixarum, quam erraticarum, cum excentricis, tum etiam excentricis observationibus restitutos ; edition_details: iam recens nato, & edito ; action_verbs: recens nato | edito | eme | lege | fruere ; enriched_with: novis insuper ac admirabilibus hypothesibus ornatos | Tabulas expeditissimas"
Cosmos/Earth,novelty_invention,bib-250,1694,Paris,FRENCH,Arithmetic | Cosmography | Gnomonics & Horology | Mechanics,"content_description: Plusieurs Problêmes d’Arithmetique, de Geome- trie, d’Optique, de Gnomonique, de Cosmo- graphie, de Mecanique, de Pyrotechnié, & de Physique"
Cosmos/Earth,novelty_invention,MorisS-5-3,1645,Paris,LATIN,Astronomy,edition_details: OPVS NOVVM ; action_verbs: ADDITA EST ; enriched_with: NOVA METHODVS CUIVS OPE ; institutions: Bibliothecæ Regiæ
Cosmos/Earth,translation_language,GY5QLD,1537,Basel,LATIN,Astronomy | Theoretical Mathematics,edition_details: expositione Theonis in priores XIII | à Bartholomaeo Veneto latinitate donata ; action_verbs: donata | adiecta ; enriched_with: Phaenomena | Catoptrica et Optica | Protheoria Marini et Data | Opusculum de Leui et Ponderoso ; educational_authorities_references: Theonis | Bartholomaeo Veneto | Campani | Hypsiclis Alexandria ; destination_language: latinitate
Cosmos/Earth,demonstration_method,bib-235,1702,London,ENGLISH,Astronomy | Instrument Use | Navigation | Theoretical Mathematics | Trigonometry,"content_description: and it’s Application to Plain, Mercator’s and Middle-Latitude Sailing ; enriched_with: New Tables of the Sun’s Declination"
Cosmos/Earth,demonstration_method,bib-76,1598,Venice,LATIN,Cosmography,"content_description: IN QUATVOR LIBROS DISTRIBVTA,  SVMMO ORDINE, MIRAQ. FACILITATE, ac brevitate ad Magnam Ptolemaei Mathematicam Constructionem, ad universamque Astrologiam instituens ; edition_details: nuper in hac secunda editione ab ipso Authore ; action_verbs: DISTRIBVTA | recognita | aucta ; enriched_with: aucta ; educational_authorities_references: Ioannis de Sacrobosco"
Cosmos/Earth,demonstration_method,bib-253,1583,Lyon,LATIN,Astronomy,content_description: Secundum Antuerpiae longitudinem ex tabulis Prutenicis supputatae ab anno 1583. usque ad annum 1606 ; edition_details: Et ad S. D. N. Gregorii XIII. anni refor- mationem accuratissime accommodatae ; action_verbs: accommodatae | accesserunt ; enriched_with: Schematæ | praedictiones annuæ mundi | Eclipsi- um luminarium
Cosmos/Earth,demonstration_method,bib-257,1694,London,ENGLISH,Arithmetic | Astronomy | Gnomonics & Horology | Mechanics,"audience: Youth (in this Age ; action_verbs: Published | Annex ; enriched_with: a New Series for the speedy Extraction of Roots, and a Converging Series for all manner of affected Equations ; institutions: Mathematick School in Adam’s Court"
Cosmos/Earth,demonstration_method,MorisS-3-6,1661,Dijon,LATIN,Astronomy,"content_description: Siderum omnium hypotheses, eorum motus tum medij, tum veri, Tabularum condendarum ratio, eclipsium putandarum methodus, ob- servationum praxes, caeterorumque omnium quae ab astrono ; institutions: Societatis IESV"
