title_page_key,classification_key,is_reprint_nonrepresentative,cluster_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
UX662Y,UX662Y,False,,"Optica, das ist Gründtliche doch Kurtze Anzeigung Wie nothwendig die Löbliche Kunst der Geometriae seye inn der Perspectiv : Sambt einem Nutzlichen Extract dreyerley Sorten und Wege darauff die Perspectiva zuverstehen und zugebrauchen ; Neben rühmlicher e",1616,Augsburg,GERMAN,Paul Pfinzing,"Stephan Michelspacher, David Franck",2,1,2004215,,,Perspective,Practical Geometry,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated,unrelated
Uppsala_1642,Uppsala_1642,False,,In geometriam Euclidis demonstrationum libri sex,1642,Uppsala,LATIN,Martinus Erici Gestrinius,Eschillus Matthiae,,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Uppsala_1741,Uppsala_1741,False,,Euclidis elementorum libri sex priores una cum undecimo et duodecimo,1741,Uppsala,LATIN,Samuel Klingenstierna,Höjer,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Uppsala_1744,Uppsala_1744,False,,"Euclidis Elementa eller Grundeliga inledning til geometrien, til riksens ungdoms tienst på swenska språket utgifwen",1744,Uppsala,SWEDISH,Mårten Strömer,Gottfried Kiesewetter,,1,-,snippets found at https://auctionet.com/sv/814060-euclidis-elementa-eller-grundeliga-inledning-til-geometrien/images,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
V3JZK3,V3JZK3,False,,"Unnderweissung der proportzion unnd stellung der possen, liegent unnd stehend ab gestolen wie man das vor augen sicht in dem puchlein fur die jungenu geselenn unnd jungen zu unntherrichtung die zu der kunst lieb thragenn und in denn truck gepracht.1538.",1538,Nuremberg,GERMAN,Erhard Schön,Christoph Zell,4,1,701822,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
VQDBOK,VQDBOK,False,,"Examen du livre des Recreations mathematiques [with the text] et de ses problémes en geometric, mechanique, optique, & catoptrique Par C. Mydorge. (La Seconde (-Troisiesme) partie des Recreations mathematiques, etc.-Nottes sur les Recreations mathema",1638,Paris,FRENCH,Claude Mydorge,Rolet Boutonné,8,1,6004199,,,Mechanics | Theoretical Mathematics,,Practical Geometry,2,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,primary,unrelated
VRHOHN,VRHOHN,False,,Œuvres de Philibert de l’Orme,1626,Paris,FRENCH,Philibert de l'Orme,Regnauld Chaudiere,,1,,,,Architecture,Construction | Instrument Use | Practical Geometry,,1,3,0,primary,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
VT5JVX,VT5JVX,False,,La prospettiva pratica,1645,Venice,ITALIAN,Bernardino Contino,,,1,4018235,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
VWMZ7L,VWMZ7L,False,,"De arithmetica, musica, geometria et Proclus de sphaera",1557,Paris,LATIN,Elie Vinet,Guillaume Cavellat,8,1,152233,,True,Arithmetic | Astronomy | Music Theory | Theoretical Mathematics,,Practical Geometry,4,0,1,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unknown,unrelated,primary,unrelated
Valencia_1569,Valencia_1569,False,,Elementa Arithmeticae ac Geometriae,1569,Valencia,LATIN,Pedro Monçón,,,1,,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Valencia_1673,Valencia_1673,False,,,1673,Valencia,LATIN,José Zaragoza,,,,,,False,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1482,Venice_1482,False,,"Preclarissimus liber elementorum Euclidis perspicacissimi, in artem geometrie incipit quam foelicissime",1482,Venice,LATIN,Erhard Ratdolt,Erhard Ratdolt,2,1,,Erhard Rathold edited the Campano da Novara edition and published it.,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1491,Venice_1491,False,,Opera,1491,Venice,LATIN,,Giovanni and Gregorio De Gregori,2,2,996750,"We don't have the title page, and from the wording of the title we do have, I suspect there is no title page
The EiP title is: ""
[Part 1]: Haec sunt opera Boetii: quae in hoc volumine continentur.
[Part 2]: Incipit tabula super libris Boetij de consolatione philo-sophiae secundum ordinem alphabeti.
""",True,,,Practical Geometry,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
Venice_1498,Venice_1498,False,,,1498,Venice,LATIN,Giorgio Valla,,2,3,,rendering doesn't work LIRI,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1603,Venice_1603,False,,,1603,Venice,LATIN,Antonio Possevino,Altobello Salicato,2,,,,,Theoretical Mathematics,,Music Theory,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1647,Venice_1647,False,,,1647,Venice,LATIN,Caterino Doino,,8,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Vicenza_1491,Vicenza_1491,False,,,1491,Vicenza,LATIN,Leonardo Achati,,2,1,-,"We don't have the title page, and from the wording of the title we do have, I suspect there is no title page� The EiP title is: Preclarissimus liber elementorum Euclidis perspicacissimi: in artem Geometrie incipit quamfœlicissime:",,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
WFWXP4,HFRLRC,True,298FCC,Onderwijsinge in de perspective conste,1623,The Hague,DUTCH,Hendrik Hondius,Hendrik Hondius,2,1,1018598,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
WHEESV,WHEESV,False,,Perspectiuae libri sex,1600,Pesaro,LATIN,Guidobaldo Del Monte,Girolamo Concordia,2,1,826168,,True,Perspective,,Architecture | Instrument Use | Practical Geometry,1,0,3,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated,unrelated
WNYVAP,WNYVAP,False,,"Tables des sinus, tangentes, & secantes",1629,The Hague,FRENCH,Albert Girard,Jacob Elzevier,12,1,1030928,,,Trigonometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary
WOQG2Q,WOQG2Q,False,,Fortification ou architecture militaire,1627,Amsterdam,FRENCH,"Samuel Marolois, Albert Girard",Johannes Janssonius,,1,1549284,,,Architecture | Military Engineering,,,2,0,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
WWE4ON,WWE4ON,False,,Arithmeticae theoria et praxis,1656,Leuven,LATIN,André Tacquet,Cyprian Conesteyn,8,1,1550212,,,Arithmetic | Theoretical Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
X2T7PY,X2T7PY,False,,Fabrica et usus instrumenti ad horologiorum descriptionem,1586,Rome,LATIN,Christopher Clavius,Bartholomaeus Grassium,,1,,"In letter n. 35 from 1587 in Clavius correspondence Francesco Barozzi relays Clavius's complaint that the printers of his Horologiis had ""lasciato fuori le righe intiere, et aggiontone di quelle, che non andavano"" (left out entire lines and added ones that didn't belong) [Source: Clavius, C. 1992. Corrispondenza. Baldini, U. and Napolitani, P.D., Eds. Università di Pisa, Dipartimento di matematica, Pisa., https://echo.mpiwg-berlin.mpg.de/content/mpiwglib/clavius/pdf/clavius_1992_bd_2_1.pdf p. 95]",True,Gnomonics & Horology | Instrument Construction | Instrument Use,,Practical Geometry,3,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
X5YBIB,X5YBIB,False,NMAV1L,La practique de la geometrie ,1586,Paris,FRENCH,"Oronce Finé, Pierre Forcadel",Gilles Gourbin,4,1,39209,,True,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
XAFNOE,XAFNOE,False,,"Mechanischer Künste Kammer. Erster Theil, begreiffend die wahre fundamenta aller Machination",1629,Frankfurt,GERMAN,Guidobaldo del Monte,"Kaspar Rötel, Matthäus Merian",2,1,2059777,,,Mechanics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
XCQGKZ,XCQGKZ,False,,"Avvertimenti, e regole circa l'architettura civile, scultura, pittura, prospettiua, et architettura militare per offesa, e difesa di fortezze di Pietr'Antonio Barca ..",1620,Milan,ITALIAN,Pietro Antonio Barca,Pandolfo Malatesta,,1,4007828,,,Architecture | Military Engineering | Perspective,,,3,0,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
XHZ2XV,XHZ2XV,False,,"Arithmetica, musica et geometria: Procli sphaera",1592,Tournon,LATIN,Elie Vinet,Claude Michel,12,1,110639,,True,Arithmetic | Music Theory | Practical Geometry,,Astronomy,3,0,1,unrelated,primary,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated
XOIASP,XOIASP,False,,"Perspective cilindrique et conique, ou Traicté des apparences veuës par le moyen des miroirs cilindriques & côniques, soient convexes ou concaves; ensemble la construction et position des figures objectées au mesmes miroirs, afin que leurs apparences soie",1630,Paris,FRENCH,Jean Louis Vaulézard,Julien Jacquin,8,1,6032524,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
XP5WU4,XP5WU4,False,,De logistica libri tres,1573,Bordeaux,LATIN,Elie Vinet,Simon Millanges,8,1,110030,"Arithmetic book; Mentioned in Rommevaux-Tani, Sabine. “Les ouvrages mathématiques d’Élie Vinet.” Revue française d’histoire du livre 145 (August 2024): 57–75. https://doi.org/10.47421/RFHL_145_57-75.",,Arithmetic,,Commercial Mathematics,1,0,1,unrelated,primary,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,XXI4KS,False,,Von der kunnst perspectiva,1509,Nuremberg,GERMAN,"Jean Pélerin, Jörg Glockendon",Jörg Glockendon,2,1,703591,A pirated German version of Viator 1505.,True,Perspective,,Architecture | Practical Geometry,1,0,2,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated,unrelated
YB32U5,YB32U5,False,,"Perspective c'est a dire, le tresrenommé art du poinct oculaire",1604,Leiden,FRENCH,Hans Vredeman de Vries,"Beuckel Cornelisz Nieulandt, Henricus Hondius",2,1,1031332,,,Perspective,Practical Geometry,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated,unrelated
YBCWZV,YBCWZV,False,,La description d'un anneau solaire convexe ,1569,Paris,FRENCH,Pierre Forcadel,"Guillaume Cavellat, Jérôme de Marnef",4,1,23246,,,Gnomonics & Horology | Instrument Use,,Instrument Construction,2,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
YCXMIJ,YCXMIJ,False,,"Deux livres de Proclus du mouvement, traduict et commenté ",1565,Paris,FRENCH,Pierre Forcadel,Charles Périer,,1,51314,,True,Mechanics,,Practical Geometry,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
YPQYIR,YPQYIR,False,,Le livre d'Archimède des pois,1565,Paris,FRENCH,Pierre Forcadel,Charles Périer,,1,29458,,True,Mechanics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,YQDZSW,False,,Le premier livre des choses egallement pesantes ,1565,Paris,FRENCH,Pierre Forcadel,Charles Périer,4,1,24408,,True,Mechanics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
YSF4K5,YSF4K5,False,,Liber VI. De proiectionibus,1613,Antwerp,LATIN,François Aguilon,Jan Morteus,,1,,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
YUHFFF,YUHFFF,False,,"Arithmeticae, musicae et geometriae compendia. Guilelmo xylandro interprete.",1591,Heidelberg,LATIN,"Wilhelm Xylander, Juan Luis Vives, Kaspar Peucer",Abraham Smesmann,8,1,675926,,,Arithmetic | Music Theory | Theoretical Mathematics,,Practical Geometry,3,0,1,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unknown,unrelated,primary,unrelated
Z0K13S,Z0K13S,False,,"De revolutionibus orbium coelestium, libri VI.",1543,Nuremberg,LATIN,Nicolaus Copernicus,Johannes Petreius,,1,,,True,Astronomy,,,1,0,0,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Z26G13,Z26G13,False,,"Praxis Perspectivae Das ist: Von Verzeichnungen ein außführlicher Bericht : darinnen das jenige was die Scenographi erfordert, begrieffen, und in welchen allerley dinge uff allerley Stände in ein Perspectivischen auffzug zu bringen gelehret, auch das was",1615,"Nuremberg, Leipzig",GERMAN,Lucas Brunn,"Lorenz Kober, Simon Halbmaier",2,1,2134654,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
ZGOHUR,ZGOHUR,False,,Gnomonices libri octo,1581,Rome,LATIN,Christopher Clavius,Francesco Zanetii,,1,,,True,Gnomonics & Horology,Instrument Use | Practical Geometry,,1,2,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
ZN24V0,ZN24V0,False,,"Ein aigentliche und grundtliche anweysung in die geometria, sonderlich aber wie alle regulierte und unregulierte corpora in den grundt gelegt und in das perspecktiff gebracht auch mit iren linien auffzogen sollen werden",1543,Nuremberg,GERMAN,Augustin Hirschvogel,"Johann VomBerg, Ulrich Neuber",4,1,642404,,True,Architecture | Perspective | Practical Geometry,,Instrument Use,3,0,1,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated
ZNLALU,ZNLALU,False,KNYEAK,L'arithmetique ,1560,Paris,FRENCH,"Gemma Frisius, Pierre Forcadel",Guillaume Cavellat,4,1,37755,,,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ZQA6JR,ZQA6JR,False,,Elementa geometriae planae,1669,Rome,LATIN,Gilles François Gottignies,Angelo Bernabò,12,1,1713879,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ZQIHYL,ZQIHYL,False,,"Opera, quae proxima pagina enumerantur",1531,Lyon,LATIN,Joachim Fortius Ringelberg,Sébastien Gryphe,8,1,146330,,False,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ZYVGSH,ZYVGSH,False,,Elementi Decimi Euclidis Declaratio : Nec non De Solidis Regularibus Tractatus,1662,Oxford,LATIN,William Oughtred,Leonard Lichfield,,1,3141577,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
bib-1,bib-1,False,,Livre singulier et utile touchant l'art et practique de geometrie,1542,Paris,FRENCH,Charles de Bovelles,Benoît Prévost,,,24271,,True,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-10,bib-10,False,,La practique de la geometrie,1570,Paris,FRENCH,"Pierre Forcadel, Oronce Finé",Gilles Gourbin,4,1,23433,,True,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-100,bib-100,False,,,1674,Turin,ITALIAN,Guarino Guarini,Gianelli,,,,,,Architecture | Practical Geometry,,,2,0,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-101,bib-101,False,,,1650,Frankfurt,GERMAN,Michael Havemann,Caspar Rötel,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-102,bib-102,False,,,1652,Jena,GERMAN,Heinrich Hofmann,Johann Birckner,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-103,bib-103,False,,,1604,Frankfurt,GERMAN,Levinus Hulsius,Levinus Hulsius,,,,,,Instrument Construction | Instrument Use | Practical Geometry | Surveying,Mechanics,,4,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,secondary,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-104,bib-104,False,,,1681,Rome,LATIN,Paolo Giòvio,Nicolò Angelo Tinassi,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-105,bib-105,False,,,1594,Nuremberg,LATIN,Cornelis Jode,Christoph Lochner,,,,,True,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-106,bib-106,False,,,1621,Hanau,LATIN,Bartholomaeus Keckermann,Peter Antonius,,,,,,Astronomy | Geography,Navigation,Theoretical Mathematics,2,1,1,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unknown,unrelated
bib-107,bib-107,False,,"Systema compendiosum totius mathematices, hoc est geometriæ, opticæ, astronomiæ, et geographiæ publicis prælectionibus anno 1605. in celeberrimo Gymnasio Dantiscano propositum. A Bartholomæo Keckermanno S.S. Theolog. licentiato & Philosophiæ professore In fine accessit brevis Commentatio nautica, ab eodem autore ibidem proposita anno 1603. Adjecto indice capitum singulorum librorum. Demum, ut liber evaderet integer cursus mathematicus, accessit his",1661,Oxford,LATIN,Bartholomaeus Keckermann,William Hall,,,3080360,,,Arithmetic | Astronomy | Geography,Navigation,,3,1,0,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated
bib-108,bib-108,False,,"Systema Compendiosum Totius Mathematices, hoc est, Geometriae, Opticae, Astronomiae Et Geographiae , Publicis praelectionibus, anno 1605. in celeberrimo Gymnasio Dantiscano propositum A Bartholomaeo Keckermanno SS. Theologiae Licentiato, [et] Philosophiae",1617,Hanau,LATIN,Bartholomaeus Keckermann,Peter Antonius,,,2136260,,,Astronomy | Geography,Navigation,Theoretical Mathematics,2,1,1,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unknown,unrelated
bib-110,bib-110,False,,,1692,Paris,FRENCH,Bernard Lamy,André Pralard,,,,,,Practical Geometry,Theoretical Mathematics,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,secondary,unrelated
bib-111,bib-111,False,,,1682,Paris,FRENCH,Sébastien Le Clerc,Jean Jombert,,,,,,Practical Geometry,,Surveying | Trigonometry,1,0,2,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unknown
bib-112,bib-112,False,,,1669,Paris,FRENCH,Sébastien Le Clerc,Thomas Jolly,,,,,,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-113,bib-113,False,,,1690,Paris,FRENCH,Sébastien Le Clerc,Jean Jombert,,,,,,,,Theoretical Mathematics,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
bib-114,bib-114,False,,,1669,London,ENGLISH,William Leybourn,James Flesher,,,,,,Practical Geometry,Trigonometry,Navigation,1,1,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,primary,unrelated,unrelated,secondary
bib-115,bib-115,False,,"Cursus mathematicus. Mathematical sciences, in nine books. Comprehending arithmetick, vulgar, decimal, instrumental, algebraical. Geometry, plain, solid. Cosmography, cœlestial, terrestrial. Astronomy, theorical, practical. Navigation, plain, spherical. Trigonometry, rectilinear, circular. With the description, construction, and use of geometrical and nautical instruments: and the doctrine of triangles applied to practice in mensurations of all kinds: as in",1690,London,ENGLISH,William Leybourn,Thomas Bassett,,,3120650,,,Arithmetic | Astronomy | Cosmography | Instrument Construction | Instrument Use | Navigation | Practical Geometry | Theoretical Mathematics | Trigonometry,Architecture | Military Engineering | Surveying,,9,3,0,secondary,primary,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,primary,unrelated,secondary,unrelated,primary,unrelated,primary,secondary,primary,primary
