Page/Key,language,year,city,Classification,Orig_Value,llm_Value_1,llm_Value_3,llm_Value_4,llm_Value_6
bib-17,FRENCH,1573,Paris,Instrument Use,unrelated,unrelated,unknown,unknown,unknown
bib-17,FRENCH,1573,Paris,Mechanics,unrelated,unrelated,unknown,unknown,unrelated
bib-17,FRENCH,1573,Paris,Military Engineering,unrelated,unrelated,unrelated,unknown,unrelated
bib-17,FRENCH,1573,Paris,Music Theory,unrelated,unrelated,unrelated,unknown,unrelated
bib-17,FRENCH,1573,Paris,Navigation,unrelated,unrelated,unknown,unknown,unrelated
bib-17,FRENCH,1573,Paris,Perspective,unrelated,unrelated,unknown,unknown,unknown
bib-17,FRENCH,1573,Paris,Practical Geometry,primary,primary,primary,primary,primary
bib-17,FRENCH,1573,Paris,Surveying,unrelated,unrelated,unknown,unknown,unknown
bib-17,FRENCH,1573,Paris,Theoretical Mathematics,unrelated,unrelated,unknown,unknown,unknown
bib-17,FRENCH,1573,Paris,Trigonometry,unrelated,unrelated,unknown,unknown,unknown
bib-173,LATIN,1503,Paris,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Arithmetic,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Instrument Use,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Practical Geometry,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Theoretical Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-173,LATIN,1503,Paris,Trigonometry,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Arithmetic,primary,primary,primary,primary,primary
bib-174,LATIN,1503,Paris,Astronomy,unrelated,primary,primary,primary,primary
bib-174,LATIN,1503,Paris,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Cosmography,unrelated,unknown,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Instrument Use,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Practical Geometry,primary,primary,primary,primary,primary
bib-174,LATIN,1503,Paris,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
bib-174,LATIN,1503,Paris,Theoretical Mathematics,primary,secondary,secondary,secondary,secondary
bib-174,LATIN,1503,Paris,Trigonometry,unrelated,unrelated,unrelated,unrelated,unrelated
bib-176,LATIN,1514,Paris,Architecture,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Arithmetic,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Astronomy,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Cartography,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Commercial Mathematics,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Construction,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Cosmography,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Geography,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Gnomonics & Horology,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Instrument Construction,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Instrument Use,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Mechanics,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Military Engineering,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Music Theory,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Navigation,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Perspective,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Practical Geometry,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Surveying,unrelated,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Theoretical Mathematics,primary,unknown,unknown,unknown,unknown
bib-176,LATIN,1514,Paris,Trigonometry,unrelated,unknown,unknown,unknown,unknown
bib-18,SPANISH,1568,Salamanca,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
bib-18,SPANISH,1568,Salamanca,Arithmetic,unrelated,unrelated,unrelated,unknown,unrelated
bib-18,SPANISH,1568,Salamanca,Astronomy,primary,primary,primary,primary,primary
bib-18,SPANISH,1568,Salamanca,Cartography,unrelated,unknown,secondary,unrelated,unknown
bib-18,SPANISH,1568,Salamanca,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-18,SPANISH,1568,Salamanca,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-18,SPANISH,1568,Salamanca,Cosmography,unrelated,unknown,secondary,unknown,unknown
bib-18,SPANISH,1568,Salamanca,Geography,primary,primary,primary,primary,primary
bib-18,SPANISH,1568,Salamanca,Gnomonics & Horology,unrelated,primary,primary,primary,primary
bib-18,SPANISH,1568,Salamanca,Instrument Construction,primary,secondary,secondary,unknown,unknown
bib-18,SPANISH,1568,Salamanca,Instrument Use,primary,secondary,secondary,secondary,primary
bib-18,SPANISH,1568,Salamanca,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-18,SPANISH,1568,Salamanca,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
bib-18,SPANISH,1568,Salamanca,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-18,SPANISH,1568,Salamanca,Navigation,primary,primary,primary,primary,primary
bib-18,SPANISH,1568,Salamanca,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
bib-18,SPANISH,1568,Salamanca,Practical Geometry,primary,primary,primary,primary,primary
bib-18,SPANISH,1568,Salamanca,Surveying,unrelated,unknown,unrelated,unknown,unknown
bib-18,SPANISH,1568,Salamanca,Theoretical Mathematics,unrelated,secondary,secondary,unknown,unknown
bib-18,SPANISH,1568,Salamanca,Trigonometry,unrelated,unknown,unrelated,unknown,unknown
bib-181,LATIN,1584,Paris,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Arithmetic,unrelated,primary,primary,primary,primary
bib-181,LATIN,1584,Paris,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Instrument Use,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Practical Geometry,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Theoretical Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-181,LATIN,1584,Paris,Trigonometry,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Arithmetic,unrelated,primary,primary,primary,secondary
bib-185,DUTCH,1582,Antwerp,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Commercial Mathematics,primary,primary,primary,primary,primary
bib-185,DUTCH,1582,Antwerp,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Instrument Use,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Practical Geometry,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Theoretical Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-185,DUTCH,1582,Antwerp,Trigonometry,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Arithmetic,primary,primary,primary,primary,primary
bib-186,FRENCH,1585,Leiden,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Commercial Mathematics,unrelated,primary,secondary,secondary,unrelated
bib-186,FRENCH,1585,Leiden,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Instrument Use,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Practical Geometry,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
bib-186,FRENCH,1585,Leiden,Theoretical Mathematics,primary,primary,primary,primary,primary
bib-186,FRENCH,1585,Leiden,Trigonometry,unrelated,unrelated,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Architecture,unrelated,unknown,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Arithmetic,unrelated,unknown,unknown,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Cartography,unrelated,unknown,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Construction,unrelated,unknown,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Instrument Construction,unrelated,unknown,unknown,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Instrument Use,unrelated,unknown,unknown,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Mechanics,unrelated,unknown,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Perspective,unrelated,unknown,unknown,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Practical Geometry,primary,primary,primary,primary,primary
bib-19,SPANISH,1583,Alcala,Surveying,unrelated,unknown,unknown,unrelated,unrelated
bib-19,SPANISH,1583,Alcala,Theoretical Mathematics,unrelated,primary,primary,primary,primary
bib-19,SPANISH,1583,Alcala,Trigonometry,unrelated,unknown,unknown,unknown,unknown
bib-2,FRENCH,1547,Paris,Architecture,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Arithmetic,unrelated,unrelated,unknown,unrelated,unknown
bib-2,FRENCH,1547,Paris,Astronomy,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Cartography,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Construction,unrelated,unrelated,unknown,unrelated,unknown
bib-2,FRENCH,1547,Paris,Cosmography,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Geography,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Instrument Use,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Mechanics,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Military Engineering,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Music Theory,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Navigation,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Perspective,unrelated,unrelated,unrelated,unrelated,unknown
bib-2,FRENCH,1547,Paris,Practical Geometry,primary,primary,primary,primary,primary
bib-2,FRENCH,1547,Paris,Surveying,unrelated,unrelated,unknown,unrelated,unknown
bib-2,FRENCH,1547,Paris,Theoretical Mathematics,unrelated,unrelated,unknown,unrelated,unknown
bib-2,FRENCH,1547,Paris,Trigonometry,unrelated,unrelated,unknown,unrelated,unknown
bib-20,ITALIAN,1599,Rome,Architecture,secondary,secondary,secondary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Arithmetic,unrelated,secondary,secondary,unrelated,unrelated
bib-20,ITALIAN,1599,Rome,Astronomy,unrelated,unrelated,unknown,unrelated,unrelated
bib-20,ITALIAN,1599,Rome,Cartography,secondary,secondary,secondary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-20,ITALIAN,1599,Rome,Construction,primary,primary,primary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Cosmography,secondary,secondary,secondary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Geography,secondary,secondary,secondary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-20,ITALIAN,1599,Rome,Instrument Construction,unrelated,unrelated,unknown,unrelated,unrelated
bib-20,ITALIAN,1599,Rome,Instrument Use,unrelated,unrelated,unknown,unrelated,unrelated
bib-20,ITALIAN,1599,Rome,Mechanics,unrelated,unrelated,unrelated,secondary,unrelated
bib-20,ITALIAN,1599,Rome,Military Engineering,primary,primary,secondary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-20,ITALIAN,1599,Rome,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-20,ITALIAN,1599,Rome,Perspective,secondary,unrelated,unrelated,unrelated,unrelated
bib-20,ITALIAN,1599,Rome,Practical Geometry,primary,primary,primary,primary,primary
bib-20,ITALIAN,1599,Rome,Surveying,primary,primary,primary,secondary,primary
bib-20,ITALIAN,1599,Rome,Theoretical Mathematics,unrelated,secondary,secondary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Trigonometry,unrelated,unknown,secondary,secondary,unknown
bib-209,DUTCH,1600,Leiden,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Arithmetic,unrelated,primary,secondary,secondary,secondary
bib-209,DUTCH,1600,Leiden,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Cartography,unrelated,unknown,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Geography,unrelated,unknown,unrelated,secondary,unrelated
bib-209,DUTCH,1600,Leiden,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Instrument Use,unrelated,primary,primary,secondary,secondary
bib-209,DUTCH,1600,Leiden,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Practical Geometry,primary,primary,primary,primary,primary
bib-209,DUTCH,1600,Leiden,Surveying,primary,primary,primary,primary,primary
bib-209,DUTCH,1600,Leiden,Theoretical Mathematics,unrelated,secondary,unrelated,unrelated,unrelated
bib-209,DUTCH,1600,Leiden,Trigonometry,unrelated,secondary,secondary,unknown,unknown
bib-21,LATIN,1569,Basel,Architecture,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Arithmetic,primary,primary,primary,primary,primary
bib-21,LATIN,1569,Basel,Astronomy,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Cartography,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Commercial Mathematics,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Construction,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Cosmography,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Geography,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Gnomonics & Horology,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Instrument Construction,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Instrument Use,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Mechanics,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Military Engineering,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Music Theory,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Navigation,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Perspective,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Practical Geometry,primary,unknown,unknown,unknown,unknown
bib-21,LATIN,1569,Basel,Surveying,unrelated,unknown,unrelated,unrelated,unrelated
bib-21,LATIN,1569,Basel,Theoretical Mathematics,unrelated,primary,primary,secondary,primary
bib-21,LATIN,1569,Basel,Trigonometry,unrelated,unknown,unrelated,unknown,unknown
bib-210,DUTCH,1600,Leiden,Architecture,unrelated,secondary,unrelated,secondary,secondary
bib-210,DUTCH,1600,Leiden,Arithmetic,unrelated,secondary,secondary,secondary,unrelated
bib-210,DUTCH,1600,Leiden,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Cartography,primary,primary,primary,primary,primary
bib-210,DUTCH,1600,Leiden,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Cosmography,unrelated,unrelated,secondary,secondary,unrelated
bib-210,DUTCH,1600,Leiden,Geography,unrelated,primary,primary,primary,secondary
bib-210,DUTCH,1600,Leiden,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Instrument Construction,unrelated,secondary,unknown,unknown,unrelated
bib-210,DUTCH,1600,Leiden,Instrument Use,primary,primary,primary,primary,primary
bib-210,DUTCH,1600,Leiden,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Military Engineering,primary,secondary,unrelated,secondary,unrelated
bib-210,DUTCH,1600,Leiden,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Practical Geometry,primary,primary,primary,primary,primary
bib-210,DUTCH,1600,Leiden,Surveying,primary,primary,primary,primary,primary
bib-210,DUTCH,1600,Leiden,Theoretical Mathematics,unrelated,secondary,unrelated,unknown,unrelated
bib-210,DUTCH,1600,Leiden,Trigonometry,unrelated,secondary,secondary,unknown,unrelated
bib-211,DUTCH,1547,Antwerp,Architecture,unrelated,unknown,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Arithmetic,unrelated,unrelated,secondary,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Construction,unrelated,unknown,secondary,unrelated,secondary
bib-211,DUTCH,1547,Antwerp,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Instrument Construction,unrelated,unknown,primary,unknown,unrelated
bib-211,DUTCH,1547,Antwerp,Instrument Use,unrelated,primary,primary,primary,secondary
bib-211,DUTCH,1547,Antwerp,Mechanics,unrelated,secondary,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
bib-211,DUTCH,1547,Antwerp,Practical Geometry,primary,primary,primary,primary,primary
bib-211,DUTCH,1547,Antwerp,Surveying,unrelated,secondary,secondary,unrelated,secondary
bib-211,DUTCH,1547,Antwerp,Theoretical Mathematics,unrelated,secondary,secondary,primary,unrelated
bib-211,DUTCH,1547,Antwerp,Trigonometry,unrelated,unknown,secondary,unrelated,unrelated
