letter_number,letter_name,page_number,volume
286.,"Gabriel Naudé à Jean-Baptiste Doni, 28 octobre 1633",516,vol_3
287.,"Gabriel Naudé à Mersenre, 12 novembre 1633",531,vol_3
288.,"(Christophe) Villiers à Mersenre, (mi-novembre 1633)",533,vol_3
289.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 22 novembre 1633",538,vol_3
290.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 28 novembre 1633",554,vol_3
291.,"René Descartes à Mersenre, (28 novembre 1633)",555,vol_3
292.,"Mersenre à Sainte-Croix, (fin de novembre 1633)",557,vol_3
293.,"Mersenre à (Antoine) de Rebours, (novembre-décembre 1633)",561,vol_3
294.,"Maarten van den Hove (Hortensius) à Pierre Gassend, 5 décembre 1633",575,vol_3
295.,"Claude Saumaise à Pierre Dupuy, 10 décembre 1633",576,vol_3
296.,"(Christophe) Villiers à Mersenre, 14 décembre 1633",578,vol_3
297.,............ à Mersenre (avant la fin de décembre 1633 ?),601,vol_3
298,"Peiresc à Pierre Dupuy, 3 janvier 1634",1,vol_4
299,"Peiresc à Pierre Dupuy, 9 janvier 1634",2,vol_4
300,"Bouchard à Mersenne, 14 janvier 1634",3,vol_4
301,"Peiresc à Pierre Dupuy, 15 janvier 1634",8,vol_4
302,"Van Beverwyck à Rivet, 16 janvier 1634",9,vol_4
303,"Peiresc à Hortensius, 23 janvier 1634",10,vol_4
304,"Gassend à Boulliaud, 24 janvier 1634",11,vol_4
305,"Gassend à Hortensius, 29 janvier 1634",13,vol_4
306,"Villiers à Mersenne, 31 janvier 1634",14,vol_4
307,Descartes à Mersenne (commencement de février 1634),26,vol_4
308,"Rivet à Van Beverwyck, 5 février 1634",30,vol_4
309,"Peiresc à Pierre Dupuy, 6 février 1634",31,vol_4
310,"Peiresc à Diodati, 7 février 1634",32,vol_4
311,"Mersenne à Rivet, 8 février 1634",34,vol_4
312,"Gassend à Peiresc, 11 février 1634",41,vol_4
313,"Boulliaud à Gassend, 16 février 1634",43,vol_4
314,"Jacques Dupuy à Peiresc, 17 février 1634",46,vol_4
315,"Peiresc à Gassend, 22 février 1634",47,vol_4
316,"Peiresc à Pierre Dupuy, 28 février 1634",48,vol_4
317,Descartes à Mersenne (fin de février 1634),49,vol_4
318,"Villiers à Mersenne, 3 mars 1634",53,vol_4
319,"Peiresc à Luillier, 7 mars 1634",64,vol_4
320,"Gassend à Peiresc, 9 mars 1634",66,vol_4
321,"Mersenne à Rivet, 12 mars 1634",69,vol_4
322,"Peiresc à Pierre Dupuy, 14 mars 1634",79,vol_4
323,"Peiresc à de Marcheville, 19 mars 1634",80,vol_4
324,"Mersenne à Peiresc, 20 mars 1634",81,vol_4
325,"Peiresc à Pierre Dupuy, 2 avril 1634",84,vol_4
326,"Doni à Mersenne, 8 avril 1634",86,vol_4
327,"Peiresc à Pierre Dupuy, 10 avril 1634",94,vol_4
328.,"Luillier à Peiresc, 17 avril 1634",95,vol_4
329.,Descartes à Mersenne (vers le 1er mai 1634),97,vol_4
330.,"Peiresc à Mersenne, 1er mai 1634",105,vol_4
331.,"Peiresc à Pierre Dupuy, 1er mai 1634",114,vol_4
332.,"Peiresc à Naudé, 5 mai 1634",115,vol_4
333.,"Peiresc à Pierre Dupuy, 9 mai 1634",117,vol_4
334.,"Villiers à Mersenne, 13 mai 1634",132,vol_4
335.,"Mersenne à Peiresc, 14 mai 1634",140,vol_4
336.,"Descartes à Mersenne, 15 mai 1634",154,vol_4
337.,"Peiresc à Pierre Dupuy, 15 mai 1634",155,vol_4
338.,"Peiresc à Magy, 15 mai 1634",157,vol_4
339.,"Diodati à Galilée, 16 mai 1634",158,vol_4
340.,"Peiresc au P. de Loches, 20 mai 1634",160,vol_4
341.,"Peiresc à Pierre Dupuy, 23 mai 1634",162,vol_4
342.,"Peiresc à Jacques Dupuy, 29 et 30 mai 1634",164,vol_4
343.,"Hortensius à Gassend, 2 juin 1634",165,vol_4
344.,"Hortensius à Peiresc, 2 juin 1634",167,vol_4
345.,"Peiresc à Jacques Dupuy, 6 juin 1634",168,vol_4
346.,"Frenicle à Mersenne, 7 juin 1634",174,vol_4
347.,"Hortensius à Schickard, 11 juin 1634",175,vol_4
348.,"Peiresc à Mersenne, 18 juin 1634",184,vol_4
349.,"Boulliaud à Schickard, 19 juin 1634",186,vol_4
350.,"Villiers à Mersenne, 20 juin 1634",200,vol_4
351.,"Peiresc à Jacques Dupuy, 20 juin 1634",202,vol_4
352.,"Peiresc à Jacques Dupuy, 26 juin 1634",203,vol_4
353.,Mersenne à Melian (juin 1634),207,vol_4
354.,Mersenne à de Refuge (juin 1634),213,vol_4
355.,Mersenne à de Bourges (juin 1634),217,vol_4
356.,"La Charlonye à Mersenne, 2 juillet 1634",225,vol_4
357.,"Mersenne à Peiresc, 2 juillet 1634",236,vol_4
358.,"Peiresc à Mersenne, 8 juillet 1634",237,vol_4
359.,"Peiresc à Jacques Dupuy, 11 juillet 1634",239,vol_4
360.,"Peiresc à Mersenne, 16 juillet 1634",250,vol_4
361.,"Peiresc à Jacques Dupuy, 18 juillet 1634",251,vol_4
362.,"Peiresc à Jacques Dupuy, 25 juillet 1634",253,vol_4
363.,"Mersenne à Peiresc, 26 juillet 1634",267,vol_4
364.,"Mersenne à Peiresc, 28 juillet 1634",272,vol_4
365.,"La Charlonye à Mersenne, 30 juillet 1634",277,vol_4
366.,Schickard à... (fin de juillet 1634,277,vol_4
367,"Mersenne à Peiresc, 2 août 1634",461,vol_4
368,"Peiresc à Mersenne, 13 août 1634",278,vol_4
369,"Peiresc à Jacques Dupuy, 14 août 1634",285,vol_4
370,"Descartes à Mersenne, 14 août 1634",296,vol_4
371,"Villiers à Mersenne, 17 août 1634",297,vol_4
372,"Gassend à Boulliaud, 22 août 1634",304,vol_4
373,"Mersenne à Peiresc, 24 août 1634",324,vol_4
374,"Gassend à Diodati, 29 août 1634",327,vol_4
375,"Peiresc au P. de Loches, 29 août 1634",335,vol_4
376,"Saumaise à Peiresc, 2 septembre 1634",342,vol_4
377,"Peiresc à Bourdelot, 6 septembre 1634",343,vol_4
378,"Boulliaud à Gassend, 7 septembre 1634",345,vol_4
379,"Gassend à Naudé, 8 septembre 1634",347,vol_4
380,"La Charlonye à Mersenne, 9 septembre 1634",349,vol_4
381,Descartes à Mersenne (15 septembre 1634 ?),355,vol_4
382,"Hortensius à Gassend, 15 septembre 1634",359,vol_4
383,"Luillier à Peiresc, 20 septembre 1634",362,vol_4
384,"Le P. Kircher à Gassend, 23 septembre 1634",363,vol_4
385,Le P. Derand à Oughtred (commencement d'octobre 1634),364,vol_4
386,"Bourdelot à Peiresc, 12 octobre 1634",365,vol_4
387,"Villiers à Mersenne, 20 octobre 1634",368,vol_4
388,"Peiresc à Du Mesnil Aubery, 24 octobre 1634",369,vol_4
389,"Warner à Payne, 27 octobre 1634",379,vol_4
390,"Le P. Castelli à Galilée, 1er novembre 1634",380,vol_4
391,"Doni à Mersenne, 8 novembre 1634",383,vol_4
392,"La Charlonye à Mersenne, 2 décembre 1634",384,vol_4
393,"Mersenne à Peiresc, 4 décembre 1634",398,vol_4
394,"Peiresc à Mersenne, 19 décembre 1634",402,vol_4
395,"Peiresc à Jacques Dupuy, 19 décembre 1634",414,vol_4
396,Beaugrand à Mersenne (1632 ou 1634),422,vol_4
I,Moyennes proportionnelles,435,vol_4
II,La spirale de Galilée,438,vol_4
III,Les études de Mersenne sur le funépendule,444,vol_4
397.,"Bouchard à Mersenne, 1er janvier 1635",1,vol_5
398.,"Peiresc à Jacques Dupuy, 2 janvier 1635",8,vol_5
399.,"Peiresc à Aubery Du Mesnil, 2 janvier 1635",9,vol_5
400.,"Peiresc à Jacques Hallé, 2 janvier 1635",11,vol_5
401.,"Peiresc à Mersenne, 2 janvier 1635",12,vol_5
402.,"Peiresc au P. Célestin de Ste Liduine, 5 janvier 1635",14,vol_5
403.,"Villiers à Mersenne, 25 décembre 1634-8 janvier 1635",16,vol_5
404.,"Mersenne à Peiresc, 15 janvier 1635",24,vol_5
405.,"Mersenne à Doni, 2 février 1635",32,vol_5
406.,"Mersenne à Peiresc, 2 février 1635",45,vol_5
407.,"Peiresc à Gaillard, 13 février 1635",51,vol_5
408.,"Peiresc à Jacques Dupuy, 20 février 1635",52,vol_5
409.,"Villiers à Mersenne, 25 février 1635",53,vol_5
410.,"Boulliaud à Gassend, 26 février 1635",75,vol_5
411.,"Mersenne à Rivet, 3 mars 1635",83,vol_5
412.,"Villiers à Mersenne, 6 mars 1635",89,vol_5
413.,"Villiers à Mersenne, 12 mars 1635",106,vol_5
414.,"Diodati à Galilée, 12 mars 1635",107,vol_5
415.,"Peiresc à Mersenne, 20 mars 1635",109,vol_5
416.,"Peiresc à Jacques Dupuy, 20 mars 1635",111,vol_5
417.,"Villiers à Mersenne, 25 mars 1635",124,vol_5
418.,"Descartes à Mersenne, mars 1635",130,vol_5
419.,"Peiresc à Diodati, 1er avril 1635",132,vol_5
420.,"Diodati à Galilée, 10 avril 1635",133,vol_5
421.,"Peiresc à Aubery Du Mesnil, 17 avril 1635",134,vol_5
422.,Mersenne à Peiresc (vers le 20 avril 1635),141,vol_5
423.,"Peiresc à Mersenne, 23 avril 1635",144,vol_5
424.,"Villiers à Mersenne, 1er mai 1635",159,vol_5
425.,"Wendelin à Gassend, 1er mai 1635",162,vol_5
426.,"Peiresc à Mersenne, 5 mai 1635",173,vol_5
427.,"Peiresc à Aubery Du Mesnil, 8 mai 1635",175,vol_5
428.,"Peiresc à Mersenne, 8 mai 1635",177,vol_5
429.,"Cornu à Mersenne, 13 mai 1635",185,vol_5
430.,"Peiresc à Mersenne, 10 et 15 mai 1635",189,vol_5
431.,"Villiers à Mersenne, 15 mai 1635",199,vol_5
432.,"Peiresc à Diodati, 15 mai 1635",201,vol_5
433.,"Mersenne à Peiresc, 17 mai 1635",207,vol_5
434.,"Peiresc au P. Minuti, 23 mai 1635",208,vol_5
435.,"Mersenne à Peiresc, 23 mai 1635",212,vol_5
436.,"Mersenne à Peiresc, 25 mai 1635",216,vol_5
437.,"Mersenne à Peiresc, 26 mai 1635",220,vol_5
438.,"Saumaise à Jacques Dupuy, 1er juin 1635",220,vol_5
492.,"Peirese à Jacques Dupuy, 15 octobre 1635",425,vol_5
493.,"Peirese à Mersenno, 22 octobre 1635",426,vol_5
494.,"Cavaliéri à Galilée, 23 octobre 1635",429,vol_5
495.,Mersenno à de Valois (fin d'octobre 1635 ?),430,vol_5
496.,Mersenno à Jacques Hallé (fin d'octobre 1635),434,vol_5
497.,Mersenno à de Refuge (fin d'octobre 1635),437,vol_5
498.,"Mersenno à Étienne Pascal, 1er novembre 1635",441,vol_5
499.,"Gassend à Mersenno, 2 novembre 1635",444,vol_5
500.,"Beaugrand à Galilée, 3 novembre 1635",454,vol_5
501.,"Peirese à Mersenno, 4 novembre 1635",457,vol_5
502.,"Peirese à Gassend, 5 novembre 1635",459,vol_5
503.,"Peirese à Jacques Dupuy, 5 novembre 1635",460,vol_5
504.,"Peirese à Mersenno, 10 novembre 1635",462,vol_5
505.,"Peirese à Jacques Dupuy, 11 novembre 1635",465,vol_5
506.,"Cavaleri à Rocca, 11 novembre 1635",466,vol_5
507.,Mersenno à Habert de Montmor (novembre 1635),468,vol_5
508.,"Mersenno à Peirese, 13 novembre 1635",471,vol_5
509.,"Boulliaud à Peirese, 15 novembre 1635",474,vol_5
510.,"Mersenno à Peirese, 17 novembre 1635",477,vol_5
511.,"Mersenno à Gassend, 17 novembre 1635",483,vol_5
512.,"Mersenno à Gassend, 17 novembre 1635",492,vol_5
513.,"Peirese à Jacques Dupuy, 20 novembre 1635",499,vol_5
514.,"Mersenno à Peirese, 22 novembre 1635",500,vol_5
515.,"Peirese à Gassend, 23 novembre 1635",505,vol_5
516.,"Peirese à Jacques Dupuy, 26 novembre 1635",506,vol_5
517.,"Peirese à Du Mesnil Aubery, 26 novembre 1635",507,vol_5
518.,"Gassend à Peirese, 30 novembre 1635",508,vol_5
519.,"Le P. Castelli à Galilée, 30 novembre 1635",510,vol_5
520.,"Peirese à Mersenno, 2 décembre 1635",515,vol_5
521.,"Peirese à Gassend, 3 décembre 1635",521,vol_5
522.,"Doni à Peirese, 7 décembre 1635",522,vol_5
523.,"Gassend à Peirese, 8 décembre 1635",523,vol_5
524.,Doni à Mersenno (10 décembre 1635),524,vol_5
525.,"Gassend à Mersenno, 13 décembre 1635",532,vol_5
526.,"Gassend à Peirese, 15 décembre 1635",538,vol_5
527.,Villiers à Mersenno (mi-décembre 1635),539,vol_5
528.,"Peirese à Jacques Dupuy, 18 décembre 1635",547,vol_5
529.,"Cavaleri au P. Castelli, 19 décembre 1635",548,vol_5
530.,Villiers à Mersenno (décembre 1635),550,vol_5
531.,Deschamps à Trichet (1635),565,vol_5
532.,Deschamps à Trichet (1635),573,vol_5
533.,Descartes à (Mersenno) (1635),579,vol_5
534.,Descartes à (Mersenno) (1635),586,vol_5
535.,Le P. Pierre Duruel à Mersenno (1635 ?),589,vol_5
536.,"Peiresc à Jacques Dupuy, 1er janvier 1636",1,vol_6
537.,"Mersenne à Gassend, 1er janvier 1636",2,vol_6
538.,"Peiresc à Gassend, 9 janvier 1636",7,vol_6
539.,"Poysson à Gassend, 12 janvier 1636",8,vol_6
540.,"Le Fr. Fleury (?) à Mersenne, 22 janvier 1636",10,vol_6
541.,"Maggiotti à Michelini, 25 janvier 1636",13,vol_6
542.,"Peiresc à Aubery du Mesnil, 5 février 1636",15,vol_6
543.,"Peiresc à Jacques Dupuy, 12 février 1636",16,vol_6
544.,"Doni à Mersenne, 27 février 1636",17,vol_6
545.,"Gassend à Poysson, 29 février 1636",35,vol_6
546.,"Peiresc à J. Dupuy, 18 mars 1636",40,vol_6
547.,Descartes à Mersenne (mars 1636),42,vol_6
548.,"Francesco Barberini à Peiresc, 1er avril 1636",46,vol_6
549.,"Peiresc à Jacques Dupuy, 7 avril 1636",47,vol_6
550.,"Fermat à Mersenne, 26 avril 1636",50,vol_6
551.,"Peiresc à J. Dupuy, 29 avril 1636",63,vol_6
552.,"Ch. Cavendish à Warner, 12 mai 1636",65,vol_6
553.,"Peiresc à J. Dupuy, 20 mai 1636",68,vol_6
554.,Doni à Mersenne (mai 1636),70,vol_6
555.,"Peiresc à Saumaise, 2 juin 1636",90,vol_6
556.,"Peiresc à J. Dupuy, 3 juin 1636",91,vol_6
557.,"Fermat à Mersenne, 3 juin 1636",92,vol_6
558.,"Peiresc à Naudé, 5 juin 1636",98,vol_6
559.,"Doni à Peiresc, 6-9 juin 1636",99,vol_6
560.,"Hobbes à William, comte de Newcastle, 23 juin 1636",101,vol_6
561.,"Cousu à Mersenne, 24 juin 1636",103,vol_6
562.,"Fermat à Mersenne, 24 juin 1636",108,vol_6
563.,"G. Wendelin à Constantin Huygens, 7 juillet 1636",118,vol_6
564.,Fermat à Mersenne (15 juillet 1636),120,vol_6
565.,"Peiresc à Jacques Dupuy, 22 juillet 1636",127,vol_6
566.,"Le P. Castelli à (P. de Carcavy), (juillet ou août 1636)",128,vol_6
567.,Fermat à Roberval (août 1636),130,vol_6
568.,"Fermat à Mersenne, 2 septembre 1636",132,vol_6
569.,"Mersenne à Rivet, 15 septembre 1636",137,vol_6
570.,"Doni à Peiresc, 27 septembre 1636",141,vol_6
571.,"Peiresc à Jacques Dupuy, (14) octobre 1636",143,vol_6
572.,"Peiresc au P. Gilles de Loches, 4 novembre 1636",144,vol_6
573.,"Fermat à Roberval, 4 novembre 1636",145,vol_6
574.,"Carcavy à Galilée, 6 novembre 1636",152,vol_6
575.,"Peiresc à Mersenne, 20 novembre 1636",154,vol_6
576.,"Fermat à Roberval, 16 décembre 1636",157,vol_6
577.,Hortensius à Morin (décembre 1636),161,vol_6
578.,"Constantin Huygens à Descartes, 5 janvier 1637",163,vol_6
579.,"Const. Huygens à (van Euskirchen), 5 janvier 1637",165,vol_6
580.,"Roberval à Mersenne, 6 ou 16 janvier 1637",167,vol_6
581.,"Hortensius à Diodati, 1er février 1637",178,vol_6
582.,"Dormalius à Peiresc, 6 février 1637",180,vol_6
583.,Doni à Mersenne (début de février 1637 ou 1638),181,vol_6
584.,"Mersenne à Descartes, 15 février 1637",186,vol_6
585.,"A. de Gagnières à Mersenne, 17 février 1637",190,vol_6
586.,"Carcavy à Galilée, 22 février 1637",200,vol_6
587.,"Villiers à Mersenne, 24 février 1637",201,vol_6
588.,"Const. Huygens à Descartes, 25 février 1637",207,vol_6
589.,"Descartes à Huygens, 25 février 1637",208,vol_6
590.,"Const. Huygens à Descartes, 1er mars 1637",209,vol_6
591.,"Carcavy à Galilée, 3 mars 1637",210,vol_6
592.,Descartes à C. Huygens (3 mars 1637),211,vol_6
593.,"Diodati à Peiresc, 6 mars 1637",213,vol_6
594.,"Peiresc à Dormalius, 6 mars 1637",215,vol_6
595.,"Mersenne à Peiresc, 15 mars (?) 1637",216,vol_6
596.,"Diodati à Hortensius, 16 mars 1637",220,vol_6
597.,"Descartes à Const. Huygens, 22 mars 1637",222,vol_6
598.,"Const. Huygens à Descartes, 24 mars 1637",223,vol_6
599.,"Mersenne à A. Rivet, 25 mars 1637",225,vol_6
600.,"Peiresc à J. Dupuy, 14 avril 1637",231,vol_6
601.,Descartes à Mersenne (vers le 20 avril 1637),232,vol_6
602.,"Descartes à Const. Huygens, 20 avril 1637",237,vol_6
603.,"Doni à Mersenne, 25 avril 1637",238,vol_6
604.,"Maggiotti à Galilée, 25 avril 1637",241,vol_6
605.,"Maggiotti à Michelini, 25 avril 1637",243,vol_6
606.,"Hortensius à Diodati, 27 avril 1637",244,vol_6
607.,Fermat à Mersenne (avril ou mai 1637),247,vol_6
608.,"Maggiotti à Galilée, 16 mai 1637",255,vol_6
609.,Descartes à Mersenne (vers le 17 mai) 1637,256,vol_6
610.,Descartes à Mersenne (vers le 17 mai) 1637,260,vol_6
611.,"Descartes à (G. Habert de Cerisy), (vers le 17 mai) 1637",263,vol_6
612.,"Descartes à Const. Huygens, 20 mai 1637",265,vol_6
613.,"Diodati à Hortensius, 22 mai 1637",266,vol_6
614.,"Constantin Huygens à Descartes, 2 juin 1637",267,vol_6
615.,"Galilée à Carcavy, 5 juin 1637",268,vol_6
616.,Descartes à Mersenne (6 juin 1637),277,vol_6
617.,Descartes à Const. Huygens (entre 8 et 12 juin 1637),284,vol_6
618.,"Diodati à Galilée, 11 juin 1637",285,vol_6
619.,Descartes à Mersenne (seconde moitié de juin 1637),287,vol_6
620.,"J. Huebner à Hartlib, 1er juillet 1637",291,vol_6
621.,"Diodati à Galilée, 14 juillet 1637",294,vol_6
622.,"Cornu à Mersenne, 12 août 1637",295,vol_6
623.,"Doni à Mersenne, 19 août 1637",299,vol_6
624.,"Huebner à Hartlib, 26 août 1637",304,vol_6
625.,"Const. Huygens à Descartes, 18 septembre 1637",306,vol_6
626.,"Gassend à Boulliaud, 29 septembre 1637",308,vol_6
627.,"Digby à Hobbes, 4 octobre 1637",311,vol_6
628.,Descartes à Mersenne (5 ou 12 octobre 1637),314,vol_6
629.,Descartes à Mersenne pour Fermat (5 ou 12 octobre 1637),316,vol_6
630.,"Gassend à Boulliaud, 3 novembre 1637",320,vol_6
631,Fermat à Mersenne (novembre 1637),397,vol_6
632,"Mersenne à Rivet, 25 novembre 1637",321,vol_6
633,"Mersenne à Galilée, 27 novembre 1637",333,vol_6
634,"Naudé à Cassiano dal Pozzo, 4 décembre 1637",339,vol_6
635,"Roberto Galilei à Galileo Galilei, 23 décembre 1637",341,vol_6
636,Descartes à Mersenne (fin décembre 1637),343,vol_6
637,Herbert de Cherbury à Mersenne (1636),344,vol_6
638,Herbert de Cherbury à Mersenne (mai ou juin 1637),353,vol_6
639,Mersenne à Herbert de Cherbury (commencement octobre 1637),358,vol_6
640,Gaffarel à Mersenne (entre 1631 et 1641),368,vol_6
641.,"Jean-Albert Ban à W. Boswell, 15 janvier 1638",1,vol_7
642.,Fermat à Mersenne (janvier 1638 ?),6,vol_7
643.,Descartes à Mersenne (janvier 1638),9,vol_7
644.,"Descartes à Mersenne (janvier 1638), jointe à la précédente",13,vol_7
645.,"Mersenne à Rivet, 20 janvier 1638 (lettre inédite)",22,vol_7
646.,"Mersenne à Rivet, 23 janvier 1638, jointe à la précédente, inédite",32,vol_7
647.,Descartes à Mersenne (25 janvier 1638),37,vol_7
648.,Descartes à Huygens (25 janvier 1638),43,vol_7
649.,"Rob. Galilei à Galileo Galilei, 21 février 1638",44,vol_7
650.,"J.-B. Morin à Descartes, 22 février 1638",45,vol_7
651.,Rob. Galilei à Galileo Galilei (28) février 1638,48,vol_7
652.,"Fermat à Mersenne (février 1638), avec un appendice.",49,vol_7
653.,"Descartes à Mydorge (1er mars 1638), avec un appendice",58,vol_7
654.,Descartes à Mersenne (1er mars 1638),74,vol_7
655.,Beaugrand à Mersenne (début de mars 1638),87,vol_7
656.,"Le P. Jean du Relle à Mersenne, 4 mars 1638, inédite.",104,vol_7
657.,"Les frères Elsevier à Mersenne, 8 mars 1638",110,vol_7
658.,"J.-B. Doni à Mersenne, 10 mars 1638 (lettre inédite)",113,vol_7
659.,H. Reneri (ou Regnier) à Mersenne (milieu de mars 1638),118,vol_7
660.,"R. Galilei à Galileo Galilei, 30 mars 1638",119,vol_7
661.,"Descartes à Mersenne, 31 mars 1638",143,vol_7
662.,Descartes à Huygens (mars-avril 1638),146,vol_7
663.,"G. Desargues à Mersenne, 4 avril 1638",158,vol_7
664.,Roberval contre Descartes (1re moitié d'avril 1638),169,vol_7
665.,"Fermat à Mersenne, 20 avril 1638",173,vol_7
666.,Mersenne à Descartes (28 avril 1638),180,vol_7
667.,"A. Rivet à Mersenne, 29 avril 1638 (lettre inédite)",189,vol_7
668.,"Descartes à Mersenne, 3 mai 1638 (avec appendice)",203,vol_7
669.,"Godefroy d'Estrades à Huygens, 8 mai 1638 (l'autographe manque) ..",204,vol_7
670.,"R. Galilei à Galileo Galilei, 11 mai 1638",205,vol_7
671.,J.-A. Ban à Mersenne (15 mai 1638) (lettre inédite),210,vol_7
672.,"Mersenne à Rivet, 23 mai 1638 (lettre inédite).",222,vol_7
673.,Descartes à Huygens (27 mai 1638),224,vol_7
674.,Descartes à Mersenne (17/27 mai 1638),247,vol_7
675.,"Roberval à Fermat, 1er juin 1638",253,vol_7
676.,Descartes à Mersenne (3 juin 1638),272,vol_7
677.,Fermat à Mersenne (début de juin 1638),284,vol_7
678.,"Fermat à Mersenne, 15 juin 1638",287,vol_7
679.,"R. Galilei à Galileo Galilei, 22 juin 1638",288,vol_7
680.,R. Descartes à Claude Hardy (29 (?) juin) 1638,293,vol_7
681.,"Descartes à Mersenne (29 juin 1638), avec appendice de Gillet ......",321,vol_7
683,"Fermat à Mersenne (fin juin ou début juillet 1638), avec appendice",322,vol_7
684,"Mersenne à Cl. Saumaise, 8 juillet 1638",336,vol_7
685,"R. Galilei à Galileo Galilei, 13 juillet 1638",339,vol_7
686,"Descartes à Mersenne (13 juillet 1638), avec appendice",340,vol_7
687,Fermat à Mersenne (vers le 20 juillet 1638),376,vol_7
688,"Doni à Mersenne, 26 juillet 1638 (lettre inédite)",381,vol_7
689,"Fermat à Mersenne, 27 juillet 1638, avec appendice",397,vol_7
690,"Descartes à Mersenne, 27 juillet 1638",404,vol_7
690,Pons et Rossignol à Mersenne (1638),429,vol_7
I,Descartes à J. W. Eding pour Hartlib,435,vol_7
II,Descartes à X… pour Hartlib (avril-mai 1638),438,vol_7
III,Un écrit de Fermat (sur la tangente à l'ellipse),442,vol_7
IV,Note de Mersenne sur divers problèmes…,447,vol_7
V,"Problème des quatre globes, par Haestrecht",453,vol_7
691.,"Mersenne, à Paris, à René Descartes, à (Santpoort), 1er août 1638",1,vol_8
692.,"Pierre de Fermat, à Toulouse, à Mersenne, à Paris, 5 août 1638",4,vol_8
693.,"J.-B. Doni, à Rome, à Mersenne, à Paris, 7 août 1638",7,vol_8
694.,"P. de Fermat, à Toulouse, à Mersenne, à Paris, 10 août 1638",26,vol_8
695.,"Galilée, à Florence, à Elia Diodati, à Paris (7 ou 17 août 1638)",32,vol_8
696.,"R. Descartes, à (Santpoort), à Mersenne, à Paris, 23 août 1638",34,vol_8
697.,"R. Descartes, à (Santpoort), à Mersenne, à Paris, 12 septembre 1638",70,vol_8
698.,"J.-A. Ban, à Haarlem, à Mersenne, à Paris, 20 septembre 1638",81,vol_8
699.,"Florimond Debeaune, près de Blois, à Mersenne, à Paris, 25 septembre 1638",84,vol_8
700.,"R. Descartes, à (Santpoort), à Mersenne, à Paris (11 octobre 1638)",94,vol_8
701.,"R. Descartes, à (Santpoort), à Pierre de Fermat, à Toulouse (11 octobre 1638)",134,vol_8
702.,"Le P. J. Morin, à (Paris), à Mersenne, à Paris, 12 octobre (1638)",136,vol_8
703.,"Fl. Debeaune, près de Blois, à G. Personne de Roberval, à Paris, 16 octobre 1638",139,vol_8
704.,"P. de Fermat, à Toulouse, à Mersenne, à Paris, 22 octobre 1638",153,vol_8
705.,"J.-A. Ban, à Haarlem, à Mersenne, à Paris, 31 octobre 1638",163,vol_8
706.,"Fl. Debeaune, à Blois, à Mersenne, à Paris, 13 novembre 1638",171,vol_8
707.,"R. Descartes, à (Santpoort), à Mersenne, à Paris, 15 novembre 1638",184,vol_8
708.,"Mersenne, à Paris, à André Rivet, à La Haye, 20 novembre 1638",219,vol_8
709.,"G. Naudé, à Rieti, à Cassiano dal Pozzo, à Rome, 24 novembre 1638",225,vol_8
710.,"R. Descartes, à (Santpoort), à Mersenne, à Paris (5 décembre 1638)",227,vol_8
711.,"G. Naudé, à Rieti, à Cassiano dal Pozzo, à Rome, 7 décembre 1638",237,vol_8
712.,"Mersenne, à Paris, à André Rivet, à La Haye, 20 décembre 1638",238,vol_8
713.,"P. de Fermat, à Toulouse, à Mersenne, à Paris, 26 décembre 1638",248,vol_8
714.,"Gaudais, à ..., à Mersenne, à Paris (décembre 1638)",251,vol_8
715.,"Gaudais, à ..., à Mersenne, à Paris (décembre 1638)",254,vol_8
716.,"J.-A. Ban, à Haarlem, à Jean-B. Doni, à Rome, 1er janvier 1639",256,vol_8
717.,"R. Descartes, à (Santpoort), à Mersenne, à Paris, 9 janvier 1639",263,vol_8
718.,"R. Descartes, à (Santpoort), à Frenicle de Bessy, à Paris (9 janvier 1639).",278,vol_8
719.,"Mersenne, à Paris, à A. Rivet, à La Haye, 15 janvier (1639)",285,vol_8
720.,"R. Descartes, à (Santpoort), à Mersenne, à Paris, 9 février 1639",288,vol_8
721.,"Cl. de Saumaise, à Leyde, à Mersenne, à Paris, 13 février 1639",310,vol_8
722.,"Jacobus Aretius, à Londres, à Mersenne, à Paris, 14 février (1639)",313,vol_8
723.,"P. de Fermat, à Toulouse, à Mersenne, à Paris, 20 février 1639",321,vol_8
724.,"R. Descartes, à (Santpoort), à Mersenne, à Paris (20 février 1639)",324,vol_8
725.,"Laz. Meyssonier, à Lyon, à Mersenne, à Paris, 25 février 1639",330,vol_8
726.,"Fl. Debeaune, à Blois, à Mersenne, à Paris, 26 février 1639",334,vol_8
727.,"J.-A. Ban, à Harlem, à Mersenne, à Paris, 1er mars 1639",341,vol_8
728.,"Fl. Debeaune, à Blois, à Mersenne, à Paris, 5 mars 1639",347,vol_8
729,"Le P. Santini, à Milan, à (Galilée, à Arcetri), 23 mars 1639",353,vol_8
730,"J. Aretius, à Londres, à Mersenne, à Paris, 25 mars (1639)",355,vol_8
731,"Fl. Debeaune, à Blois, à Mersenne, à Paris, 26 mars 1639",360,vol_8
732,"Fl. Debeaune, à Blois, à Mersenne, à Paris, 3 avril 1639",369,vol_8
733,"J.-A. Ban, à Haarlem, à Mersenne, à Paris, 12 avril 1639",374,vol_8
