review_sample,sample_order,priority,queue_type,edition_id,category,current_value,suggested_review_focus,queue_reason,year,city,language,short_title,title_or_short_title,elements_books,additional_content,wardhaugh_classification,related_categories,unknown_categories,classification_profile,review_decision,corrected_value,apply_to_reprints,review_notes
yes,160,9,unknown,bib-73,Military Engineering,unknown,,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
yes,161,9,unknown,bib-30,Military Engineering,unknown,,model returned unknown,1627,Zurich,GERMAN,"Geometriae, Theoricae Et Practicae. XII. Bücher: Inn welchen die Geometrischen Fundament Euclidis, unnd der selben gebrauch, auff das kürtzest, unnd leichtest, als in einem Handbuch beschriben werden ; Allen Baw- und Kriegs verstendigen, Feldmessern, und","Geometriae, Theoricae Et Practicae. XII. Bücher:
Inn welchen die Geometrischen Fundament Euclidis, unnd der selben gebrauch,
auff das kürtzest, unnd leichtest, als in einem Handbuch beschriben werden;
Allen Baw- und Kriegs verstendigen, Feldmessern, und …",,,,Practical Geometry; Surveying; Theoretical Mathematics,Military Engineering; Construction,Military Engineering=unknown; Construction=unknown; Practical Geometry=primary; Surveying=secondary; Theoretical Mathematics=primary,,,,
yes,162,9,unknown,bib-260,Military Engineering,unknown,,model returned unknown,1659,Dordrecht,DUTCH,,"Astronomisch en Geometrisch
QUADRANT.
Mitsgaders des selfs onderwijs.

Zynde seer nut en vermaeckelijck voor alle kryghs-Officie-
ren / Ingenieurs / Coop-lieden / Landt-meeters / Zee-varende en Krygs-
sende Lieden / en alle Liefhebbers van Mathematische speculatie.

In desen laetsten druck van nieuws overzien, en van merckelijcke fauten ge-
betert, en met verscheyde Voorstellen vermeedert, nevens het maken des
selven Quadrants.

Door MATTHEUS VAN NISPEN.",,,,Practical Geometry; Astronomy; Instrument Construction; Instrument Use,Commercial Mathematics; Military Engineering; Surveying; Navigation,Commercial Mathematics=unknown; Military Engineering=unknown; Practical Geometry=secondary; Surveying=unknown; Astronomy=primary; Instrument Construction=primary; Instrument Use=primary; Navigation=unknown,,,,
yes,163,9,unknown,Paris_1697,Military Engineering,unknown,,model returned unknown,1697,Paris,"FRENCH, LATIN",,"[Vol. 1]: COURS
DE
MATHEMATIQUE,
QUI COMPREND
Toutes les Parties les plus utiles & les plus
necessaires à un homme de Guerre, & à
tous ceux qui se veulent perfectionner dans
cette Science.
TOME PREMIER.
Qui contient l’Introduction aux Mathematiques, & les Elemens
d’Euclide.
Par Mr. OZANAM, Professeur des
Mathematiques.
NOUVELLE EDITION REVEUE ET CORRIGE'E.","1–6, 11–12",,CLAVIUS,Theoretical Mathematics,Arithmetic; Military Engineering; Navigation,Arithmetic=unknown; Military Engineering=unknown; Theoretical Mathematics=primary; Navigation=unknown,,,,
yes,164,9,unknown,Cologne_1607a,Music Theory,unknown,,model returned unknown,1607,Cologne,LATIN,,"[Vol. 1]: ANTONII POSSEVINI MANTVANI SOCIETATIS IESV BIBLIOTHECA SELECTA DE RATIONE STVDIORVM, Ad Dis-
ciplinas, & ad Salutem omnium gentium procurandam. RECOGNITA NOVISSIME AB EODEM, ET AVCTA, & in duos Tomos distributa. TRIPLEX ADDITVS INDEX. ALTER Librorum, ALTER Capitum,
TERTIVS Verborum, et Rerum. Quid autem in quolibet Tomo contineatur, Vide post Epist. Dedicatoriam. PERMISSV AVCTORIS NVNC PRIMVM IN GERMANIA EDITA
[Vol. 2]: ANTONII POSSEVINI SOCIETATIS IESV BIBLIO-THECAE SELECTÆ, DE RATION",,"Introductio harmonica, Sectio canonis",,Theoretical Mathematics,Music Theory,Theoretical Mathematics=primary; Music Theory=unknown,,,,
yes,165,9,unknown,35H84Y,Music Theory,unknown,,model returned unknown,1642,Bologna,LATIN,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","APIARIA
VNIVERSÆ PHILOSOPHIÆ MATHEMATICÆ,
IN QVIBVS
PARADOXA,
Et noua pleraque Machinamenta ad vsus eximios traducta,
& facillimis demonstrationibus confirmata,
ILLVSTRISS. ET EXCELLENTISS. D.
MATTHIAE GALASSO
SAC. ROM. IMPERII COMITI, &c.
A Coll. Tridentino Soc. Iesu dicata.
OPVS
Non modo Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris,
Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ
professoribus, &c. vtilissimum;
Curiosissimis inuentis refertum, figurarum",,,,Mechanics; Theoretical Mathematics,Architecture; Instrument Construction; Instrument Use; Music Theory,Architecture=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=secondary; Theoretical Mathematics=primary; Music Theory=unknown,,,,
yes,166,9,unknown,MorisS-21-5,Music Theory,unknown,,model returned unknown,,,,,,,,,,Music Theory,Music Theory=unknown,,,,
yes,167,9,unknown,MorisS-21-6,Music Theory,unknown,,model returned unknown,,,,,,,,,,Music Theory,Music Theory=unknown,,,,
yes,168,9,unknown,Rome_1593,Music Theory,unknown,,model returned unknown,,,,,,,,,,Music Theory,Music Theory=unknown,,,,
yes,169,9,unknown,FA6MQ0,Perspective,unknown,,model returned unknown,1551,London,ENGLISH,"The Pathway to Knowledg, containing the First Principles of Geometrie","The pathway to KNOWLEDG, CONTAINING THE FIRST PRINciples of Geometrie, as they may moste aptly be applied vnto practise, bothe for vse of instrumentes Geometricall, and astronomicall and also for proiection of plattes in euerye kinde, and therfore much necessary for all sortes of men.

Geometries verdicte
All fresshe fine wittes by me are filed,
All grosse dull wittes wishe me exiled:
Thoughe no mannes witte reiect will I,
Yet as they be, I wyll them trye.",,,,Practical Geometry; Instrument Use,Perspective; Architecture,Practical Geometry=primary; Perspective=unknown; Architecture=unknown; Instrument Use=primary,,,,
yes,170,9,unknown,bib-73,Perspective,unknown,,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
yes,171,9,unknown,N1D1J1,Perspective,unknown,,model returned unknown,1646,Rome,LATIN,Ars magna lucis et umbrae in decem libros digesta,"ATHANASII KIRCHERI
FVLDENSIS BVCHONII
E SOC. IESV PRESBYTERI;
Olim in Herbipolensi, & Auenionensi Societatis IESV Gymnasiis
Orientalium linguarum, & Matheseos, nunc huius
in Romano Collegio Professoris ordinarij.

ARS MAGNA
LVCIS ET VMBRAE
In decem Libros digesta.
QVIBVS
ADMIRANDAE LVCIS ET VMBRAE
in mundo, atque adeo vniuersa natura, vires effectusq.
vti noua, ita varia nouorum reconditiorumq.
speciminum exhibitione, ad varios mor-
talium vsus, panduntur.

Cum Priuilegio Sacr. Caesar. Maiestati",,,,,Practical Geometry; Perspective; Gnomonics & Horology,Practical Geometry=unknown; Perspective=unknown; Gnomonics & Horology=unknown,,,,
yes,172,9,unknown,MorisS-21-13,Perspective,unknown,,model returned unknown,,,,,,,,,,Perspective,Perspective=unknown,,,,
yes,173,9,unknown,MorisS-4-7,Perspective,unknown,,model returned unknown,,,,,,,,,Architecture,Perspective,Perspective=unknown; Architecture=primary,,,,
no,,1,unknown,Paris_1521,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1521,Paris,LATIN,"Textus de Sphaera, introductoria additione commentarioque ad utilitatem studentium philosophiae Parisiensis Academiae illustratus, cum compositione annuli astronomici et geometria","TEXTVS  DE  SPHÆRA  IOANNIS  DE  SACROBOSCO:
INTRODVCTORIA ADditione (quantum necessarium est) commentarioque, ad vtilitatem studentium philosophiæ Parisiensis Academiæ illustratus. Cum compositione Annuli astronomici Boneti Latensis: Et Geometria Euclidis Megarensis.",,Geometria,,Astronomy; Instrument Construction,Practical Geometry,Practical Geometry=unknown; Astronomy=primary; Instrument Construction=secondary,,,,
no,,1,unknown,Paris_1538,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1538,Paris,LATIN,,"TEXTVS  DE  SPHAERA  IOANNIS  DE  SACROBOSCO:
INTRODVCTORIA ADditione (quantum necessarium est) commen-tarióque, ad vtilitatem studentium Philosophiæ Parisiensis Academiæ illustratus. Cum compositione Annuli astronomici Boneti Latensis: Et Geometria Euclidis Megarensis.",,Geometria,,Astronomy; Instrument Construction,Practical Geometry; Cosmography; Theoretical Mathematics; Trigonometry,Practical Geometry=unknown; Astronomy=primary; Cosmography=unknown; Instrument Construction=secondary; Theoretical Mathematics=unknown; Trigonometry=unknown,,,,
no,,1,unknown,YUHFFF,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1591,Heidelberg,LATIN,"Arithmeticae, musicae et geometriae compendia. Guilelmo xylandro interprete.","MICAELIS
PSELLI ARITHME-
TICÆ, MUSICÆ ET
GEOMETRIÆ COM-
PENDIA
GUILIELMO XYLANDRO
INTERPRETE.",,,,Arithmetic; Music Theory,Practical Geometry; Theoretical Mathematics,Arithmetic=primary; Practical Geometry=unknown; Theoretical Mathematics=unknown; Music Theory=primary,,,,
no,,1,unknown,Leiden_1599,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1599,Leiden,LATIN,,EVCLIDIS Optica & Catoptrica è Græco versa PER IOANNEM PENAM Regium Mathematicum. AD Illustrissimum Principem Car-olum Lotharingum Cardinalem.,,"Optica, Catoptrica (enunciations)",,Perspective; Theoretical Mathematics,Practical Geometry,Practical Geometry=unknown; Perspective=primary; Theoretical Mathematics=primary,,,,
no,,1,unknown,Lyon_1603,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1603,Lyon,LATIN,In geometriam Euclidis prioribus sex Elementorum libris comprehensam Demonstratio linealis Numeralis,"C. DIBVADII
IN
GEOMETRIAM EVCLIDIS
prioribus sex Elementorum
libris comprehensam
Demonstratio Numeralis.

Ad
CHRISTIANVM FRIIS
Cancellarium Regium.

Mathematica non à mole sed
rationum commoda clarè solum.
Diuinæ est scientiæ lumen,
bonitatis opus, animi & mentis.  ",1-6,,,,Arithmetic; Practical Geometry,Arithmetic=unknown; Practical Geometry=unknown,,,,
no,,1,unknown,MorisS-16-3,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1618,Paris,FRENCH,,"VSAGE
DV
COMPAS
DE
PROPORTION.

Par D. Henrion, Mathem.
",,,,Instrument Use,Practical Geometry; Trigonometry,Practical Geometry=unknown; Instrument Use=primary; Trigonometry=unknown,,,,
no,,1,unknown,ustc-55,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1620,Paris,FRENCH,"Briefve explication de l'usage de l'astrolabe avec un sommaire traicté de la sphère, comme aussi de l'usage tant du quarré géométrique que des globes","BRIEFVE
EXPLICATION
DE L'VSAGE
DE L'ASTROLABE.
AVEC VN SOMMAIRE TRAICTE
de la Sphere: comme aussi de l'vsage tant du quarré
Geometrique, que des Globes.
Par D. H. M.",,,,Astronomy; Instrument Use,Practical Geometry,Practical Geometry=unknown; Astronomy=primary; Instrument Use=primary,,,,
no,,1,unknown,bib-73,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
no,,1,unknown,MorisS-16-10,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1627,Lyon,FRENCH,,"RECREATION
MATHEMATICQVE,
COMPOSEE DE PLVSIEVRS
PROBLEMES
PLAISANTS ET
FACETEVX.

En faict d’Arithmetique, Geometrie, Mechanique,
Optique, Catoptrique, & autres parties
de cette belle science.

Augmentée en cette derniere Edition de plusieurs
Problemes non encore veus.

Ensemble les Figures adioustées au commencement
de chacune Proposition, ce qui n’a point encore
esté fait aux precedentes Impressions.",,,,Arithmetic; Mechanics,Practical Geometry,Arithmetic=secondary; Practical Geometry=unknown; Mechanics=secondary,,,,
no,,1,unknown,VQDBOK,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1638,Paris,FRENCH,"Examen du livre des Recreations mathematiques [with the text] et de ses problémes en geometric, mechanique, optique, & catoptrique Par C. Mydorge. (La Seconde (-Troisiesme) partie des Recreations mathematiques, etc.-Nottes sur les Recreations mathema","Examen du livre des Recreations mathematiques [with the text] et de ses problémes en geometric, mechanique, optique, & catoptrique Par C. Mydorge. (La Seconde (-Troisiesme) partie des Recreations mathematiques, etc.-Nottes sur les Recreations mathema",,,,Mechanics,Practical Geometry; Theoretical Mathematics,Practical Geometry=unknown; Mechanics=primary; Theoretical Mathematics=unknown,,,,
no,,1,unknown,bib-51,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1643,Paris,FRENCH,,"HYDROGRAPHIE
CONTENANT
LA THEORIE ET LA
PRACTIQVE DE TOVTES LES
PARTIES DE LA NAVIGATION.

Composé par le Pere GEORGES FOVRNIER de la
Compagnie de IESVS, Mathematicien.",,,,Cartography; Instrument Use; Navigation,Practical Geometry; Surveying; Astronomy; Geography; Instrument Construction; Trigonometry,Practical Geometry=unknown; Surveying=unknown; Cartography=secondary; Astronomy=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=secondary; Navigation=primary; Trigonometry=unknown,,,,
no,,1,unknown,ustc-19,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1644,Paris,FRENCH,"L'algèbre, Effections géométriques, et partie de l'Exégétique nombreuse. Traduites de latin en françois, où est adjouté des notes et commentaires, et quantité de problèmes zététiques","L'ALGEBRE
EFFECTIONS
Geometriques, & par-
tie de l'Exege'tique
nombreuse de l'Illu-
stre F. Viete.
Traduites de Latin en Fran-
çois, ou eſt adjouté des notes
Commentaires,
quantité de Problemes Ze-
teticques.
Par N. DVRRET, Cosmogra-
phe ordinaire du Roy.",,,,Theoretical Mathematics,Practical Geometry,Practical Geometry=unknown; Theoretical Mathematics=primary,,,,
no,,1,unknown,bib-132,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1647,Leeuwarden,Dutch,,"Hexameron Geometricum,
OFTE
Nieuw Onderwijs
der Landt-Meterye:

Waer door yemandt, in den tijdt van
ses Dagen, de Landt-meterye, son-
der Reken-konst, genoegsaem en-
de seer lichtelijck kan leeren:

Zijnde hier achter noch tot een Aen-hanghsel
by-gevoegt, een corte Methode, Coherentiae ende
aen-een-hanginge der gantscher Theologie.

Door D. Anguilla Rosæo.",,,,Surveying,Practical Geometry; Instrument Use,Practical Geometry=unknown; Surveying=primary; Instrument Use=unknown,,,,
no,,1,unknown,bib-202,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1649,Middelburg,DUTCH,Pacht-tafelen. Waer door alle on-ervarene inde reken-konste konnen calculeren de pacht,"PACHT-TAFELEN.
Waer door alle On-erfarene
inde Reken-konste seer verdigh en gheereedt,
kommen calculeren de Pacht, Huere, Onkolf, en Koop van
Lands; ten adventante dan alle voor-ghestelde Prijs,
’t Gemet, de Morgen, ofte Bunder.

Mitsgaders
Eene grondighe Instructie, om oock door de voorsz.
Pacht-tafelen te vinden een yder competente, in alle Verhueringen
van Tienden, Molens, Dijck-eringen, Visfcheryen, &c. Item in alle
Befserfingen, handelingen van Compagnie of Geselschap, als
oock inde m’n Bes",,,,Arithmetic; Commercial Mathematics; Construction,Practical Geometry,Arithmetic=primary; Commercial Mathematics=primary; Construction=secondary; Practical Geometry=unknown,,,,
no,,1,unknown,bib-215,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1653,London,ENGLISH,,"Mathematicall
RECREATIONS.
OR,
A Collection of many Problemes,
extracted out of the Ancient and Modern Philo­-
sophers, as Secrets and Experiments in Arithmetick,
Geometry, Cosmographie, Horologiographie, Astronomie,
Navigation, Musick, Opticks, Architecture, Staticks,
Mechanicks, Chymistry, Water-works, Fire-
works, &c. Not vulgarly mani­
fest till now.

Written first in Greeke and Latin, lately compil’d
in French, by Henry Van Etten, and now in English,
with the Examinations and Augmentations ",,,,Arithmetic; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Instrument Use; Mechanics; Navigation; Music Theory,Practical Geometry,Arithmetic=secondary; Practical Geometry=unknown; Architecture=secondary; Gnomonics & Horology=secondary; Astronomy=secondary; Cosmography=secondary; Instrument Use=secondary; Mechanics=secondary; Navigation=secondary; Music Theory=secondary,,,,
no,,1,unknown,bib-142,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1663,Arnhem,DUTCH,,"Het eerste Deel
Van de
MATHEMATISCHE
VERMAECK-
LYCKHEDEN,

Te samen ghevoeght
Van verscheyden ghenuchelijcke
ende boertighe Werck-stucken, soo uyt
Arithmetica, Geometria, Astronomia, Geographia, Coſ-
mographia, Muſica, Phyſica, Optica, Catoptrica,
Architectonica, Scioterica, als uyt andere
onghehoorde myſterien meer.

Getranslateert uyt het Francſch in Neder-
duytſche tale: ende verrijckt, vermeerdert ende verbeteret
met verſcheyden Obſervationen ende Annotationen,
dienende tot onderrichtinghe v",,,,Arithmetic; Architecture; Astronomy; Cosmography; Geography; Music Theory,Practical Geometry; Theoretical Mathematics,Arithmetic=secondary; Practical Geometry=unknown; Architecture=secondary; Astronomy=secondary; Cosmography=secondary; Geography=secondary; Theoretical Mathematics=unknown; Music Theory=secondary,,,,
no,,1,unknown,bib-86,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1664,Bologna,LATIN,,"FABRICA, ET USO
Del Compasso di Proportione,

Dove insegna à gli Artefici il modo di fare in esso
le necessarie diuisioni,

E con varij Problemi vsuali mostra l’vtilità
di questo Stromento,

DEL MOLTO REV. P. PAOLO CASATI
della Compagnia di GIESU,

Dando le ragioni, & apportando le dimostrazioni di tutte
le operationi nella Fabrica, e nell’Vso.

OPERA UTILE
Non solo à Geometri, Agrimensori, Architetti ciuili, e militari, Pittori,
Scultori, & a tutti quelli, che vsano del Disegno, ma anche a Bom-",,,,Arithmetic; Instrument Construction; Instrument Use,Commercial Mathematics; Practical Geometry,Arithmetic=secondary; Commercial Mathematics=unknown; Practical Geometry=unknown; Instrument Construction=primary; Instrument Use=primary,,,,
no,,1,unknown,bib-270,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1668,Vlissingen,DUTCH,,"PACHT-TAFELEN.
Waer door alle On-erbarene
in de Reken-konste seer veerdigh en ge­
reect / konnen calculeren de Pacht, Huere, Onkoft, en Koop
van Lande; ten abbenante van alle booz-gestelde Prijs,
’t Gemet, de Morgen, ofte Bunder.

MIDTSGADERS

Eene grondige Instructie, om oock door de voorsz Pacht-tafelen te vin­
den een yeders competente; in alle Verhueringen van Tienden, Molens, Dijck­
ettingen, Visscheryen, &c. Item in alle Sellerinissien, Handelingen van
Compagnie of Geselschap; als oock med",,,,Arithmetic; Commercial Mathematics,Practical Geometry; Surveying; Theoretical Mathematics,Arithmetic=secondary; Commercial Mathematics=primary; Practical Geometry=unknown; Surveying=unknown; Theoretical Mathematics=unknown,,,,
no,,1,unknown,bib-206,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1677,"Frankfurt, Leipzig",GERMAN,"Der Verschantzte Turenne Oder Gründliche Alt- und Neue Kriegs-Bau-Kunst: Worinnen aus den benöthigten Fundamenten Einer vortheilhafften, ungemeinen und meist Geometrischen Arithmetic, und Gründlichen vollständigen Geometrie, mit einem gantz neu-erfundenen so bequemen und universalen Instrument, daß man zu allerley Geometrischen und Astronomischen Praxibus noch nie dergleichen gehabt, Uber die Niederländische oder Freytagische Fortification Noch Sechs gantz Andere Neu- und mehr verstärckte Befestigungs-Arten der besten Ingenieurs jetziger Zeit deutlich für Incipienten und gründlich für Practicanten anweiset, Johann Heinrich Behr, P.","Der Verschanzte Turenne
Oder
Gründliche Alte und Neue
Kriegs = Bau = Kunst /

Absehenen aus den berühmbtesten Fundamenten
Einer vortheilhafften, angenehmen und meist Geometrischen Arithmetick, und
Gründlichen vollständigen Geometrie, mit einem ganz neuen funden, so bequemen und
universalen Instrument, daß man zu allerley Geometrischen und Mechanischen Praxibus
noch nie dergleichen gesehen.

Über die Niederländische oder Fünfeckige Fortification,
Noch Sechs ganz Andere Neu- und mehr verstärkte Be",,,,Arithmetic; Military Engineering; Construction; Astronomy; Mechanics,Practical Geometry; Instrument Use; Theoretical Mathematics; Trigonometry,Arithmetic=secondary; Military Engineering=primary; Construction=primary; Practical Geometry=unknown; Astronomy=secondary; Instrument Use=unknown; Mechanics=secondary; Theoretical Mathematics=unknown; Trigonometry=unknown,,,,
no,,1,unknown,bib-256,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1677,London,ENGLISH,,"A
Mathematical Manual;
CONTAINING
TABLES
OF
LOGARITHMES.
FOR
Numbers, Sines, and Tangents.

WITH
The manifold Use thereof briefly
Explained and Applied in Arithmetick,
Geometry, Astronomy, Geography,
Surveying, Navigation, Dialling,
Gunnery, and Ganging.

By HENRY PHILLIPPES.",,,,Arithmetic; Military Engineering; Surveying; Gnomonics & Horology; Astronomy; Geography; Navigation; Trigonometry,Practical Geometry,Arithmetic=secondary; Military Engineering=secondary; Practical Geometry=unknown; Surveying=secondary; Gnomonics & Horology=secondary; Astronomy=secondary; Geography=secondary; Navigation=secondary; Trigonometry=primary,,,,
no,,1,unknown,bib-143,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1690,Rome,LATIN,,"LEXICON
MATHEMATICUM.
HOC EST
Rerum omnium ad universam planè Mathesim
quocunque modo, directè, vel indirectè
spectantium,
COLLECTIO, ET EXPLICATIO.

Continens Terminum, praesertim exoticorum, dilucidationem,
Nominis rationem, atque Etymologiam, Principia, Praecepta
communia, Axiomata, &c. ac brevem, & exactam
Doctrinae traditionem; additis, ubi opus est,
schematibus, ad pleniorem Tyronum
intelligentiam.

Ut non immerito
QUADRIVIUM SCIENTIARUM,
Ac totius MATHESIS PROMPTVARIVM dici possit.

AUTHO",,,,,Arithmetic; Practical Geometry; Theoretical Mathematics,Arithmetic=unknown; Practical Geometry=unknown; Theoretical Mathematics=unknown,,,,
no,,1,unknown,bib-250,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1694,Paris,FRENCH,,"RECREATIONS
MATHEMATIQUES
ET
PHYSIQUES,

QUI CONTIENNENT

Plusieurs Problêmes d’Arithmetique, de Geome-
trie, d’Optique, de Gnomonique, de Cosmo-
graphie, de Mecanique, de Pyrotechnié, & de
Physique. Avec un Traité nouveau des Hor-
loges Elementaires.

Par Mr OZANAM, Professeur des Mathematiques.

TOME PREMIER.",,,,Arithmetic; Gnomonics & Horology; Cosmography; Mechanics,Practical Geometry; Instrument Construction; Instrument Use,Arithmetic=primary; Practical Geometry=unknown; Gnomonics & Horology=primary; Cosmography=primary; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=primary,,,,
no,,1,unknown,Paris_1695,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1695,Paris,FRENCH,"Les Élémens de géométrie ou de la mesure du corps, qui comprennent les Élémens d'Euclide et l'analise, les plus belles propositions d'Archimède touchant le cercle, la sphère, le cylindre et le cône","Les Élémens de géométrie ou de la mesure du corps, qui comprennent les Élémens d'Euclide et l'analise, les plus belles propositions d'Archimède touchant le cercle, la sphère, le cylindre et le cône ...",,,,Theoretical Mathematics,Practical Geometry,Practical Geometry=unknown; Theoretical Mathematics=primary,,,,
no,,1,unknown,Lübeck_and_Frankfurt_1699,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1699,"Lübeck, Frankfurt",GERMAN,"Teutsch-Redender Euclides, oder Acht Bücher Von Denen Anfängen der Mess=Kunst: Auff eine neue und gantz leichte Art, zu Nutzen, allen Generalen, Ingeniern, Natur- und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern in Teutscher Sprach eingerichtet und bewiesen","Teutsch-Redender Euclides, Oder Acht Bücher Von Denen An-fängen Der Meß-Künst, Auff eine neue und gantz leichte Art, Zu Nutzen Allen Generalen, Ingeniern, Natur-und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern In Teutscher Sprach eingerichtet und bewiesen, Durch A. E. B. V. P.","1–6, 11–12",,CLAVIUS,Theoretical Mathematics,Practical Geometry,Practical Geometry=unknown; Theoretical Mathematics=primary,,,,
