title,page_count,href,exists_in_commentaria,mathematics_related,subjects
"Finck, Thomas - Geometria rotundi. Basel 1583.pdf",431,https://app.transkribus.org/sites/noscemus/doc/816417?colId=88639,,True,geometry
"Finé, Oronce - Protomathesis. Paris 1532.pdf",445,https://app.transkribus.org/sites/noscemus/doc/906081?colId=88639,Paris_1532,True,mathematics
"Finé, Oronce - Quadratura circuli ... Paris 1544.pdf",119,https://app.transkribus.org/sites/noscemus/doc/899969?colId=88639,,True,geometry
"Fischart, Johann & Toxites, Michael - Onomastica II. Strasbourg 1574.pdf",519,https://app.transkribus.org/sites/noscemus/doc/798545?colId=88639,,Unknown,bibliography
"Flamsteed, John - Historia coelestis Britannica. Vol. 1. London 1725.pdf",505,https://app.transkribus.org/sites/noscemus/doc/928154?colId=88639,,True,astronomy; history
"Flamsteed, John - Historia coelestis Britannica. Vol. 2. London 1725.pdf",665,https://app.transkribus.org/sites/noscemus/doc/928153?colId=88639,,True,astronomy; history
"Flamsteed, John - Historia coelestis Britannica. Vol. 3. London 1725.pdf",451,https://app.transkribus.org/sites/noscemus/doc/928152?colId=88639,,True,astronomy; history
"Flemyng, Malcolm - Neuropathia. York 1740.pdf",165,https://app.transkribus.org/sites/noscemus/doc/604890?colId=88639,,False,medicine
"Florido, Ambrosio - Dialogismus de natura universa maris. Padua 1613.pdf",61,https://app.transkribus.org/sites/noscemus/doc/695813?colId=88639,,False,physics; literature
"Foësius, Anutius - Oeconomia Hippocratis. Frankfurt am Main 1588.pdf",713,https://app.transkribus.org/sites/noscemus/doc/888138?colId=88639,,False,medicine; bibliography
"Fontana, Francesco - Novae coelestium terrestriumque rerum observationes. Naples 1646.pdf",176,https://app.transkribus.org/sites/noscemus/doc/718534?colId=88639,,True,astronomy; scientific method
"Fracastoro, Girolamo - Homocentrica. Venice 1538.pdf",175,https://app.transkribus.org/sites/noscemus/doc/845316?colId=88639,,True,astronomy
"Fracastoro, Girolamo - Syphilis. Verona 1530.pdf",221,https://app.transkribus.org/sites/noscemus/doc/709640?colId=88639,,False,medicine
"Franck, Johannes Christophorus (ed.) - Bibliotheca novissima observationum ac recensionum. Halle (Saale) 1721.pdf",603,https://app.transkribus.org/sites/noscemus/doc/694471?colId=88639,,Unknown,bibliography
"Frandsen, Hans - De oculorum fabricatione. Wittenberg 1556.pdf",31,https://app.transkribus.org/sites/noscemus/doc/710271?colId=88639,,False,anatomy
"Frey, Janus Caecilius - Opuscula varia. Paris 1646.pdf",567,https://app.transkribus.org/sites/noscemus/doc/897281?colId=88639,,Unknown,unknown
"Froidmont, Libert - Ant-Aristarchus. Antwertp 1631.pdf",333,https://app.transkribus.org/sites/noscemus/doc/900765?colId=88639,,Unknown,unknown
"Froidmont, Libert - Saturnalicae cenae variatae somnio sive peregrinatione caelesti. Leuven 1616.pdf",174,https://app.transkribus.org/sites/noscemus/doc/696170?colId=88639,,True,astronomy
"Froidmont, Libert - Saturnaliciae cenae variatae somnio sive peregrinatione caelesti. Leuven 1665.pdf",89,https://app.transkribus.org/sites/noscemus/doc/733506?colId=88639,,True,astronomy
"Froriep, Robert & Andorff, Friedrich August - Atlas anatomicus. Weimar 1852.pdf",39,https://app.transkribus.org/sites/noscemus/doc/928156?colId=88639,,False,anatomy
"Füchsel, Georg Christian - Historia terrae et maris. Erfurt 1761.pdf",211,https://app.transkribus.org/sites/noscemus/doc/648073?colId=88639,,False,geography; history
"Fuchs, Leonhart - Apologia Leonardi Fuchsii. Hagenau 1534.pdf",78,https://app.transkribus.org/sites/noscemus/doc/652469?colId=88639,,Unknown,unknown
"Fuchs, Leonhart - De historia stirpium. Basel 1542.pdf",935,https://app.transkribus.org/sites/noscemus/doc/750209?colId=88639,,False,botany; history
"Fuchs, Leonhart - Errata medicorum recentiorum. Hagenau 1530.pdf",161,https://app.transkribus.org/sites/noscemus/doc/658381?colId=88639,,False,medicine
"Fuchs, Leonhart - Paradoxorum medicinae libri III. Basel 1535.pdf",275,https://app.transkribus.org/sites/noscemus/doc/608631?colId=88639,,False,medicine
Funebre symbolum virorum aliquot illustrium. Paris 1555.pdf,25,https://app.transkribus.org/sites/noscemus/doc/693147?colId=88639,,Unknown,unknown
"Funk, Johann Kaspar - Liber de coloribus coeli. Ulm 1716.pdf",305,https://app.transkribus.org/sites/noscemus/doc/769231?colId=88639,,True,astronomy
"Furichius, Johannes Nicolaus - Chryseidos libri IIII. Strasbourg 1631.pdf",107,https://app.transkribus.org/sites/noscemus/doc/607715?colId=88639,,False,alchemy
"Galenus & Gessner, Conrad - Claudii Galeni Pergameni omnia, quae extant, in Latinum sermonem conversa. Vol. 1. Basel 1562.pdf",920,https://app.transkribus.org/sites/noscemus/doc/830009?colId=88639,,False,medicine
"Galenus & Ingrassia, Giovanni Filippo - In Galeni librum de ossibus commentaria. Palermo 1603.pdf",311,https://app.transkribus.org/sites/noscemus/doc/770140?colId=88639,,False,medicine; anatomy
"Galenus & Laguna, Andrés de - Epitome Galeni operum. Basel 1551.pdf",823,https://app.transkribus.org/sites/noscemus/doc/720096?colId=88639,,False,medicine
"Galenus & Maimonides, Moses - Aphorismi Rabi Moysis ex Galeno collecti. Basel 1579.pdf",635,https://app.transkribus.org/sites/noscemus/doc/616640?colId=88639,,False,medicine
"Galenus & Winter, Johann - De anatomicis administrationibus libri novem. Basel 1531.pdf",189,https://app.transkribus.org/sites/noscemus/doc/616641?colId=88639,,False,anatomy
"Galesio, Agostino - De terraemotu liber. Bologna 1571.pdf",158,https://app.transkribus.org/sites/noscemus/doc/841473?colId=88639,,Unknown,geography
"Galilei, Galileo & Bernegger, Matthias - Systema cosmicum. Strasbourg 1635.pdf",543,https://app.transkribus.org/sites/noscemus/doc/733507?colId=88639,,True,astronomy
"Galilei, Galileo - Sidereus nuntius. Venice 1610.pdf",66,https://app.transkribus.org/sites/noscemus/doc/888526?colId=88639,,True,astronomy
"Galilei, Galileo - Systema cosmicum. Leiden 1699.pdf",839,https://app.transkribus.org/sites/noscemus/doc/898562?colId=88639,,True,astronomy
"Galvani, Luigi - De viribus electricitatis in motu musculari commentarius. Mantova 1792.pdf",116,https://app.transkribus.org/sites/noscemus/doc/808146?colId=88639,,True,mechanics; physics; anatomy
"Garulli, Camillo - Hypothesis copernicana, Cometae et Elegiarum monobiblos. Rome 1777.pdf",193,https://app.transkribus.org/sites/noscemus/doc/617657?colId=88639,,True,astronomy
"Gassendi, Pierre - Exercitationes paradoxicae. Amsterdam 1649.pdf",241,https://app.transkribus.org/sites/noscemus/doc/786345?colId=88639,,Unknown,unknown
"Gassendi, Pierre - Institutio astronomica. Paris 1647.pdf",275,https://app.transkribus.org/sites/noscemus/doc/732894?colId=88639,MorisS-13-5,True,astronomy
"Gassendi, Pierre - Mercurius in sole visus. Paris 1632.pdf",49,https://app.transkribus.org/sites/noscemus/doc/736347?colId=88639,MorisS-13-1,True,astronomy
"Gassendi, Pierre - Opera omnia. Vol. 1. Lyon 1658.pdf",881,https://app.transkribus.org/sites/noscemus/doc/693174?colId=88639,,Unknown,unknown
"Gassendi, Pierre - Opera omnia. Vol. 2. Lyon 1658.pdf",893,https://app.transkribus.org/sites/noscemus/doc/929371?colId=88639,,Unknown,unknown
"Gassendi, Pierre - Opera omnia. Vol. 3. Lyon 1658.pdf",715,https://app.transkribus.org/sites/noscemus/doc/732972?colId=88639,,Unknown,unknown
"Gassendi, Pierre - Opera omnia. Vol. 4. Lyon 1658.pdf",551,https://app.transkribus.org/sites/noscemus/doc/929375?colId=88639,,Unknown,unknown
"Gassendi, Pierre - Opera omnia. Vol. 5. Lyon 1658.pdf",795,https://app.transkribus.org/sites/noscemus/doc/929376?colId=88639,,Unknown,unknown
"Gassendi, Pierre - Opera omnia. Vol. 6. Lyon 1658.pdf",567,https://app.transkribus.org/sites/noscemus/doc/929377?colId=88639,,Unknown,unknown
"Gassendi, Pierre - Tychonis Brahei vita. Paris 1654.pdf",575,https://app.transkribus.org/sites/noscemus/doc/653297?colId=88639,,False,biography
"Gaun, Franz & Feigenpuz, Johann E. - Iter per salinas Tyrolenses. Innsbruck 1707.pdf",132,https://app.transkribus.org/sites/noscemus/doc/695642?colId=88639,,Unknown,unknown
"Gaurico, Luca - Opera omnia. Vol. 1. Basel 1575.pdf",947,https://app.transkribus.org/sites/noscemus/doc/732895?colId=88639,,Unknown,unknown
"Gauß, Carl Friedrich - Disquisitiones arithematicae. Leipzig 1801.pdf",707,https://app.transkribus.org/sites/noscemus/doc/724118?colId=88639,,True,arithmetic
"Geisler, David & Drechsler, Johann Gabriel - De nive prodigiosa. Leipzig 1673.pdf",24,https://app.transkribus.org/sites/noscemus/doc/692916?colId=88639,,Unknown,snow and ice
"Gemma-Frisius, Cornelis - Ephemerides meteorographicae. Antwerp 1563.pdf",89,https://app.transkribus.org/sites/noscemus/doc/928696?colId=88639,,True,astronomy; meteorology
"Gemma-Frisius, Cornellis - De natura divinis characterismis. Antwertp 1575.pdf",244,https://app.transkribus.org/sites/noscemus/doc/718636?colId=88639,,False,physics; agriculture; theology
"Gemma Frisius, Rainer & Peletier, Jacques - Arithmeticae practicae methodus facilis. Paris 1545.pdf",165,https://app.transkribus.org/sites/noscemus/doc/897956?colId=88639,,True,arithmetic
"Gentilis, de Fulgineo & degli Emanuelli, Bartolomeo - Super dicta Gentilis super definitione de febre data ab Avicenna. Rome 1524.pdf",55,https://app.transkribus.org/sites/noscemus/doc/706766?colId=88639,,False,medicine
"Georg, Tannstetter Collimitius (ed.) - Tabulae eclipsium magistri Georgi Peuerbachii. Viena 1514.pdf",279,https://app.transkribus.org/sites/noscemus/doc/830008?colId=88639,,True,astronomy
"Gerstner, Johann Karl Anton - Dissertatio de salubritate aquae. Innsbruck 1756.pdf",33,https://app.transkribus.org/sites/noscemus/doc/662866?colId=88639,,Unknown,unknown
"Gessner, Conrad - Bibliotheca universalis. Zurich 1545.pdf",1317,https://app.transkribus.org/sites/noscemus/doc/704336?colId=88639,,Unknown,bibliography
"Gessner, Conrad - Catalogus Plantarum. Zurich 1542.pdf",345,https://app.transkribus.org/sites/noscemus/doc/701509?colId=88639,,False,botany
"Gessner, Conrad - De chirurgia. Zurich 1555.pdf",883,https://app.transkribus.org/sites/noscemus/doc/668499?colId=88639,,False,surgery
"Gessner, Conrad - De omni rerum fossilium genere, gemmis, lapidibus, metallis et huiusmodi libri aliquot. Zurich 1565.pdf",1081,https://app.transkribus.org/sites/noscemus/doc/748048?colId=88639,,False,chemistry; mineralogy
"Gessner, Conrad - De raris et admirandis herbis. Zurich 1555.pdf",106,https://app.transkribus.org/sites/noscemus/doc/608632?colId=88639,,Unknown,unknown
"Gessner, Conrad - De rerum fossilium figuris. Zurich 1565.pdf",359,https://app.transkribus.org/sites/noscemus/doc/608633?colId=88639,,False,mineralogy
"Gessner, Conrad (ed.) - Valerii Cordi Simesusii Annotationes in Pedacii Dioscorides Anazarbei de medica materia libros V. Strasbourg 1561.pdf",645,https://app.transkribus.org/sites/noscemus/doc/835557?colId=88639,,False,physics; medicine
"Gessner, Conrad - Historia animalium. Vol. 1. Zurich 1551.pdf",1168,https://app.transkribus.org/sites/noscemus/doc/756856?colId=88639,,False,zoology; history
"Gessner, Conrad - Historia animalium. Vol. 2. Zurich 1554.pdf",153,https://app.transkribus.org/sites/noscemus/doc/766507?colId=88639,,False,zoology; history
"Gessner, Conrad - Historia animalium. Vol. 3. Zurich 1555.pdf",822,https://app.transkribus.org/sites/noscemus/doc/756854?colId=88639,,False,zoology; history
"Gessner, Conrad - Historia animalium. Vol. 4. Zurich 1558.pdf",1349,https://app.transkribus.org/sites/noscemus/doc/756853?colId=88639,,False,zoology; history
"Gessner, Conrad - Icones animalium. Zurich 1553.pdf",75,https://app.transkribus.org/sites/noscemus/doc/739097?colId=88639,,False,zoology
"Gessner, Conrad - Icones animalium. Zurich 1560.pdf",141,https://app.transkribus.org/sites/noscemus/doc/739098?colId=88639,,False,zoology
"Gessner, Conrad - Nomenclator aquatilium animantium. Zurich 1560",409,https://app.transkribus.org/sites/noscemus/doc/599653?colId=88639,,False,zoology; bibliography
"Gessner, Conrad - Pandectae. Zurich 1548.pdf",765,https://app.transkribus.org/sites/noscemus/doc/704338?colId=88639,U6JR6P,Unknown,unknown
"Gessner, Conrad - Sanitatis tuendae praecepta. Zurich 1556.pdf",33,https://app.transkribus.org/sites/noscemus/doc/637780?colId=88639,,False,medicine
"Giachini, Leonardo - Quaestionum naturalium libellus. Lyon 1540.pdf",49,https://app.transkribus.org/sites/noscemus/doc/655270?colId=88639,,Unknown,unknown
"Gilbert, William - De magnete. London 1600.pdf",271,https://app.transkribus.org/sites/noscemus/doc/608634?colId=88639,,Unknown,physics
"Gilbert, William - De mundo. Amsterdam 1651.pdf",347,https://app.transkribus.org/sites/noscemus/doc/607716?colId=88639,,Unknown,unknown
"Gilles, Pierre & Aelianus, Claudius - Ex Aeliani Historia. Lyon 1533.pdf",646,https://app.transkribus.org/sites/noscemus/doc/775467?colId=88639,,False,history
"Gilles, Pierre & Aelianus, Claudius - Ex Aeliani Historia. Lyon 1535.pdf",619,https://app.transkribus.org/sites/noscemus/doc/775142?colId=88639,,False,history
"Gmelin, Johann Georg - Flora Sibirca sive Historia plantarum Sibiriae. 4 vols. St. Petersburg 1747-1769.pdf",1452,https://app.transkribus.org/sites/noscemus/doc/747382?colId=88639,,False,botany; history
"Göbel, Severin - De succino. s. l. 1565.pdf",75,https://app.transkribus.org/sites/noscemus/doc/705666?colId=88639,,Unknown,unknown
"Goens, Daniel van - Disputatio philosophica, an luna habitabilis sit. Utrecht 1738.pdf",39,https://app.transkribus.org/sites/noscemus/doc/662867?colId=88639,,True,astronomy; philosophy
"Goldbach, Christian - Letter to Euler 20-31 Juliy 1730.pdf",2,https://app.transkribus.org/sites/noscemus/doc/915096?colId=88639,,True,mathematics
"Gramm, Caeso & Brücken, Christoph Heinrich - Anatomia nivis. Kiel 1666.pdf",25,https://app.transkribus.org/sites/noscemus/doc/689823?colId=88639,,False,anatomy
"Grape, Zacharias & Schnabel, Johann - Dissertatio philosophica examinans placita quaedam scripti recentissimi. Rostock 1700.pdf",34,https://app.transkribus.org/sites/noscemus/doc/750216?colId=88639,,Unknown,philosophy
"Grataroli, Guglielmo - Alchemiae quam vocant artisque metallicae doctrina. Basel 1571.pdf",1505,https://app.transkribus.org/sites/noscemus/doc/616642?colId=88639,,False,chemistry; alchemy; mineralogy
"Gravius, Johannes & Harpprecht, Ferdinand Christoph - Disquisitio de quod iustum est circa nivem. Tübingen 1693.pdf",65,https://app.transkribus.org/sites/noscemus/doc/694622?colId=88639,,Unknown,unknown
"Gregorius, de Tipherno - De astrologia oratio (Reden und Briefe italienischer Humanisten).pdf",330,https://app.transkribus.org/sites/noscemus/doc/623151?colId=88639,,Unknown,astrology
"Gregory, David - Astronomiae physicae et geometricae elementa. Oxford 1702.pdf",517,https://app.transkribus.org/sites/noscemus/doc/833197?colId=88639,,True,geometry; astronomy; physics
"Griendel, Johann Franz - Micrographia nova. Nuremberg 1687.pdf",153,https://app.transkribus.org/sites/noscemus/doc/736348?colId=88639,,Unknown,scientific instruments
"Griffet, Claude - Cerebrum carmen. Rouen 1727.pdf",25,https://app.transkribus.org/sites/noscemus/doc/604308?colId=88639,,False,anatomy
"Grisogono, Federico - De fluxu et refluxu maris. Venice 1528.pdf",63,https://app.transkribus.org/sites/noscemus/doc/668500?colId=88639,,Unknown,oceanography
Grospré Robert - Regimen sanitatis. Gent 1538.pdf,35,https://app.transkribus.org/sites/noscemus/doc/706099?colId=88639,,False,medicine
Grospré Robert - Regimen sanitatis. Paris 1539.pdf,61,https://app.transkribus.org/sites/noscemus/doc/706100?colId=88639,,False,medicine
"Großinger, Johann Baptist - Universa history physica regni Hungariae. Vol. 1. Bratislava & Komorn 1793.pdf",649,https://app.transkribus.org/sites/noscemus/doc/693690?colId=88639,,Unknown,physics
"Großinger, Johann Baptist - Universa history physica regni Hungariae. Vol. 2. Bratislava & Komorn 1793.pdf",503,https://app.transkribus.org/sites/noscemus/doc/693691?colId=88639,,Unknown,physics
"Großinger, Johann Baptist - Universa history physica regni Hungariae. Vol. 3. Bratislava & Komorn 1794.pdf",433,https://app.transkribus.org/sites/noscemus/doc/693693?colId=88639,,Unknown,physics
"Großinger, Johann Baptist - Universa history physica regni Hungariae. Vol. 4. Bratislava & Komorn 1794.pdf",455,https://app.transkribus.org/sites/noscemus/doc/693694?colId=88639,,Unknown,physics
"Großinger, Johann Baptist - Universa history physica regni Hungariae. Vol. 5. Bratislava 1797.pdf",377,https://app.transkribus.org/sites/noscemus/doc/693695?colId=88639,,Unknown,physics
"Gross, Johann Georg & Brunn, Johann Jakob von - Theoremata philosophica de stella magorum. Basel 1611.pdf",9,https://app.transkribus.org/sites/noscemus/doc/632441?colId=88639,,Unknown,philosophy
"Grove, Robert - Carmen de sanguinis circuitu. London 1685.pdf",47,https://app.transkribus.org/sites/noscemus/doc/694470?colId=88639,,False,anatomy
"Guarinonius, Hippolytus - Chylosophia academica. Innsbruck 1648.pdf",473,https://app.transkribus.org/sites/noscemus/doc/819057?colId=88639,,Unknown,unknown
"Guericke, Otto von - Experimenta nova Magdeburgica de vacuo spatio. Amsterdam 1672.pdf",281,https://app.transkribus.org/sites/noscemus/doc/704812?colId=88639,,True,mechanics; scientific method
"Hachet, Louis-Paul et al. - Theses mathematicae. Paris 1754.pdf",10,https://app.transkribus.org/sites/noscemus/doc/693692?colId=88639,,True,mathematics
"Haller, Albrecht von - Bibliotheca botanica. 2 vols. Zurich 1771-1772.pdf",1551,https://app.transkribus.org/sites/noscemus/doc/929707?colId=88639,,False,botany; bibliography
"Haller, Albrecht von - Epistolae ad Albertum Hallerum. Bern 1773. Vol. 1.pdf",459,https://app.transkribus.org/sites/noscemus/doc/623152?colId=88639,,False,literature
"Haller, Albrecht von - Epistolae ad Albertum Hallerum. Bern 1773. Vol. 2.pdf",453,https://app.transkribus.org/sites/noscemus/doc/623153?colId=88639,,False,literature
"Haller, Albrecht von - Epistolae ad Albertum Hallerum. Bern 1774. Vol. 3.pdf",547,https://app.transkribus.org/sites/noscemus/doc/623154?colId=88639,,False,literature
"Haller, Albrecht von - Epistolae ad Albertum Hallerum. Bern 1774. Vol. 4.pdf",382,https://app.transkribus.org/sites/noscemus/doc/623155?colId=88639,,False,literature
"Haller, Albrecht von - Epistolae ad Albertum Hallerum. Bern 1774. Vol. 5.pdf",373,https://app.transkribus.org/sites/noscemus/doc/623156?colId=88639,,False,literature
"Haller, Albrecht von - Epistolae ad Albertum Hallerum. Bern 1775. Vol. 6.pdf",577,https://app.transkribus.org/sites/noscemus/doc/623157?colId=88639,,False,literature
"Haller, Albrecht von - Icones plantarum Helvetiae. Bern 1795.pdf",197,https://app.transkribus.org/sites/noscemus/doc/748684?colId=88639,,False,botany
"Haller, Albrecht von - Iter Helveticum. Göttingen 1740.pdf",208,https://app.transkribus.org/sites/noscemus/doc/906121?colId=88639,,Unknown,unknown
"Halley, Edmond - Methodus singularis qua solis parallaxis determinari poterit - Philosophical Transactions of the Royal Society 29. London 1717.pdf",12,https://app.transkribus.org/sites/noscemus/doc/696813?colId=88639,,True,astronomy; philosophy
"Hanov, Michael Christoph & Wolff, Joannes Leonhardus - Origo mundi ex montibus vallibusque. Danzig 1735.pdf",33,https://app.transkribus.org/sites/noscemus/doc/605286?colId=88639,,Unknown,unknown
"Harchies, Josse de - Enchiridion medicum. Basel 1573.pdf",355,https://app.transkribus.org/sites/noscemus/doc/608635?colId=88639,,False,medicine; education
"Harvey, William - Exercitatio anatomica de motu cordis et sanguinis in animalibus. Frankfurt am Main 1628.pdf",90,https://app.transkribus.org/sites/noscemus/doc/704813?colId=88639,,True,mechanics; zoology; anatomy
"Harvey, William - Exercitationes de generatione animalium. London 1651.pdf",343,https://app.transkribus.org/sites/noscemus/doc/704814?colId=88639,,False,zoology
"Heffner, Johann Carl - Museum disputatorium physico-medicum. Vol. 1.1. Zittau 1756.pdf",693,https://app.transkribus.org/sites/noscemus/doc/906982?colId=88639,,False,physics; natural history; medicine
"Heffner, Johann Carl - Museum disputatorium physico-medicum. Vol. 1.2. Zittau 1756.pdf",169,https://app.transkribus.org/sites/noscemus/doc/906981?colId=88639,,False,physics; natural history; medicine
"Heffner, Johann Carl - Museum disputatorium physico-medicum. Vol. 1.3. Zittau 1756.pdf",87,https://app.transkribus.org/sites/noscemus/doc/906983?colId=88639,,False,physics; natural history; medicine
"Heffner, Johann Carl - Museum disputatorium physico-medicum. Vol. 2.1. Zittau 1764.pdf",549,https://app.transkribus.org/sites/noscemus/doc/906984?colId=88639,,False,physics; natural history; medicine
"Heffner, Johann Carl - Museum disputatorium physico-medicum. Vol. 2.2-3. Zittau 1764.pdf",211,https://app.transkribus.org/sites/noscemus/doc/906986?colId=88639,,False,physics; natural history; medicine
"Heister, Lorenz - Compendium anatomicum. Altdorf 1717.pdf",145,https://app.transkribus.org/sites/noscemus/doc/746790?colId=88639,,False,anatomy; education
"Hell, Maximilian - Observatio transitus Veneris. Vienna 1761.pdf",131,https://app.transkribus.org/sites/noscemus/doc/605036?colId=88639,,True,astronomy
"Hell, Maximilian & Weinhart, Ignaz - Elogium Petri Anich. Innsbruck 1768.pdf",51,https://app.transkribus.org/sites/noscemus/doc/605913?colId=88639,,Unknown,unknown
"Helmont, Jan Baptista van - Ortus medicinae. Amsterdam 1649.pdf",1005,https://app.transkribus.org/sites/noscemus/doc/688159?colId=88639,,False,medicine
"Hernández, Francisco - Rerum medicarum Novae Hispaniae Thesaurus. Rome 1651.pdf",1098,https://app.transkribus.org/sites/noscemus/doc/735139?colId=88639,,False,medicine
"Hessus, Eobanus - De bona valetudine libellus. Frankfurt am Main 1564.pdf",387,https://app.transkribus.org/sites/noscemus/doc/835247?colId=88639,,False,medicine
"Heurne, Johan van - Institutiones medicinae. Leiden 1592.pdf",679,https://app.transkribus.org/sites/noscemus/doc/746788?colId=88639,,False,medicine; education
"Hevelius, Johannes - Mercurius in sole visus Gedani. Danzig 1662.pdf",205,https://app.transkribus.org/sites/noscemus/doc/617658?colId=88639,,True,astronomy
"Hevelius, Johannes - Selenographia. Gdańsk 1647.pdf",784,https://app.transkribus.org/sites/noscemus/doc/839340?colId=88639,,True,astronomy
"Heyne, Christian Gottlob - Elogium Rudolphi Augustini Vogel. Göttingen 1775.pdf",27,https://app.transkribus.org/sites/noscemus/doc/605914?colId=88639,,Unknown,unknown
"Hippocrates & Berigardus, Petrus - Hippocratis Aphorismi rhytmici. Udine 1645.pdf",49,https://app.transkribus.org/sites/noscemus/doc/1285856?colId=88639,,False,medicine
"Hippocrates & Burnet, Thomas - Hippocrates contractus. Edinburgh 1685.pdf",257,https://app.transkribus.org/sites/noscemus/doc/720098?colId=88639,,False,medicine
"Hippocrates & Denisot, Gérard - Hippocratis Aphorismis versibus Graecis et Latini expositi. Paris 1634.pdf",193,https://app.transkribus.org/sites/noscemus/doc/1285855?colId=88639,,False,medicine
"Hippocrates & Dionysius, Paullus - Aphorismi Hippocratis versibus redditi. Verona 1599.pdf",113,https://app.transkribus.org/sites/noscemus/doc/713325?colId=88639,,False,medicine
"Hippocrates & Galenus, & Cruser, Hermann - Hippocratis De natura humana liber cum commentariis Galeni. Paris 1534.pdf",241,https://app.transkribus.org/sites/noscemus/doc/841474?colId=88639,,False,physics; medicine
"Hippocrates & Leonberger, Georg - Hippocratis Coi medicinae et medicorum omnium principis Aphorismorum et sententiarum medicarum libri septem. Nuremberg 1537.pdf",221,https://app.transkribus.org/sites/noscemus/doc/816416?colId=88639,,False,medicine
"Hirsch, Siegfried - Amussis Ferdinandea. Munich 1654.pdf",200,https://app.transkribus.org/sites/noscemus/doc/862096?colId=88639,,Unknown,unknown
Historia et commentationes Academiae Electoralis Scientiarum et Elegantiorum Litterarum Theodoro-Palatinae. Vol. 6 physicum. Mannheim 1790.pdf,586,https://app.transkribus.org/sites/noscemus/doc/705667?colId=88639,,False,physics; history
"Hobbes, Thomas - Examinatio et emendatio. London 1660.pdf",213,https://app.transkribus.org/sites/noscemus/doc/696106?colId=88639,,Unknown,unknown
"Hoffmann, Friedrich - De atheo convincendo ex artificiosissima machinae humanae structura. Halle (Saale) 1694.pdf",29,https://app.transkribus.org/sites/noscemus/doc/652470?colId=88639,,True,mechanics; engineering
"Hoffmann, Friedrich - Medicina rationalis systematica. Supplementum. Halle 1740.pdf",257,https://app.transkribus.org/sites/noscemus/doc/928138?colId=88639,,False,medicine
"Hoffmann, Friedrich - Medicina rationalis systematica. Vol. 1. Halle 1718.pdf",529,https://app.transkribus.org/sites/noscemus/doc/928144?colId=88639,,False,medicine
"Hoffmann, Friedrich - Medicina rationalis systematica. Vol. 2. Halle 1720.pdf",521,https://app.transkribus.org/sites/noscemus/doc/928145?colId=88639,,False,medicine
"Hoffmann, Friedrich - Medicina rationalis systematica. Vol. 3. Halle 1727.pdf",637,https://app.transkribus.org/sites/noscemus/doc/928143?colId=88639,,False,medicine
"Hoffmann, Friedrich - Medicina rationalis systematica. Vol. 4,1. Halle 1729.pdf",633,https://app.transkribus.org/sites/noscemus/doc/928142?colId=88639,,False,medicine
"Hoffmann, Friedrich - Medicina rationalis systematica. Vol. 4,2. Halle 1732.pdf",581,https://app.transkribus.org/sites/noscemus/doc/928141?colId=88639,,False,medicine
"Hoffmann, Friedrich - Medicina rationalis systematica. Vol. 4,3. Halle 1737.pdf",687,https://app.transkribus.org/sites/noscemus/doc/928140?colId=88639,,False,medicine
"Hoffmann, Friedrich - Medicina rationalis systematica. Vol. 4,4. Halle 1739.pdf",585,https://app.transkribus.org/sites/noscemus/doc/928137?colId=88639,,False,medicine
"Hoffmann, Friedrich - Medicina rationalis systematica. Vol. 4,5. Halle 1739.pdf",341,https://app.transkribus.org/sites/noscemus/doc/928139?colId=88639,,False,medicine
"Hondius, Jodocus - Nova et accurata Italiae hodiernae descriptio. Amsterdam 1626.pdf",433,https://app.transkribus.org/sites/noscemus/doc/845317?colId=88639,,Unknown,unknown
"Honterus, Johannes - Rudimenta cosmographica. Zurich 1546.pdf",99,https://app.transkribus.org/sites/noscemus/doc/709642?colId=88639,,True,astronomy
"Honterus, Johannes - Rudimentorum cosmographiae libri duo. Kraków 1534.pdf",134,https://app.transkribus.org/sites/noscemus/doc/912763?colId=88639,,True,astronomy
"Horn, Christoph - De auro medico philosophorum. Frankfurt am Main 1615.pdf",103,https://app.transkribus.org/sites/noscemus/doc/607717?colId=88639,,False,medicine; philosophy
"Horne, Johannes van & Swammerdam, Jan - Miraculum naturae. Leiden 1672.pdf",92,https://app.transkribus.org/sites/noscemus/doc/735142?colId=88639,,False,theology
"Horn, Georg - Orbis politicus. Leipzig 1668.pdf",591,https://app.transkribus.org/sites/noscemus/doc/708109?colId=88639,,False,law
"Horrebow, Peder - Copernicus triumphans. Copenhagen 1727.pdf",61,https://app.transkribus.org/sites/noscemus/doc/748685?colId=88639,,True,astronomy
"Horrocks, Jeremiah & Wallis, John - Ieremiae Horrocii opera posthuma. London 1673.pdf",525,https://app.transkribus.org/sites/noscemus/doc/663923?colId=88639,,True,mathematics
"Hortenisus, Martinus - Oratio de dignitate et utilitate matheseos. Amsterdam 1634.pdf",29,https://app.transkribus.org/sites/noscemus/doc/658513?colId=88639,,True,mathematics
"Hortensius, Martinus - De Mercurio in sole viso. Leiden 1633.pdf",101,https://app.transkribus.org/sites/noscemus/doc/668501?colId=88639,,True,astronomy
"Hottinger, Johan Heinrich & Hottinger, Solomon - ΚΡΥΣΤΑΛΛΟΛΟΓΙΑ seu Dissertatio de Crystallis. Zurich 1698.pdf",48,https://app.transkribus.org/sites/noscemus/doc/738972?colId=88639,,Unknown,crystallography
