review_id,Page/Key,Language,Feature Name,Value_orig,Value_llm,Value_llm5,final_candidate,working_final_value,decision_tier,needs_human_review,review_priority,recommendation_rule,recommendation_support,decision_reason,current_db_value,current_source_revision,current_revision_name,mapped_to_db_feature,is_v6_revision,current_exact_working_final,current_unordered_comma_match,current_missing
R1381,Lyon_1645,FRENCH,Verbs,"Traduits, augmentez","Traduits de Grec en François, & augmentez de plusieurs figures, & demonstrations, auec la correction des erreurs commises és autres traductions.","Traduits, augmentez, Dediez","Traduits, augmentez, Dediez","Traduits, augmentez, Dediez",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Traduits, augmentez, Dediez",7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,1,1,0
R1382,Lyon_1646,FRENCH,Adapter Attribution,PIERRE MARDELÉ,PIERRE MARDELÉ,PIERRE MARDELÉ,PIERRE MARDELÉ,PIERRE MARDELÉ,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,PIERRE MARDELÉ,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,1,1,0
R1383,Lyon_1646,FRENCH,Adapter Description,Professeur és Mathematiques,Professeur és Mathematiques,Professeur és Mathematiques,Professeur és Mathematiques,Professeur és Mathematiques,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Professeur és Mathematiques,7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,1,1,0
R1384,Lyon_1646,FRENCH,Base Content,LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE MEGARIEN,LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE MEGARIEN.,ELEMENTS GEOMETRIQVES,ELEMENTS GEOMETRIQVES,ELEMENTS GEOMETRIQVES,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE MEGARIEN,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R1385,Lyon_1646,FRENCH,Base Content Description,"Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions","Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions.","Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions","Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions","Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions",A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,"LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE MEGARIEN, Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions",7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R1386,Lyon_1646,FRENCH,Date in Imprint,M. DC. XLVI.,M. DC. XLVI.,M. DC. XLVI,M. DC. XLVI.,M. DC. XLVI.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,M. DC. XLVI,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,0,0,0
R1388,Lyon_1646,FRENCH,Destination Language,en François,en François,François,en François,en François,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,François,e4d1ac46-54a8-4f86-8c7a-2c1d5cf9a101,v2,1,0,0,0,0
R1391,Lyon_1646,FRENCH,Enriched With,"plusieurs figures & demonstrations, la correction des erreurs commises és autres traductions","plusieurs figures & demonstrations, correction des erreurs commises és autres traductions",plusieurs figures & demonstrations,"plusieurs figures & demonstrations, correction des erreurs commises és autres traductions","plusieurs figures & demonstrations, correction des erreurs commises és autres traductions",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,plusieurs figures & demonstrations,7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,0,0
R1393,Lyon_1646,FRENCH,Euclid References,D’EVCLIDE,EVCLIDE,EVCLIDE,EVCLIDE,EVCLIDE,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",EVCLIDE,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R1394,Lyon_1646,FRENCH,Explicit Language References,de Grec,Grec,Grec,Grec,Grec,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",Grec,7d8fdc01-b3ec-43de-a654-4cba5ffb6a10,v6,1,1,1,1,0
R1395,Lyon_1646,FRENCH,Patronage Dedication,Dediez à MONSEIGNEVR l’Illustrissime & Reuerendissime CARDINAL de Lyon,MONSEIGNEVR l’Illustrissime & Reuerendissime CARDINAL de Lyon,,MONSEIGNEVR l’Illustrissime & Reuerendissime CARDINAL de Lyon,MONSEIGNEVR l’Illustrissime & Reuerendissime CARDINAL de Lyon,E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.",MONSEIGNEVR l’Illustrissime & Reuerendissime CARDINAL de Lyon,7d8fdc01-b3ec-43de-a654-4cba5ffb6a17,v6,1,1,1,1,0
R1396,Lyon_1646,FRENCH,Place in Imprint,LYON,LYON,LYON,LYON,LYON,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,LYON,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R1397,Lyon_1646,FRENCH,Publisher in Imprint,SIMON RIGAVD,SIMON RIGAVD,SIMON RIGAVD,SIMON RIGAVD,SIMON RIGAVD,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,"Chez SIMON RIGAVD, Marchand Libraire",7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,0,0,0
R1398,Lyon_1646,FRENCH,Verbs,"Traduits, augmentez","Traduits de Grec en François,, augmentez de plusieurs figures & demonstrations,","Traduits, augmentez","Traduits, augmentez","Traduits, augmentez",A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,"Traduits, augmentez, Dediez",7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,0,0
R1399,Lyon_1660,LATIN,Adapter Attribution,"P. CLAVDIO FRANCISCO MILLIET
DECHALES",P. CLAVDIO FRANCISCO MILLIET DECHALES,"P. CLAVDIO FRANCISCO MILLIET
DECHALES","P. CLAVDIO FRANCISCO MILLIET
DECHALES","P. CLAVDIO FRANCISCO MILLIET
DECHALES",A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,CLAVDIO FRANCISCO MILLIET DECHALES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,0,0,0
R1400,Lyon_1660,LATIN,Adapter Description,Camberiensi Societ. IESV,Camberiensi Societ. IESV.,Camberiensi Societ. IESV,Camberiensi Societ. IESV,Camberiensi Societ. IESV,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,"P, Camberiensi Societ",7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,0,0,0
R1401,Lyon_1660,LATIN,Base Content,EVCLIDIS ELEMENTORVM Libri octo,EVCLIDIS ELEMENTORVM Libri octo.,EVCLIDIS ELEMENTORVM,EVCLIDIS ELEMENTORVM Libri octo.,EVCLIDIS ELEMENTORVM Libri octo.,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,EVCLIDIS ELEMENTORVM Libri octo,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R1402,Lyon_1660,LATIN,Base Content Description,Ad faciliorem captum accommodati,Ad faciliorem captum accommodati.,,Ad faciliorem captum accommodati.,Ad faciliorem captum accommodati.,E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.",Ad faciliorem captum accommodati,7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R1403,Lyon_1660,LATIN,Date in Imprint,M. DC. LX.,M. DC. LX.,M. DC. LX,M. DC. LX.,M. DC. LX.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,M. DC. LX,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,0,0,0
R1405,Lyon_1660,LATIN,Enriched With,Ad faciliorem captum accommodati,,,Ad faciliorem captum accommodati,Ad faciliorem captum accommodati,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,0,1
R1408,Lyon_1660,LATIN,Institutions,Societ. IESV,Camberiensi Societ. IESV.,Camberiensi Societ. IESV,Camberiensi Societ. IESV,Camberiensi Societ. IESV,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Camberiensi Societ, IESV",7d8fdc01-b3ec-43de-a654-4cba5ffb6a14,v6,1,1,0,0,0
R1409,Lyon_1660,LATIN,Place in Imprint,LVGDVNI,LVGDVNI,LVGDVNI,LVGDVNI,LVGDVNI,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,LVGDVNI,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R1410,Lyon_1660,LATIN,Privileges in Imprint,Cum Priuilegio Regis,Cum Priuilegio Regis.,Cum Priuilegio Regis,Cum Priuilegio Regis,Cum Priuilegio Regis,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,Cum Priuilegio Regis,0f63fc20-5e6b-402c-b6e7-1314707158b0,v1,1,0,1,1,0
R1411,Lyon_1660,LATIN,Publisher in Imprint,BENEDICTVM CORAL,BENEDICTVM CORAL,BENEDICTVM CORAL,BENEDICTVM CORAL,BENEDICTVM CORAL,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,BENEDICTVM CORAL,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,1,1,0
R1413,Lyon_1672,FRENCH,Adapter Attribution,R. P. CLAVDE FRANÇOIS MILLIET DECHALES,CLAVDE FRANÇOIS MILLIET DECHALES,CLAVDE FRANÇOIS MILLIET DECHALES,CLAVDE FRANÇOIS MILLIET DECHALES,CLAVDE FRANÇOIS MILLIET DECHALES,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",CLAVDE FRANÇOIS MILLIET DECHALES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,1,1,0
R1414,Lyon_1672,FRENCH,Adapter Description,de la Compagnie de IESVS,R. P.,R. P,R. P,R. P,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,R. P,7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,1,1,0
R1415,Lyon_1672,FRENCH,Base Content,HVICT LIVRES DES ELEMENTS DEVCLIDE,ELEMENTS DEVCLIDE,ELEMENTS DEVCLIDE,ELEMENTS DEVCLIDE,ELEMENTS DEVCLIDE,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",HVICT LIVRES DES ELEMENTS DEVCLIDE RENDVS PLVS FACILES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R1416,Lyon_1672,FRENCH,Base Content Description,RENDVS PLVS FACILES,"HVICT LIVRES, RENDVS PLVS FACILES",RENDVS PLVS FACILES,RENDVS PLVS FACILES,RENDVS PLVS FACILES,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,DEVCLIDE RENDVS PLVS FACILES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R1417,Lyon_1672,FRENCH,Date in Imprint,M. DC. LXXII.,M. DC. LXXII.,M. DC. LXXII,M. DC. LXXII.,M. DC. LXXII.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,M. DC. LXXII,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,0,0,0
R1419,Lyon_1672,FRENCH,Euclid References,DEVCLIDE,,DEVCLIDE,DEVCLIDE,DEVCLIDE,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,DEVCLIDE,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R1420,Lyon_1672,FRENCH,Institutions,la Compagnie de IESVS,Compagnie de IESVS,Compagnie de IESVS,Compagnie de IESVS,Compagnie de IESVS,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",Compagnie de IESVS,7d8fdc01-b3ec-43de-a654-4cba5ffb6a14,v6,1,1,1,1,0
R1421,Lyon_1672,FRENCH,Place in Imprint,LYON,LYON,LYON,LYON,LYON,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,LYON,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R1422,Lyon_1672,FRENCH,Privileges in Imprint,Auec Priuilege du Roy.,Auec Priuilege du Roy.,Priuilege du Roy,Auec Priuilege du Roy.,Auec Priuilege du Roy.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,Auec Priuilege du Roy,0f63fc20-5e6b-402c-b6e7-1314707158b0,v1,1,0,0,0,0
R1423,Lyon_1672,FRENCH,Publisher in Imprint,BENOIST CORAL,BENOIST CORAL,Chez BENOIST CORAL,BENOIST CORAL,BENOIST CORAL,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,Chez BENOIST CORAL,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,0,0,0
R1424,Lyon_1672,FRENCH,Verbs,RENDVS,RENDVS,,RENDVS,RENDVS,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,RENDVS,7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,1,1,0
R1425,Lyon_1674,LATIN,Adapter Attribution,R. P. CLAVDII FRANCISCI MILLIET DECHALES,R. P. CLAVDII FRANCISCI MILLIET DECHALES CAMBERIENSIS,CLAVDII FRANCISCI MILLIET DECHALES,CLAVDII FRANCISCI MILLIET DECHALES,CLAVDII FRANCISCI MILLIET DECHALES,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,CLAVDII FRANCISCI MILLIET DECHALES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,1,1,0
R1426,Lyon_1674,LATIN,Adapter Description,CAMBERIENSIS È SOCIETATE IESV,"È SOCIETATE IESV., CVRSVS SEV MVNDVS MATHEMATICVS","R. P, CAMBERIENSIS, È SOCIETATE IESV","È SOCIETATE IESV., CVRSVS SEV MVNDVS MATHEMATICVS","È SOCIETATE IESV., CVRSVS SEV MVNDVS MATHEMATICVS",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"R. P, CAMBERIENSIS, È SOCIETATE IESV",7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,0,0,0
R1427,Lyon_1674,LATIN,Base Content,CVRSVS SEV MVNDVS MATHEMATICVS,EV-CLIDIS LIBROS OCTO,EV-CLIDIS LIBROS OCTO,EV-CLIDIS LIBROS OCTO,EV-CLIDIS LIBROS OCTO,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",R. P. CLAVDII FRANCISCI MILLIET DECHALES CAMBERIENSIS È SOCIETATE IESV. CVRSVS SEV MVNDVS MATHEMATICVS TOMVS PRIMVS COMPLECTENS EV- CLIDIS LIBROS OCTO,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R1428,Lyon_1674,LATIN,Base Content Description,"TOMVS PRIMVS COMPLECTENS EV-
CLIDIS LIBROS OCTO, ARITHMETICAM, Theodosij sphærica, Trigonometriam, Geometriam practicam, Mechanicam, Staticam, Geographiam vniuersalem, Tractatum de Magnete, Architecturam Ciuilem, & Artem tignariam","R. P. CLAVDII FRANCISCI MILLIET DECHALES CAMBERIENSIS È SOCIETATE IESV. CVRSVS SEV MVNDVS MATHEMATICVS TOMVS PRIMVS, NVNC PRIMVM IN LVCEM PRODIT.","COMPLECTENS, NVNC PRIMVM IN LVCEM PRODIT","COMPLECTENS, NVNC PRIMVM IN LVCEM PRODIT","COMPLECTENS, NVNC PRIMVM IN LVCEM PRODIT",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"ARITHMETICAM, Theodosij sphærica, Trigonometriam, Geometriam practicam, Mechanicam, Staticam, Geographiam vniuersalem, Tractatum de Magnete, Architecturam Ciuilem, & Artem tignariam",7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R1429,Lyon_1674,LATIN,Bound With,"ARITHMETICAM, Theodosij sphærica, Trigonometriam, Geometriam practicam, Mechanicam, Staticam, Geographiam vniuersalem, Tractatum de Magnete, Architecturam Ciuilem, & Artem tignariam","ARITHMETICAM, Theodosij sphærica, Trigonometriam, Geometriam practicam, Mechanicam, Staticam, Geographiam vniuersalem, Tractatum de Magnete, Architecturam Ciuilem, Artem tignariam",,"ARITHMETICAM, Theodosij sphærica, Trigonometriam, Geometriam practicam, Mechanicam, Staticam, Geographiam vniuersalem, Tractatum de Magnete, Architecturam Ciuilem, Artem tignariam","ARITHMETICAM, Theodosij sphærica, Trigonometriam, Geometriam practicam, Mechanicam, Staticam, Geographiam vniuersalem, Tractatum de Magnete, Architecturam Ciuilem, Artem tignariam",E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.","ARITHMETICAM, Theodosij sphærica, Trigonometriam, Geometriam practicam, Mechanicam, Staticam, Geographiam vniuersalem, Tractatum de Magnete, Architecturam Ciuilem, & Artem tignariam",7d8fdc01-b3ec-43de-a654-4cba5ffb6a18,v6,1,1,0,0,0
R1432,Lyon_1674,LATIN,Date in Imprint,"M. DC.
LXXIV.",M. DC.,M. DC,M. DC.,M. DC.,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,M. DC,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,0,0,0
R1433,Lyon_1674,LATIN,Edition Statement,NVNC PRIMVM IN LVCEM PRODIT.,"TOMVS PRIMVS, NVNC PRIMVM IN LVCEM PRODIT.",,"TOMVS PRIMVS, NVNC PRIMVM IN LVCEM PRODIT.","TOMVS PRIMVS, NVNC PRIMVM IN LVCEM PRODIT.",E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.",,718a7718-22cf-424e-a7f1-84e9cf1071c6,v1,1,0,0,0,1
R1434,Lyon_1674,LATIN,Elements Designation,EVCLIDIS LIBROS OCTO,EV-CLIDIS LIBROS OCTO,EV-CLIDIS LIBROS OCTO,EV-CLIDIS LIBROS OCTO,EV-CLIDIS LIBROS OCTO,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",EV- CLIDIS LIBROS OCTO,7d8fdc01-b3ec-43de-a654-4cba5ffb6a06,v6,1,1,0,0,0
R1435,Lyon_1674,LATIN,Euclid References,EVCLIDIS,EV-CLIDIS,EV-CLIDIS,EV-CLIDIS,EV-CLIDIS,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",EV- CLIDIS,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,0,0,0
R1436,Lyon_1674,LATIN,Institutions,SOCIETATE IESV,È SOCIETATE IESV.,SOCIETATE IESV,SOCIETATE IESV,SOCIETATE IESV,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,SOCIETATE IESV,7d8fdc01-b3ec-43de-a654-4cba5ffb6a14,v6,1,1,1,1,0
R1437,Lyon_1674,LATIN,Other Educational Authorities,Theodosij,,,Theodosij,Theodosij,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a16,v6,1,1,0,0,1
R1438,Lyon_1674,LATIN,Place in Imprint,LVGDVNI,,LVGDVNI,LVGDVNI,LVGDVNI,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,LVGDVNI,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R1439,Lyon_1674,LATIN,Privileges in Imprint,CVM PRIVILEGIO REGIS.,CVM PRIVILEGIO REGIS.,CVM PRIVILEGIO REGIS,CVM PRIVILEGIO REGIS.,CVM PRIVILEGIO REGIS.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,CVM PRIVILEGIO REGIS,0f63fc20-5e6b-402c-b6e7-1314707158b0,v1,1,0,0,0,0
R1440,Lyon_1674,LATIN,Publisher in Imprint,ANISSONIANA,,ANISSONIANA,ANISSONIANA,ANISSONIANA,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,Ex Oicina ANISSONIANA,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,0,0,0
R1441,Lyon_1674,LATIN,Verbs,PRODIT,"COMPLECTENS, PRODIT.","COMPLECTENS, PRODIT","COMPLECTENS, PRODIT","COMPLECTENS, PRODIT",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"COMPLECTENS, PRODIT",7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,1,1,0
R1442,Lyon_1675,LATIN,Adapter Attribution,P. CLAVDIO FRANCISCO MIL-LIET DECHALES,P. CLAVDIO FRANCISCO MIL-LIET DECHALES,P. CLAVDIO FRANCISCO MIL-LIET DECHALES,P. CLAVDIO FRANCISCO MIL-LIET DECHALES,P. CLAVDIO FRANCISCO MIL-LIET DECHALES,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,CLAVDIO FRANCISCO MIL-LIET DECHALES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,0,0,0
R1444,Lyon_1675,LATIN,Adapter Description,"Camberiensi, Societ. JESU.","Camberiensi, Societ. JESU.","Camberiensi, Societ. JESU","Camberiensi, Societ. JESU.","Camberiensi, Societ. JESU.",A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,"Camberiensi, Societ. JESU",7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,0,0,0
R1445,Lyon_1675,LATIN,Base Content,ELEMENTORUM EUCLIDIS LIBRI OCTO,ELEMENTORUM EUCLIDIS LIBRI OCTO,ELEMENTORUM EUCLIDIS LIBRI OCTO,ELEMENTORUM EUCLIDIS LIBRI OCTO,ELEMENTORUM EUCLIDIS LIBRI OCTO,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,ELEMENTORUM EUCLIDIS LIBRI OCTO,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,1,1,0
R1446,Lyon_1675,LATIN,Base Content Description,Ad faciliorem cap-tum accommodati,"Ad faciliorem cap-tum accommodati., Cæteris facilior & correctior.","Ad faciliorem cap-tum accommodati, Cæteris facilior & correctior","Ad faciliorem cap-tum accommodati, Cæteris facilior & correctior","Ad faciliorem cap-tum accommodati, Cæteris facilior & correctior",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,Ad faciliorem cap-tum accommodati,7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R1447,Lyon_1675,LATIN,Date in Imprint,M. DC. LXXV.,M. DC. LXXV.,M. DC. LXXV,M. DC. LXXV.,M. DC. LXXV.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,M. DC. LXXV,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,0,0,0
R1448,Lyon_1675,LATIN,Edition Statement,TERTIA EDITIO. Cæteris facilior & correctior.,"TERTIA EDITIO., Cæteris facilior & correctior.",Cæteris facilior & correctior,"TERTIA EDITIO., Cæteris facilior & correctior.","TERTIA EDITIO., Cæteris facilior & correctior.",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"TERTIA EDITIO, Cæteris facilior & correctior",718a7718-22cf-424e-a7f1-84e9cf1071c6,v1,1,0,0,0,0
R1449,Lyon_1675,LATIN,Elements Designation,ELEMENTORUM EUCLIDIS LIBRI OCTO,ELEMENTORUM EUCLIDIS,ELEMENTORUM EUCLIDIS LIBRI OCTO,ELEMENTORUM EUCLIDIS LIBRI OCTO,ELEMENTORUM EUCLIDIS LIBRI OCTO,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,ELEMENTORUM EUCLIDIS LIBRI OCTO,7d8fdc01-b3ec-43de-a654-4cba5ffb6a06,v6,1,1,1,1,0
