"Page/Key","Edition Details","Feature Name","Feature Description","Feature Revision","Value"
"bib-10","1570, Paris - La practique de la geometrie","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-42","1570, Pesaro - De superficierum divisionibus liber Machometo Bagdedino ascriptus","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::primary, Trigonometry::unrelated"
"bib-7","1571, London - A geometrical practise, named Pantometria divided into three bookes, longimetra, planimetra, and stereometria, containing rul...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::secondary, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::secondary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::secondary, Practical Geometry::primary, Surveying::secondary, Theoretical Mathematics::secondary, Trigonometry::unrelated"
"Q4F538","1571, Nuremberg - Perspectiva hierinnen auffs kürtzte beschrieben mit exempeln eroeffnet und an tag gegeben wird ein newer besonder kurtzer doc...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::secondary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::primary, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-223","1572, Frankfurt - M. Henrici Grammatei

Rechenbüchlin, künstlich, be-
heind und gewiß, auff alle kauff-
mannschafft gerichtet.

Gemeinen Regeln...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::primary, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::secondary, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::secondary, Navigation::unrelated, Perspective::unrelated, Practical Geometry::secondary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-16","1572, Paris - De usu geometriae liber I","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"LQNZBJ","1572, Paris - Deux livres l'un de la sphere qui est meue et l'autre du lever et coucher des estoilles","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::secondary, Arithmetic::unrelated, Astronomy::primary, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-264","1573, Antwerp - Livre d'arithmetique: contenant plusieurs belles questions et demandes, propres et utiles à tous ceux qui hantent la trafique...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::primary, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::secondary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::primary"
"bib-17","1573, Paris -  De l'vsage de geometrie","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"5J1UUA","1573, Paris - L'arithmetique entiere et abregee","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-255","1574, Cologne - Cosmographia","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::primary, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::secondary, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-131","1574, London - The pathewaie to
knowledge, contaiynyng the fyrst
principles of Geometrie, as thei
maie moste aptly bee applied unto
practise...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::primary, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-24","1575, Bordeaux - DEFINITIONES
ELEMENTI QVINCTI,
ET SEXTI, EVCLIDIS, AB
ELIA VINETO SANTONE
INTERPRETATÆ.","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::primary, Trigonometry::unrelated"
"bib-28","1576, Paris - LEÇONS DE
PERSPECTIVE
POSITIVE.

PAR
IACQVES ANDROVET
du Cerceau, Architecte.","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::primary, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::secondary"
"bib-25","1577, Bordeaux - L’ARPANTERIE
D’ELIE VINET,

Liure de GEOMETRIE, enseignant à mesurer
les champs, & pluzieurs autres choses.","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::primary, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"ustc-32","1578, Paris - L'ARITHMETIQVE
DE NICOLAS
TARTAGLIA BRESCIAN,
GRAND MATHEMATICIEN,
ET PRINCE DES PRATICIENS.
Diuisée en deux parties.
La decl...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-153","1579, London - An arithmeticall militare treatise, named Stratioticos compendiously teaching the science of numbers, as well in fractions as...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::secondary, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-64","1579, Paris - CANON
MATHEMATICVS
SEV
AD TRIANGVLA
Cum Appendicibus.","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::primary, Trigonometry::unrelated"
"bib-128","1580, Basel - P. RAMI
ARITHMETICAE
LIBRI DUO:
GEOMETRIAE
SEPTEM ET VIGINTI.","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::primary, Trigonometry::unrelated"
"ZGOHUR","1581, Rome - Gnomonices libri octo","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::primary, Instrument Construction::unrelated, Instrument Use::secondary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::secondary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-156","1581, Venice - LE
MECHANICHE
DELL’ILLVSTRISS. SIG.
GVIDO VBALDO
DE’ MARCHESI DEL
MONTE:
TRADOTTE IN VOLGARE
DAL SIG. FILIPPO PIGAFETTA:

Nel...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::secondary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::primary, Mechanics::primary, Military Engineering::secondary, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"7Y5IWJ","1582, Antwerp - L'arithmetique","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-262","1582, Antwerp - L’ARITHMETIQUE  
de Gemme Phrison:  

Traduite en François par Pierre Forcadel de  
Beziers, professeur ordinaire des Mathe- ...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-185","1582, Antwerp - Tafelen van interest, midtsgaders de constructie der selver","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::primary, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-29","1582, Paris - LIVRE
D’ARCHITECTVRE
de Iaques Androuet,
du Cerceau.

AVQVEL SONT CONTENVES DI
VERSES ORDONNANCES DE PLANTS ET
élevations de ...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::primary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::primary, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-19","1583, Alcala - TRATADO DE GEO
metria Práctica, y Speculatiua.

POR EL BACHILLER
Iuan Perez de Moya:
Natural de Sancte
Stevan del Puerto.","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::primary, Trigonometry::unrelated"
"5V691B","1583, Basel - Epiloimia seu liber tristium Joan.thomae freigii quaestiones geometricae et stereometricae in euclidis & rami stoicheiosin: i...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::secondary, Trigonometry::unrelated"
"bib-253","1583, Lyon - EPHEMERIDES  
IOANNIS STADII  
LEONNOVTHENSIS,  
MATHEMATICI CE-  
LEBERRIMI,  

Secundum Antuerpiae longitudinem ex tabulis ...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::primary, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"612FNN","1583, Rome - Le due regole della prospettiva pratica di m. Iacomo Barozzi da Vignola con i commentarii del reverendo padre maestro Egnatio...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::primary, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-152","1583, Venice - DELLA
FORTIFICATIONE
DELLE CITTA,
DI M. GIROLAMO MAGGI, E DEL
CAPITAN IACOMO CASTRIOTTO,
Ingegniero del Christianiss. Re di F...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::primary, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::primary, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"B9OW5O","1583, Vienna - Künstlicher und zierlicher newer vor nie gesehener funfftzig perspectifischer stueck oder boden aus rechtem grundt und arth d...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::secondary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::primary, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-87","1584, Brescia - Dell’arte del misurare libri due, nel primo de’ quali s’insegna a misurare et partir i campi. Nel secondo a misurar le muragl...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::primary, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"TMVVZN","1584, Milan - Trattato dell'arte de la pittura, di Giovanni Paolo Lomazzo milanese pittore. Diviso in sette libri. Ne' quali si contiene tu...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-181","1584, Paris - Testamentum, cum senatusconsulto et promulgatione professionis institutae ab ipso testatore","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"MYFHIS","1584, Venice - Tutte l'opere d'architettura di Sebastiano Serlio bolognese. Dove si trattano in disegno quelle cose che sono piu necessarie ...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::primary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::primary, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-258","1585, Leiden - DE  
THIENDE  

Leerende door onghehoorde lichticheyt  
allen rekeningen onder den Menschen  
noodich vallende, afveerdighen ...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-186","1585, Leiden - L’ARITHMETIQVE  
DE SIMON STEVIN  
DE BRVGES :  

Contenant les computations des nombres  
Arithmetiques ou vulgaires :  
Aus...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::secondary, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::secondary, Trigonometry::unrelated"
"TJONV6","1585, Paris - L'arithmetique","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-5","1585, Paris - LA
PRATIQVE VNIVER-
SELLE DE GEOMETRIE DE IAC-
QVES CHAVVET CHAMPENOIS, Pro-
fesseur & Lecteur ordinaire és Mathematiques, en...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-90","1585, Paris - LA
PRATIQVE VNIVER-
SELLE DE GEOMETRIE DE IAC-
QVES CHAVVET CHAMPENOIS, PRO-
fesseur & Lecteur ordinaire és Mathematiques, en...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
